median_pnl,worst_dd,sl_soft,sl_hard,tp,gate_pct,dd_limit,cooldown,flip
2884.9,1987.0,38.5,70.2,22.8,35.3,977.0,4,False
2884.9,1987.0,38.5,70.2,22.8,35.3,977.0,4,False
2960.8,2760.0,64.7,136.7,22.8,35.3,977.0,5,False
2960.8,2760.0,64.7,136.7,22.8,35.3,977.0,5,False
2960.8,2760.0,64.7,136.7,22.8,35.3,977.0,5,False
2960.8,2760.0,64.7,136.7,22.8,35.3,977.0,5,False
2960.8,2760.0,64.7,136.7,22.8,35.3,977.0,5,False
3399.8,2800.0,64.7,136.7,22.8,38.6,977.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,108.4,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,108.4,22.8,74.4,1038.0,5,False
4683.3,3018.1,36.5,121.7,22.8,74.4,1038.0,5,False
9453.0,3506.3,38.9,56.4,41.1,63.9,2629.0,4,False
9453.0,3506.3,38.9,56.4,41.1,63.9,2629.0,4,False
11169.3,3782.7,38.9,80.9,41.1,63.9,2629.0,4,False
11169.3,3782.7,38.9,80.9,41.1,63.9,2629.0,4,False
13032.2,4606.5,36.5,54.0,41.1,75.2,400.0,2,False
16356.8,5685.0,64.7,136.7,56.1,74.4,977.0,3,False
17317.8,7170.0,64.7,106.8,80.3,74.4,1411.0,3,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,1038.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
18407.2,7528.7,84.2,169.5,88.7,74.4,1038.0,5,False
18407.2,7528.7,84.2,169.5,88.7,74.4,1038.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,1038.0,5,False
18407.2,7528.7,84.2,172.9,88.7,74.4,977.0,5,False
20111.2,9090.3,84.2,178.8,80.3,77.1,352.0,3,False
21544.8,9657.3,84.2,103.6,80.3,77.1,352.0,3,False
22140.2,11452.4,84.2,111.7,56.1,77.1,352.0,3,False
22140.2,11452.4,84.2,111.7,56.1,77.1,352.0,3,False
