anchor,sl_soft,sl_hard,tp,pnl,n,dd,win
2024Q3,182.18,480.95,455.91,73807.38,24,12130.0,54.2
2024Q3,180.76,463.26,508.7,67574.38,22,11800.0,50.0
2024Q3,190.38,416.43,450.6,84888.09,24,12420.0,58.3
2024Q3,189.14,396.88,451.49,85197.07,24,12420.0,58.3
2024Q3,162.27,308.34,415.31,50544.07,26,10830.0,46.2
2024Q3,190.53,397.32,440.21,81978.87,24,12420.0,58.3
2024Q3,154.43,363.46,444.4,71078.83,26,10470.0,50.0
2024Q3,187.21,377.61,403.01,56118.2,25,12924.75,52.0
2024Q3,176.6,402.88,494.49,44757.21,24,16440.28,41.7
2024Q3,209.3,416.24,451.75,86399.51,23,9280.0,60.9
2024Q3,193.14,374.43,474.63,58924.1,22,12420.0,50.0
2024Q3,206.79,412.61,432.21,69184.54,23,8935.0,56.5
2024Q3,249.0,475.26,441.48,67618.97,22,12280.46,59.1
2024Q3,203.48,370.52,485.52,60074.15,22,12685.0,50.0
2024Q3,188.74,390.64,449.18,84551.59,24,12420.0,58.3
2024Q3,218.71,420.45,368.05,39908.59,25,11653.95,52.0
2024Q3,237.53,453.33,388.79,45145.36,24,12479.2,54.2
2024Q3,172.13,349.66,421.77,47999.62,26,11010.0,46.2
2024Q3,189.28,336.37,474.04,58843.91,22,12420.0,50.0
2024Q3,182.56,417.58,706.66,55642.21,18,16060.0,38.9
2024Q3,200.55,390.69,452.62,83954.3,24,12600.0,58.3
2024Q3,200.06,319.55,448.51,82803.53,24,12600.0,58.3
2024Q3,222.34,413.39,448.72,83067.04,23,10380.57,60.9
2024Q3,212.31,343.6,406.11,55397.91,24,10352.85,54.2
2024Q3,224.35,411.58,442.14,80524.11,23,11212.21,60.9
2024Q3,224.26,331.03,444.92,81303.86,23,11156.51,60.9
2024Q3,245.6,358.16,430.1,51318.45,22,12508.05,54.5
2024Q3,237.35,329.89,451.34,81326.03,23,10783.14,60.9
2024Q3,234.09,319.93,417.91,59795.43,23,11026.89,56.5
2024Q3,259.01,316.42,444.48,67540.94,22,12530.31,59.1
2024Q3,223.52,381.34,399.87,51526.95,24,12017.54,54.2
2024Q3,217.02,302.25,448.73,83068.19,23,10380.49,60.9
2024Q3,212.98,293.51,495.54,62098.74,21,9940.0,52.4
2024Q3,192.67,261.8,453.62,85517.26,24,12420.0,58.3
2024Q3,193.2,312.25,454.64,85722.89,24,12420.0,58.3
2024Q3,190.49,258.77,482.18,60634.19,22,12420.0,50.0
2024Q3,200.61,339.06,430.67,65079.62,24,12726.57,54.2
2024Q3,166.91,290.38,502.12,49494.1,24,14717.59,41.7
2024Q3,204.36,377.49,454.26,84453.88,24,12695.0,58.3
2024Q3,205.37,400.86,451.88,83871.94,24,12775.0,58.3
2024Q3,204.9,372.44,454.15,84428.22,24,12775.0,58.3
2024Q3,212.13,383.94,471.57,57380.03,21,9385.0,52.4
2024Q3,207.94,405.27,458.12,74617.33,23,8935.0,56.5
2024Q3,176.75,359.67,422.7,47152.48,26,11961.04,46.2
2024Q3,193.51,354.82,486.27,61093.74,22,12420.0,50.0
2024Q3,218.9,357.29,468.75,73844.17,23,10060.06,56.5
2024Q3,205.4,395.4,414.29,60981.5,24,13194.12,54.2
2024Q3,196.91,347.62,653.77,45472.43,18,16765.0,38.9
2024Q3,184.9,355.27,454.46,86177.96,24,12360.0,58.3
2024Q3,181.69,353.53,218.02,23919.46,36,20129.53,55.6
2024Q3,214.56,397.67,457.98,71623.98,23,10275.46,56.5
2024Q3,188.65,387.08,432.71,67169.23,24,12505.83,54.2
2024Q3,201.55,420.89,514.19,66005.89,22,12670.0,50.0
2024Q3,170.79,329.6,454.9,69234.72,26,11010.0,50.0
2024Q3,207.99,258.99,480.11,61355.41,21,8935.0,52.4
2024Q3,372.54,546.62,430.12,65347.2,19,15560.0,68.4
2024Q3,220.51,248.53,468.0,73822.16,23,10017.04,56.5
2024Q3,162.0,311.59,493.62,49573.38,24,14952.66,41.7
2024Q3,148.74,358.06,452.95,61591.93,26,14651.09,46.2
2024Q3,200.91,307.28,449.34,82964.01,24,12670.0,58.3
2024Q3,187.12,281.31,432.84,67592.34,24,12503.28,54.2
2024Q3,196.72,270.89,409.86,59874.47,24,12852.73,54.2
2024Q3,230.14,343.64,474.59,55300.38,21,10008.15,52.4
2024Q3,179.49,366.6,450.45,66130.76,26,11800.0,50.0
2024Q3,207.56,308.63,464.29,76220.01,23,8935.0,56.5
2024Q3,193.19,386.61,438.42,81261.41,24,12420.0,58.3
2024Q3,216.87,352.61,478.83,57431.78,21,9940.0,52.4
2024Q3,204.75,371.28,419.44,62318.17,24,13091.29,54.2
2024Q3,180.48,396.15,451.15,86377.03,24,11800.0,58.3
2024Q3,176.79,397.34,449.12,66196.16,26,11710.0,50.0
2024Q3,188.33,389.63,464.65,75568.92,24,12420.0,54.2
2024Q3,199.65,428.81,437.95,79970.54,24,12475.0,58.3
2024Q3,214.46,454.3,454.89,85294.02,23,10337.21,60.9
2024Q3,170.28,406.26,458.5,57429.0,26,16125.08,46.2
2024Q3,180.81,395.75,422.09,65528.42,24,12063.2,54.2
2024Q3,196.35,447.05,488.41,60780.98,22,12485.0,50.0
2024Q3,227.07,406.09,469.54,73351.09,23,10744.15,56.5
2024Q3,208.7,415.47,403.51,55808.77,24,9824.71,54.2
2024Q3,187.97,246.86,437.35,81267.74,24,12420.0,58.3
2024Q3,218.58,415.96,444.86,81984.95,23,10457.86,60.9
2024Q3,213.32,555.89,453.47,85732.35,23,9860.0,60.9
2024Q3,202.74,289.11,457.06,71821.41,24,12670.0,54.2
2024Q3,210.67,430.71,478.88,59529.29,21,9400.0,52.4
2024Q3,194.06,380.94,427.26,64967.47,24,12514.81,54.2
2024Q3,230.39,402.33,453.82,83400.67,23,10423.52,60.9
2024Q3,227.22,395.07,468.41,73056.6,23,10766.8,56.5
2024Q3,232.25,436.89,499.58,60797.24,21,9985.0,52.4
2024Q3,239.36,504.78,457.66,68390.9,23,10636.85,56.5
2024Q3,247.59,483.63,433.01,51456.97,22,12449.84,54.5
2024Q3,219.21,373.88,448.22,82925.66,23,10390.67,60.9
2024Q3,212.56,389.73,450.75,85034.33,23,9860.0,60.9
2024Q3,213.53,391.82,474.31,57429.03,21,9940.0,52.4
2024Q3,207.78,399.98,462.84,75844.5,23,8935.0,56.5
2024Q3,222.43,395.82,422.88,62812.89,23,10862.47,56.5
2024Q3,419.84,637.5,439.03,88582.49,18,8790.0,77.8
2024Q3,181.65,395.77,436.81,81545.71,24,12133.88,58.3
2024Q3,191.44,431.59,483.75,61100.09,22,12420.0,50.0
2024Q3,442.28,650.33,457.06,63874.88,17,18417.52,70.6
2024Q3,426.14,652.32,416.77,64869.13,18,17155.0,72.2
2024Q3,201.83,391.51,443.1,81217.71,24,12670.0,58.3
2024Q3,213.5,374.38,450.91,85015.24,23,9860.0,60.9
2024Q3,204.85,367.82,467.08,74550.37,24,12775.0,54.2
2024Q3,214.68,365.57,433.65,66223.14,23,10682.07,56.5
2024Q3,193.9,371.83,454.55,85088.62,24,12420.0,58.3
2024Q3,186.9,370.97,461.76,74821.35,24,12420.0,54.2
2024Q3,174.7,318.48,478.77,42749.82,24,15794.52,41.7
2024Q3,195.95,373.82,492.08,61586.82,22,12485.0,50.0
2024Q3,186.36,350.19,441.3,82373.94,24,12420.0,58.3
2024Q3,409.92,612.64,454.58,67109.02,17,16810.0,70.6
2024Q3,212.03,377.45,450.93,85085.53,23,9860.0,60.9
2024Q3,199.17,359.46,470.49,56722.82,22,12475.0,50.0
2024Q3,210.4,382.62,431.56,66844.93,23,9968.85,56.5
2024Q3,195.96,391.92,452.68,84001.26,24,12485.0,58.3
2024Q3,190.37,384.98,440.83,82153.69,24,12420.0,58.3
2024Q3,198.21,411.8,462.12,73396.63,24,12475.0,54.2
2024Q3,179.78,379.47,421.13,65829.94,24,12082.31,54.2
2024Q3,206.88,550.56,479.08,60931.85,21,8935.0,52.4
2024Q3,172.38,395.46,449.89,67465.43,26,11010.0,50.0
2024Q3,193.07,322.89,430.52,66324.42,24,12549.66,54.2
2024Q3,212.0,392.81,454.79,86642.35,23,9385.0,60.9
2024Q3,361.37,550.74,465.18,66632.76,18,15540.0,66.7
2024Q3,207.94,209.15,449.32,83980.18,24,12548.92,58.3
2024Q3,202.26,385.78,448.92,82848.37,24,12670.0,58.3
2024Q3,212.97,419.04,458.12,72415.47,23,9940.0,56.5
2024Q3,192.58,422.2,440.01,81708.79,24,12420.0,58.3
2024Q3,182.33,334.34,472.26,59276.67,22,12145.0,50.0
2024Q3,164.55,194.24,450.81,71251.68,26,11054.71,50.0
2024Q3,206.68,454.61,412.86,63647.4,23,9727.89,56.5
2024Q3,200.22,202.49,483.33,61783.89,22,12149.48,50.0
2024Q3,214.3,390.19,438.13,80681.54,23,10592.39,60.9
2024Q3,221.61,383.66,460.59,71724.57,23,10223.11,56.5
2024Q3,205.2,399.15,441.99,81102.3,24,12775.0,58.3
2024Q3,195.34,376.49,467.2,74622.63,24,12485.0,54.2
2024Q3,210.73,425.62,427.77,65895.66,23,10009.56,56.5
2024Q3,185.45,384.95,450.6,84978.45,24,12420.0,58.3
2024Q3,185.34,386.25,455.06,86146.95,24,12420.0,58.3
2024Q3,185.59,397.23,472.28,58727.23,22,12420.0,50.0
2024Q3,176.88,376.31,449.53,66302.28,26,11710.0,50.0
2024Q3,189.57,415.78,463.36,75208.42,24,12420.0,54.2
2024Q3,195.47,395.33,453.37,84194.39,24,12485.0,58.3
2024Q3,195.42,400.39,450.68,83439.29,24,12485.0,58.3
2024Q3,182.45,224.34,439.39,82305.0,24,12166.84,58.3
2024Q3,187.46,202.28,457.63,75014.37,24,12051.34,54.2
2024Q3,169.15,358.03,427.65,50384.86,26,10855.0,46.2
2024Q3,198.49,414.13,476.92,58261.45,22,12475.0,50.0
2024Q3,178.34,348.9,443.07,64289.18,26,11755.0,50.0
2024Q3,191.53,376.87,461.7,74836.47,24,12420.0,54.2
2024Q3,200.94,440.28,456.43,71597.44,24,12670.0,54.2
2024Q3,326.78,526.79,428.93,71542.86,19,13135.0,68.4
2024Q3,213.81,393.15,486.3,59311.55,21,9940.0,52.4
2024Q3,185.75,568.69,471.01,58446.36,22,12420.0,50.0
2024Q3,204.05,424.92,449.63,83247.06,24,12685.0,58.3
2024Q3,192.72,353.54,437.79,81084.84,24,12420.0,58.3
2024Q3,172.89,378.09,129.37,4327.55,43,14963.16,60.5
2024Q3,221.45,366.98,417.85,61670.48,23,10963.04,56.5
2024Q3,209.79,382.06,467.65,76002.92,23,9400.0,56.5
2024Q3,401.75,658.83,444.52,65384.63,17,16610.0,70.6
2024Q3,197.7,391.99,490.23,61181.12,22,12485.0,50.0
2024Q3,160.97,389.13,458.12,60843.94,26,15662.59,46.2
2024Q3,183.75,395.48,432.51,67887.06,24,12269.84,54.2
2024Q3,307.06,665.18,475.11,40919.28,16,12730.0,56.2
2024Q3,204.21,388.56,451.06,83647.42,24,12685.0,58.3
2024Q3,215.83,380.89,442.15,81251.26,23,10512.05,60.9
2024Q3,193.27,391.86,465.32,75307.93,24,12420.0,54.2
2024Q3,178.82,397.05,38.33,9969.96,61,15564.54,86.9
2024Q3,224.17,403.54,410.21,58889.88,23,11745.78,56.5
2024Q3,202.37,435.51,426.02,63836.23,24,12854.52,54.2
2024Q3,187.74,324.75,455.21,86187.79,24,12420.0,58.3
2024Q3,167.6,303.74,479.98,45066.82,24,15160.32,41.7
2024Q3,187.11,339.89,460.7,74546.78,24,12420.0,54.2
2024Q3,177.36,318.68,438.3,63383.05,26,11710.0,50.0
2024Q3,192.04,320.92,453.46,85607.65,24,12420.0,58.3
2024Q3,185.63,302.1,493.86,63473.65,22,12420.0,50.0
2024Q3,195.21,322.21,475.28,58345.9,22,12485.0,50.0
2024Q3,173.82,323.48,464.05,58176.23,26,16019.06,46.2
2024Q3,186.02,320.83,425.3,65669.22,24,12618.91,54.2
2024Q3,195.66,352.51,504.06,64223.27,22,12485.0,50.0
2024Q3,211.88,379.21,452.36,85484.54,23,9860.0,60.9
2024Q3,210.97,377.21,440.9,82276.74,23,9860.0,60.9
2024Q3,232.8,358.09,469.48,73020.2,23,10110.37,56.5
2024Q3,217.95,375.72,316.24,28376.07,27,12690.28,51.9
2024Q3,180.24,322.18,455.33,87467.05,24,11800.0,58.3
2024Q3,160.49,300.32,484.11,47716.44,24,15142.86,41.7
2024Q3,169.23,288.31,435.57,52253.0,26,10855.0,46.2
2024Q3,180.11,496.98,464.15,77044.19,24,11800.0,54.2
2024Q3,222.88,367.67,396.0,50520.85,24,12094.93,54.2
2024Q3,177.87,350.59,417.82,46000.65,26,12058.7,46.2
2024Q3,206.63,359.2,450.74,87168.46,23,8935.0,60.9
2024Q3,456.96,610.11,443.82,69152.94,16,10262.01,75.0
2024Q3,155.14,298.68,430.53,55106.23,26,10470.0,46.2
2024Q3,212.18,343.02,455.75,72419.42,23,9385.0,56.5
2024Q3,339.68,447.24,474.41,51822.24,16,14535.0,62.5
2024Q3,189.19,435.31,447.13,83975.42,24,12420.0,58.3
2024Q3,204.8,361.51,488.78,60717.03,22,12775.0,50.0
2024Q3,228.02,393.84,461.88,71783.52,23,10472.42,56.5
2024Q3,184.0,310.1,436.53,81417.99,24,12189.43,58.3
2024Q3,167.95,345.7,424.21,51006.58,26,10855.0,46.2
2024Q3,215.32,358.45,404.92,54254.49,24,10916.58,54.2
2024Q3,200.59,437.54,471.91,56759.92,22,12600.0,50.0
2024Q3,238.81,401.1,204.52,20736.55,34,12074.38,61.8
2024Q3,190.31,372.06,450.5,84860.52,24,12420.0,58.3
2024Q3,176.47,396.07,446.76,66502.57,26,11010.0,50.0
2024Q3,190.92,379.09,434.56,67590.41,24,12468.81,54.2
2024Q3,182.33,396.61,273.36,24174.16,32,19037.86,50.0
2024Q3,190.53,373.76,459.45,74131.14,24,12420.0,54.2
2024Q3,170.0,540.51,479.37,43278.49,24,15707.65,41.7
2024Q3,199.02,404.0,416.47,61547.57,24,12850.57,54.2
2024Q3,210.5,622.41,448.47,84741.85,23,9860.0,60.9
2024Q3,220.02,637.42,464.53,72748.33,23,10144.36,56.5
2024Q3,209.84,716.28,444.9,83902.05,23,9860.0,60.9
2024Q3,226.62,788.66,501.11,61424.52,21,10195.0,52.4
2024Q3,203.07,639.69,431.13,65503.15,24,12802.45,54.2
2024Q3,213.2,347.0,459.46,72765.74,23,9940.0,56.5
2024Q3,192.8,455.47,475.69,59156.52,22,12420.0,50.0
2024Q3,218.63,619.13,447.98,82858.16,23,10395.49,60.9
2024Q3,207.25,317.84,424.92,66784.72,23,9486.56,56.5
2024Q3,179.73,638.85,454.85,87333.76,24,11800.0,58.3
2024Q3,175.08,331.83,489.52,44723.35,24,15579.67,41.7
2024Q3,99.16,271.61,469.39,66410.39,27,9605.0,40.7
2024Q3,160.15,304.11,436.98,68349.36,26,10825.0,50.0
2024Q3,147.28,615.93,457.31,63479.03,26,14823.83,46.2
2024Q3,182.42,435.41,481.1,61223.04,22,12145.0,50.0
2024Q3,186.74,716.9,462.93,75127.54,24,12420.0,54.2
2024Q3,172.66,774.39,410.76,45496.44,26,11029.88,46.2
2024Q3,195.96,430.9,437.92,79868.17,24,12485.0,58.3
2024Q3,181.7,335.71,452.97,86070.21,24,12130.0,58.3
2024Q3,179.33,299.11,474.27,40304.88,24,16964.51,41.7
2024Q3,169.67,318.21,456.94,57175.22,26,16156.23,46.2
2024Q3,40.37,194.57,424.31,42066.56,43,14830.0,20.9
2024Q3,184.58,767.25,438.25,81901.36,24,12180.0,58.3
2024Q3,162.45,291.03,468.91,63272.27,26,15451.89,46.2
2024Q3,199.08,335.43,486.3,60202.05,22,12475.0,50.0
2024Q3,234.56,402.95,453.14,82560.14,23,10415.0,60.9
2024Q3,179.44,337.42,440.89,63645.97,26,11800.0,50.0
2024Q3,201.34,302.04,503.46,63645.27,22,12670.0,50.0
2024Q3,190.01,473.17,382.81,46421.71,26,13328.71,50.0
2024Q3,227.53,454.73,465.39,72270.68,23,10827.26,56.5
2024Q3,174.11,318.64,427.17,49296.18,26,11010.0,46.2
2024Q3,152.68,399.24,450.84,72533.12,26,10675.0,50.0
2024Q3,266.39,435.84,589.51,45211.76,17,16345.0,47.1
2024Q3,216.4,425.52,476.54,56869.63,21,9940.0,52.4
2024Q3,195.7,385.95,443.92,81547.44,24,12485.0,58.3
2024Q3,206.78,386.98,463.92,76123.69,23,8935.0,56.5
2024Q3,185.72,408.87,513.62,67820.83,22,12420.0,50.0
2024Q3,200.38,320.3,491.29,61149.84,22,12600.0,50.0
2024Q3,166.01,626.02,432.51,53918.5,26,10830.0,46.2
2024Q3,180.96,341.77,413.37,63260.61,24,12237.65,54.2
2024Q3,190.96,329.25,455.65,73263.71,24,12420.0,54.2
2024Q3,217.52,410.31,472.07,55905.3,21,9993.61,52.4
2024Q3,209.2,419.77,442.98,83945.56,23,9280.0,60.9
2024Q3,174.19,251.14,457.37,56573.98,26,16152.58,46.2
2024Q3,224.75,378.67,418.37,60940.21,23,11652.68,56.5
2024Q3,199.03,437.61,400.38,53457.74,25,13032.48,52.0
2024Q3,394.0,565.67,479.46,47971.28,16,15985.0,62.5
2024Q3,187.3,317.86,434.32,67617.61,24,12473.65,54.2
2024Q3,293.13,489.52,450.48,74379.18,20,12645.0,65.0
2024Q3,206.02,424.97,465.06,76420.03,23,8935.0,56.5
2024Q3,193.05,258.19,443.32,82635.1,24,12420.0,58.3
2024Q3,240.74,419.77,426.06,59124.88,23,12268.86,56.5
2024Q3,214.1,482.17,458.62,71792.2,23,10262.52,56.5
2024Q3,179.83,342.72,485.33,63263.14,22,11800.0,50.0
2024Q3,162.53,598.14,467.46,62746.14,26,15480.74,46.2
2024Q3,199.59,344.78,447.3,82590.19,24,12475.0,58.3
2024Q3,222.03,707.01,435.55,66072.99,23,10644.0,56.5
2024Q3,187.16,394.58,457.16,73627.5,24,12420.0,54.2
2024Q3,371.35,897.33,472.8,48235.18,16,15540.0,62.5
2024Q3,210.67,435.89,422.3,64473.38,23,10118.97,56.5
2024Q3,176.46,270.96,493.58,45496.37,24,15538.36,41.7
2024Q3,191.71,380.84,445.07,83339.3,24,12420.0,58.3
2024Q3,205.13,356.28,457.77,72129.12,24,12775.0,54.2
2024Q3,232.82,344.95,433.41,64036.15,23,10751.83,56.5
2024Q3,198.08,367.0,477.03,58286.51,22,12475.0,50.0
2024Q3,171.69,375.58,448.08,67416.79,26,11010.0,50.0
2024Q3,186.23,365.58,467.15,76223.66,24,12420.0,54.2
2024Q3,352.29,662.3,436.9,85411.84,19,7860.0,73.7
2024Q3,407.33,727.46,417.74,66962.35,18,16675.0,72.2
2024Q3,419.57,727.53,435.78,70607.52,18,17080.0,72.2
2024Q3,439.17,716.44,658.84,11869.04,11,27450.0,45.5
2024Q3,345.61,481.77,403.19,54914.46,20,14355.0,65.0
2024Q3,376.35,709.09,427.12,64637.31,19,15415.0,68.4
2024Q3,352.96,517.3,454.32,64437.0,18,15540.0,66.7
2024Q3,250.79,602.05,439.67,67205.22,22,12181.52,59.1
2024Q3,219.45,346.67,73.28,19959.78,51,11303.82,82.4
2024Q3,391.09,685.58,466.81,64078.44,18,15860.0,66.7
2024Q3,207.35,358.45,479.27,60974.72,21,8935.0,52.4
2024Q3,421.45,719.62,449.86,64861.67,17,17550.0,70.6
2024Q3,222.48,409.8,413.93,60487.05,23,11041.38,56.5
2024Q3,332.12,509.88,355.42,17224.99,22,20230.0,54.5
2024Q3,166.79,475.28,499.48,48965.99,24,14770.4,41.7
2024Q3,181.53,339.11,461.39,75230.16,24,12130.0,54.2
2024Q3,212.62,404.1,436.49,81041.69,23,9870.24,60.9
2024Q3,362.37,504.59,486.43,51861.96,16,15540.0,62.5
2024Q3,196.33,366.06,447.61,82581.57,24,12485.0,58.3
2024Q3,230.73,428.76,467.55,72518.47,23,10148.96,56.5
2024Q3,456.28,584.89,432.34,65692.32,18,18645.0,72.2
2024Q3,197.65,350.64,392.02,51274.14,25,13209.68,52.0
2024Q3,313.86,657.23,458.23,54970.35,18,14740.85,61.1
2024Q3,204.05,458.17,422.44,63105.04,24,12941.15,54.2
2024Q4,187.55,769.39,526.83,-11950.33,14,18416.88,21.4
2024Q4,284.82,380.3,137.45,2165.92,29,21094.77,69.0
2024Q4,50.21,580.31,438.35,-10418.78,34,23462.93,8.8
2024Q4,332.3,344.9,687.66,-34136.78,11,34169.07,18.2
2024Q4,386.28,516.23,154.91,-32022.44,22,35741.91,59.1
2024Q4,104.6,290.79,386.74,-8216.47,25,22015.59,20.0
2024Q4,212.46,390.7,445.61,-22521.0,17,36050.5,23.5
2024Q4,85.54,264.33,279.66,-2174.3,32,16505.36,25.0
2024Q4,222.93,703.46,166.98,-15036.16,29,33416.64,51.7
2024Q4,248.18,610.74,63.4,-2654.71,38,21628.93,78.9
2024Q4,438.86,442.53,37.1,4613.96,45,22841.51,93.3
2024Q4,429.61,439.02,58.18,-4340.71,39,36920.52,87.2
2024Q4,331.9,410.21,246.42,-27381.2,16,20701.2,43.8
2024Q4,457.5,759.45,38.24,4079.67,45,24216.23,93.3
2024Q4,448.11,751.65,263.54,-55825.92,14,51996.74,35.7
2024Q4,390.91,698.31,37.29,7668.48,45,19926.01,93.3
2024Q4,381.95,777.21,133.76,-28207.33,25,33798.16,64.0
2024Q4,384.91,636.01,621.35,-46565.97,11,38840.97,18.2
2024Q4,329.3,746.82,205.84,14286.77,22,21629.65,68.2
2024Q4,308.37,706.79,220.56,-4541.32,21,19770.0,57.1
2024Q4,269.94,743.98,302.85,-41452.45,20,41944.54,30.0
2024Q4,409.1,654.74,107.7,-10688.82,29,30074.08,75.9
2024Q4,347.65,705.26,199.29,10082.64,22,23732.47,68.2
2024Q4,347.43,781.86,348.86,-50928.46,13,43948.46,23.1
2024Q4,366.52,697.52,206.12,-18500.02,21,32122.51,57.1
2024Q4,311.02,563.58,186.81,11543.3,22,20616.34,68.2
2024Q4,174.11,413.3,340.31,-28643.51,22,34761.1,22.7
2024Q4,295.89,736.86,193.17,18809.44,23,18989.79,69.6
2024Q4,292.37,831.79,305.75,-18060.4,17,30070.0,41.2
2024Q4,166.74,724.66,539.67,-7479.55,14,14715.0,21.4
2024Q4,254.34,846.94,188.26,-6717.93,27,30904.59,55.6
2024Q4,313.54,770.39,236.51,-36184.19,16,29849.19,37.5
2024Q4,357.62,765.16,123.2,2183.21,29,21530.94,75.9
2024Q4,295.71,662.0,187.08,16880.47,23,19335.22,69.6
2024Q4,280.8,794.12,95.37,4857.98,35,23556.0,77.1
2024Q4,306.91,670.31,165.9,5713.93,22,21416.21,68.2
2024Q4,223.91,726.36,392.15,-31697.92,17,42783.96,23.5
2024Q4,326.16,762.11,425.74,-41420.78,13,34895.78,23.1
2024Q4,272.97,552.04,310.69,-48563.76,15,49302.51,20.0
2024Q4,205.93,415.07,91.39,-10803.63,38,26125.02,65.8
2024Q4,296.91,434.14,155.52,9695.19,24,18313.78,70.8
2024Q4,343.06,699.75,182.18,5404.22,22,24304.16,68.2
2024Q4,254.14,585.14,207.21,-14749.83,26,29767.27,50.0
2024Q4,318.94,744.67,245.15,-36262.29,16,29707.29,37.5
2024Q4,409.64,787.8,147.39,-31343.72,24,39008.99,62.5
2024Q4,362.07,821.96,282.64,-41333.34,16,33933.34,37.5
2024Q4,329.6,611.0,193.38,10549.02,22,22377.2,68.2
2024Q4,236.49,509.04,271.95,-42770.4,21,43244.5,28.6
2024Q4,288.44,622.21,79.75,-4712.44,35,25919.43,77.1
2024Q4,147.19,356.6,229.44,-19626.48,31,32363.44,32.3
2024Q4,262.87,323.72,128.72,-15052.31,35,27678.4,62.9
2024Q4,339.72,620.93,184.76,6433.71,22,23979.26,68.2
2024Q4,41.44,425.89,201.73,7706.86,43,17715.0,23.3
2024Q4,328.48,683.33,250.69,-25693.9,16,19905.0,43.8
2024Q4,368.79,681.79,164.17,-29044.48,21,35114.87,57.1
2024Q4,296.78,714.7,222.02,1925.31,22,19215.0,59.1
2024Q4,401.99,556.07,123.23,-11040.17,30,33221.01,73.3
2024Q4,341.28,830.52,65.31,-3557.49,35,26728.27,82.9
2024Q4,309.39,522.74,520.15,-49158.9,13,42893.9,15.4
2024Q4,372.85,820.22,701.9,-4440.95,9,23640.0,33.3
2024Q4,426.82,694.78,327.53,-67088.19,13,65093.79,23.1
2024Q4,299.17,419.48,159.3,7996.98,23,20996.82,69.6
2024Q4,283.62,319.81,143.42,10682.75,28,17345.0,71.4
2024Q4,278.26,321.06,201.24,3415.66,25,33405.87,60.0
2024Q4,238.07,618.96,110.41,-5413.11,37,25287.59,67.6
2024Q4,352.03,760.37,140.4,-14072.8,24,24843.2,66.7
2024Q4,328.47,672.89,177.6,6269.43,22,23159.11,68.2
2024Q4,318.66,420.31,258.07,-34711.74,16,29027.25,37.5
2024Q4,259.57,570.26,279.88,-47594.46,21,47887.05,28.6
2024Q4,286.5,682.82,220.32,-1596.9,23,23665.0,56.5
2024Q4,272.45,501.52,204.27,5271.11,25,32803.78,60.0
2024Q4,304.32,358.35,144.87,1874.83,26,19580.04,69.2
2024Q4,293.7,317.75,161.72,2999.83,24,26786.91,66.7
2024Q4,316.08,469.55,99.97,8683.49,34,20348.67,79.4
2024Q4,329.98,419.46,176.98,5628.35,22,23361.33,68.2
2024Q4,350.63,522.31,188.83,-9243.72,21,24320.09,61.9
2024Q4,78.08,451.69,116.98,-2666.54,43,16895.36,41.9
2024Q4,245.46,532.87,234.29,-49285.28,21,49006.06,28.6
2024Q4,382.29,504.79,77.87,-16521.29,32,32094.77,78.1
2024Q4,281.9,543.15,148.09,10288.84,27,22662.88,70.4
2024Q4,224.82,482.86,133.46,-11880.35,34,26169.61,58.8
2024Q4,285.68,524.77,217.47,-2128.41,23,23455.0,56.5
2024Q4,307.37,630.32,154.65,5342.92,23,19088.02,69.6
2024Q4,337.58,628.26,190.91,9217.71,22,22925.46,68.2
2024Q4,268.77,458.92,173.4,-13860.03,27,33526.01,55.6
2024Q4,324.06,793.22,49.59,5049.13,43,24705.45,88.4
2024Q4,295.62,732.22,150.94,14301.82,26,18554.88,73.1
2024Q4,277.02,715.52,646.95,-14157.13,9,22990.0,22.2
2024Q4,263.13,746.84,241.12,-52950.42,21,52467.85,28.6
2024Q4,357.86,701.76,88.56,-7745.57,32,25687.94,78.1
2024Q4,311.93,731.51,210.73,3370.27,21,19371.09,61.9
2024Q4,296.65,700.35,147.37,12927.09,26,18860.09,73.1
2024Q4,301.49,702.69,144.75,2185.35,26,19374.92,69.2
2024Q4,293.73,660.33,194.24,13342.26,24,24835.51,66.7
2024Q4,289.54,739.77,116.22,9556.15,33,22318.32,75.8
2024Q4,254.94,778.71,167.65,-13060.19,27,32156.04,55.6
2024Q4,283.39,714.53,137.03,2135.2,29,21137.45,69.0
2024Q4,318.79,684.67,185.87,9977.44,22,21607.51,68.2
2024Q4,296.63,684.89,195.32,19498.09,23,18860.67,69.6
2024Q4,297.71,685.16,260.92,-25381.64,17,26253.32,41.2
2024Q4,336.05,747.51,193.2,9904.2,22,22788.16,68.2
2024Q4,267.82,736.24,156.05,-15948.61,28,31590.9,57.1
2024Q4,278.97,539.43,227.73,2194.67,23,22495.0,56.5
2024Q4,308.77,609.3,173.17,7825.93,22,21049.81,68.2
2024Q4,292.93,791.26,211.91,-6054.14,23,24335.0,56.5
2024Q4,322.47,668.56,296.17,-23699.83,15,27026.64,40.0
2024Q4,247.94,694.08,101.63,-12596.28,36,30890.17,66.7
2024Q4,303.86,673.14,122.66,14620.01,31,16631.25,77.4
2024Q4,301.42,689.75,458.24,-50040.6,13,43975.6,15.4
2024Q4,332.67,705.62,125.82,-1657.32,29,19032.09,72.4
