anchor,sl_soft,sl_hard,tp,pnl,n,dd,win
2025Q1,174.95,453.59,501.74,44392.26,25,10930.0,40.0
2025Q1,163.26,453.99,471.59,72002.53,27,11065.0,48.1
2025Q1,164.16,459.68,472.68,72375.79,27,11065.0,48.1
2025Q1,154.03,454.99,455.0,57429.43,27,17045.0,44.4
2025Q1,164.78,503.43,470.04,71690.24,27,11065.0,48.1
2025Q1,167.56,506.84,470.0,70470.95,27,11065.0,48.1
2025Q1,166.83,486.72,449.33,52229.44,27,11065.0,44.4
2025Q1,136.91,512.13,476.42,55896.18,31,23288.14,38.7
2025Q1,165.69,503.58,465.49,70508.04,27,11065.0,48.1
2025Q1,150.3,490.75,432.37,41677.38,27,16685.0,40.7
2025Q1,163.46,529.38,463.15,69809.74,27,11065.0,48.1
2025Q1,163.94,523.09,458.7,68651.1,27,11065.0,48.1
2025Q1,158.42,531.19,464.21,71878.65,27,10650.0,48.1
2025Q1,143.18,509.71,484.8,62908.18,29,16085.0,41.4
2025Q1,155.54,539.06,445.33,42192.63,27,17045.0,40.7
2025Q1,170.81,511.71,467.48,69823.88,27,10875.0,48.1
2025Q1,170.48,515.76,495.59,66787.58,26,11065.0,46.2
2025Q1,173.6,563.62,471.11,70304.28,27,10930.0,48.1
2025Q1,175.93,552.74,474.46,70669.57,27,11050.0,48.1
2025Q1,176.46,575.15,480.75,62594.66,26,11050.0,46.2
2025Q1,186.91,608.05,506.18,41830.65,25,11725.0,40.0
2025Q1,170.34,556.08,471.7,70487.7,27,11065.0,48.1
2025Q1,174.03,561.64,472.97,70743.27,27,10930.0,48.1
2025Q1,177.04,562.97,486.06,63875.56,26,11050.0,46.2
2025Q1,172.17,585.75,474.96,71713.95,27,10930.0,48.1
2025Q1,180.6,584.01,477.74,60987.6,26,11505.0,46.2
2025Q1,199.04,590.72,500.14,32753.85,24,16004.42,41.7
2025Q1,152.57,558.83,490.11,56914.52,26,17045.0,42.3
2025Q1,159.76,571.79,440.15,52851.4,27,10650.0,44.4
2025Q1,170.32,548.05,477.22,62377.44,26,11065.0,46.2
2025Q1,186.87,582.16,470.12,66896.24,27,11725.0,48.1
2025Q1,172.27,602.1,452.29,65645.46,27,10930.0,48.1
2025Q1,170.65,522.22,469.2,70273.23,27,10875.0,48.1
2025Q1,157.98,531.24,489.58,68683.12,26,10650.0,46.2
2025Q1,178.38,536.56,470.9,68874.94,27,11505.0,48.1
2025Q1,147.22,521.76,451.69,56605.23,28,16450.0,42.9
2025Q1,165.23,516.86,477.74,64137.52,26,11065.0,46.2
2025Q1,180.9,567.46,459.44,65744.5,27,11545.0,48.1
2025Q1,167.02,588.26,496.78,67522.42,26,11065.0,46.2
2025Q1,192.17,557.57,438.94,47169.45,26,12285.0,46.2
2025Q1,154.38,503.9,486.87,55341.72,26,17045.0,42.3
2025Q1,170.76,514.46,469.06,70234.39,27,10875.0,48.1
2025Q1,174.04,511.58,467.95,69436.7,27,10930.0,48.1
2025Q1,161.64,547.81,451.94,67629.65,27,11065.0,48.1
2025Q1,171.8,500.38,474.99,71777.67,27,10875.0,48.1
2025Q1,180.96,510.75,479.69,61414.56,26,11545.0,46.2
2025Q1,187.87,544.43,511.94,42413.15,25,11860.0,40.0
2025Q1,172.19,518.5,494.73,66959.65,26,10930.0,46.2
2025Q1,151.71,474.7,471.64,62282.88,27,17045.0,44.4
2025Q1,171.03,544.57,267.89,48125.39,31,13142.2,58.1
2025Q1,159.78,495.09,482.47,66911.77,26,10650.0,46.2
2025Q1,165.92,565.82,461.32,69168.68,27,11065.0,48.1
2025Q1,176.27,489.53,464.56,68001.47,27,11050.0,48.1
2025Q1,161.2,527.03,449.95,54208.2,27,11065.0,44.4
2025Q1,182.58,526.31,471.18,68067.21,27,11780.0,48.1
2025Q1,437.58,850.58,483.45,71301.45,19,17820.0,68.4
2025Q1,419.71,842.35,487.25,74906.27,19,17390.0,68.4
2025Q1,392.21,839.5,500.03,68337.49,20,21305.0,65.0
2025Q1,408.6,823.05,484.98,62075.12,20,21495.0,65.0
2025Q1,427.27,856.64,506.12,78907.43,19,17645.0,68.4
2025Q1,422.79,866.53,514.06,22630.36,17,17390.0,52.9
2025Q1,436.21,870.97,489.24,72907.63,19,17720.0,68.4
2025Q1,437.12,864.92,497.77,75025.69,19,17820.0,68.4
2025Q1,439.02,902.66,529.6,23327.13,17,17760.0,52.9
2025Q1,438.51,875.25,492.1,73552.15,19,17820.0,68.4
2025Q1,446.05,874.59,510.68,27608.05,16,9480.0,56.2
2025Q1,428.02,862.6,497.72,76018.42,19,17645.0,68.4
2025Q1,432.34,888.02,499.72,76062.09,19,17645.0,68.4
2025Q1,435.18,889.06,518.62,21931.04,17,17660.0,52.9
2025Q1,429.06,862.6,525.49,23953.52,17,17645.0,52.9
2025Q1,455.93,929.78,498.09,83088.06,18,9480.0,72.2
2025Q1,453.17,916.91,502.19,84153.77,18,9480.0,72.2
2025Q1,452.93,926.4,501.24,83907.43,18,9480.0,72.2
2025Q1,454.5,929.14,506.27,85216.32,18,9480.0,72.2
2025Q1,455.36,936.79,539.72,10370.11,14,18675.0,50.0
2025Q1,458.7,932.3,507.07,84912.7,18,9545.0,72.2
2025Q1,458.36,957.19,509.96,26062.64,16,9545.0,56.2
2025Q1,440.67,913.76,522.32,21373.47,17,17760.0,52.9
2025Q1,446.82,904.99,507.2,85892.33,18,9480.0,72.2
2025Q1,448.08,908.11,539.66,10782.29,14,18745.0,50.0
2025Q1,431.33,900.26,501.12,76426.86,19,17645.0,68.4
2025Q1,431.17,905.06,503.77,77116.4,19,17645.0,68.4
2025Q1,425.96,895.87,504.39,78612.15,19,17625.0,68.4
2025Q1,415.87,889.29,508.94,22564.63,17,17390.0,52.9
2025Q1,433.58,922.36,529.08,23818.96,17,17630.0,52.9
2025Q1,451.73,912.65,553.31,12462.82,14,18745.0,50.0
2025Q1,425.85,870.72,505.68,78947.46,19,17625.0,68.4
2025Q1,420.95,866.32,503.42,78449.05,19,17390.0,68.4
2025Q1,425.86,873.68,505.42,78879.95,19,17625.0,68.4
2025Q1,423.15,872.94,512.17,22290.08,17,17390.0,52.9
2025Q1,426.82,868.3,526.25,24615.56,17,17625.0,52.9
2025Q1,414.26,884.57,505.08,79591.2,19,17390.0,68.4
2025Q1,415.54,884.87,503.81,79126.58,19,17390.0,68.4
2025Q1,414.02,889.0,503.82,79262.74,19,17390.0,68.4
2025Q1,413.37,884.88,504.36,79402.7,19,17390.0,68.4
2025Q1,411.14,908.57,516.56,24130.54,17,17415.0,52.9
2025Q1,392.37,864.61,503.92,69393.9,20,21305.0,65.0
2025Q1,417.07,881.36,540.69,28204.79,17,17390.0,52.9
2025Q1,402.75,885.92,521.89,14549.87,18,21400.0,50.0
2025Q1,444.35,898.72,508.29,18361.85,17,17925.0,52.9
2025Q1,430.0,940.25,502.17,77175.12,19,17645.0,68.4
2025Q1,429.22,903.22,501.52,77004.97,19,17645.0,68.4
2025Q1,426.92,900.16,501.9,77829.52,19,17625.0,68.4
2025Q1,427.97,936.21,568.51,41041.31,16,17645.0,56.2
2025Q1,400.67,878.88,531.67,16675.21,18,21400.0,50.0
2025Q1,419.1,911.05,505.87,79747.49,19,17390.0,68.4
2025Q1,418.07,910.18,520.2,24676.34,17,17390.0,52.9
2025Q1,428.4,892.41,504.59,77802.11,19,17645.0,68.4
2025Q1,451.06,962.6,504.1,84725.67,18,9480.0,72.2
2025Q1,458.74,980.91,506.99,84891.23,18,9545.0,72.2
2025Q1,456.96,968.95,539.25,9935.2,14,18675.0,50.0
2025Q1,447.0,971.4,510.38,27228.22,16,9480.0,56.2
2025Q1,450.2,931.71,516.06,28090.44,16,9480.0,56.2
2025Q1,430.85,896.86,527.07,23567.65,17,17645.0,52.9
2025Q1,458.52,951.69,501.78,83538.8,18,9545.0,72.2
2025Q1,457.72,949.77,507.83,25749.0,16,9490.0,56.2
2025Q1,445.57,947.98,550.48,3622.2,15,23725.8,46.7
2025Q1,410.15,949.1,526.41,26798.88,17,16765.0,52.9
2025Q1,450.34,922.62,504.29,85006.02,18,9480.0,72.2
2025Q1,450.14,965.23,517.21,28297.24,16,9480.0,56.2
2025Q1,443.55,927.12,535.16,1452.46,15,24353.58,46.7
2025Q1,458.08,930.94,504.71,84313.78,18,9545.0,72.2
2025Q1,457.68,952.46,517.63,27512.57,16,9490.0,56.2
2025Q1,458.9,921.22,506.14,84676.06,18,9545.0,72.2
2025Q1,372.58,829.43,529.63,23385.3,20,20810.0,50.0
2025Q1,457.64,906.23,511.41,26394.63,16,9490.0,56.2
2025Q1,401.21,927.08,502.27,67905.97,20,21400.0,65.0
2025Q1,446.74,911.88,513.56,27885.87,16,9480.0,56.2
2025Q1,450.85,957.26,524.52,29383.42,16,9480.0,56.2
2025Q1,418.36,906.02,544.77,28938.17,17,17390.0,52.9
2025Q1,441.45,922.43,502.01,76286.86,19,17845.0,68.4
2025Q1,451.06,916.07,497.0,82881.22,18,9480.0,72.2
2025Q1,458.14,922.05,518.62,27636.53,16,9545.0,56.2
2025Q1,459.0,914.7,495.5,81909.24,18,9545.0,72.2
2025Q1,458.86,905.12,495.05,81793.22,18,9545.0,72.2
2025Q1,451.2,899.56,493.43,81951.8,18,9480.0,72.2
2025Q1,448.81,899.96,532.03,30966.07,16,9480.0,56.2
2025Q1,458.46,915.21,490.5,80604.25,18,9545.0,72.2
2025Q1,457.64,911.83,559.72,12800.83,14,18675.0,50.0
2025Q1,450.58,894.67,494.9,82332.99,18,9480.0,72.2
2025Q1,449.92,936.98,492.77,82009.34,18,9480.0,72.2
2025Q1,450.17,940.24,491.2,81600.81,18,9480.0,72.2
2025Q1,450.58,943.5,488.16,80580.36,18,9480.0,72.2
2025Q1,450.51,935.89,491.99,81576.32,18,9480.0,72.2
2025Q1,450.6,937.69,491.69,81499.83,18,9480.0,72.2
2025Q1,458.97,956.8,490.13,80513.38,18,9545.0,72.2
2025Q1,450.11,949.45,488.86,80994.29,18,9480.0,72.2
2025Q1,450.08,954.13,488.63,80934.44,18,9480.0,72.2
2025Q1,449.09,964.03,492.13,81843.07,18,9480.0,72.2
2025Q1,446.1,965.09,487.98,81135.11,18,9480.0,72.2
2025Q1,441.42,974.83,491.21,73480.29,19,17845.0,68.4
2025Q1,448.56,1001.37,489.54,81300.54,18,9480.0,72.2
2025Q1,443.73,988.08,491.62,73275.56,19,17925.0,68.4
2025Q1,451.2,977.13,490.61,81218.31,18,9480.0,72.2
2025Q1,441.2,961.3,522.06,21241.63,17,17845.0,52.9
2025Q1,449.81,1013.73,489.62,81192.15,18,9480.0,72.2
2025Q1,451.36,1007.15,492.11,81608.91,18,9480.0,72.2
2025Q1,453.04,1014.92,519.23,28296.47,16,9480.0,56.2
2025Q1,458.73,1038.13,492.49,81121.49,18,9545.0,72.2
2025Q1,440.88,972.0,521.93,21302.72,17,17760.0,52.9
2025Q1,458.87,1048.76,490.74,80672.24,18,9545.0,72.2
2025Q1,442.82,998.95,44.98,27756.11,42,9125.0,97.6
2025Q1,450.2,1000.73,535.0,10130.01,14,18745.0,50.0
2025Q1,439.52,926.12,494.29,74365.9,19,17760.0,68.4
2025Q1,449.67,959.96,517.82,28407.55,16,9480.0,56.2
2025Q1,458.79,994.77,516.44,27234.22,16,9545.0,56.2
2025Q1,449.05,931.52,610.46,-25198.26,12,34120.82,33.3
2025Q1,439.6,923.18,492.05,73782.18,19,17760.0,68.4
2025Q1,449.0,965.46,484.52,79865.6,18,9480.0,72.2
2025Q1,439.1,941.89,516.27,20928.73,17,17760.0,52.9
2025Q1,451.3,997.15,496.85,82839.75,18,9480.0,72.2
2025Q1,458.36,1001.75,532.22,30069.57,16,9545.0,56.2
2025Q1,442.97,927.9,495.39,74485.57,19,17925.0,68.4
2025Q1,451.66,910.98,510.44,26849.18,16,9480.0,56.2
2025Q1,437.89,1007.67,519.7,21571.73,17,17820.0,52.9
2025Q1,450.76,943.62,667.31,-2860.03,10,27585.0,40.0
2025Q1,443.95,921.04,494.83,74110.26,19,17925.0,68.4
2025Q1,458.38,1009.77,335.86,24260.67,18,20296.44,66.7
2025Q1,436.47,896.09,549.5,5405.63,15,22879.82,46.7
2025Q1,458.82,963.89,483.39,78761.49,18,9545.0,72.2
2025Q1,446.77,925.13,529.51,30672.02,16,9480.0,56.2
2025Q1,450.84,894.69,512.22,27170.14,16,9480.0,56.2
2025Q1,443.38,907.52,498.96,75185.28,19,17925.0,68.4
2025Q1,451.9,555.41,512.77,27208.82,16,9480.0,56.2
2025Q1,458.82,951.38,227.05,43900.87,25,14616.87,80.0
2025Q1,436.71,973.7,484.07,71462.41,19,17820.0,68.4
2025Q1,445.4,962.94,543.08,2585.66,15,24021.95,46.7
2025Q1,436.47,915.09,497.97,75177.25,19,17720.0,68.4
2025Q1,450.99,904.84,640.12,-14150.38,11,27585.0,36.4
2025Q1,452.18,949.22,500.23,83719.81,18,9480.0,72.2
2025Q1,458.43,958.6,530.9,29832.51,16,9545.0,56.2
2025Q1,443.28,931.36,514.96,19632.74,17,17925.0,52.9
2025Q1,452.33,920.3,499.59,83553.58,18,9480.0,72.2
2025Q1,441.03,885.38,510.54,19166.83,17,17845.0,52.9
2025Q1,458.39,921.85,502.38,83692.87,18,9545.0,72.2
2025Q1,458.46,919.68,526.71,29078.16,16,9545.0,56.2
2025Q1,437.54,903.67,578.4,9311.51,15,21823.86,46.7
2025Q1,458.68,901.33,504.2,84167.59,18,9545.0,72.2
2025Q1,457.86,896.1,541.62,10267.47,14,18675.0,50.0
2025Q1,444.87,895.13,508.66,18438.58,17,17925.0,52.9
2025Q1,458.52,897.14,129.26,15379.14,29,23398.45,82.8
2025Q1,451.32,921.05,522.05,28939.7,16,9480.0,56.2
2025Q1,435.15,893.35,501.65,76548.57,19,17660.0,68.4
2025Q1,458.75,910.93,513.31,26671.3,16,9545.0,56.2
2025Q1,442.93,914.11,305.94,55916.62,24,12486.3,75.0
2025Q1,450.94,888.86,526.39,29720.34,16,9480.0,56.2
2025Q1,444.44,919.51,480.61,70412.63,19,17925.0,68.4
2025Q1,435.36,890.08,503.75,77094.7,19,17660.0,68.4
2025Q1,451.98,964.36,500.06,83676.11,18,9480.0,72.2
2025Q1,458.25,966.81,538.24,9644.12,14,18675.0,50.0
2025Q1,312.72,830.19,514.02,43455.12,21,27309.53,52.4
2025Q1,444.4,945.66,500.5,75584.58,19,17925.0,68.4
2025Q1,458.91,987.46,691.06,12880.87,11,32778.83,45.5
2025Q1,449.86,914.45,523.94,29509.17,16,9480.0,56.2
2025Q1,436.26,911.81,480.28,70578.76,19,17720.0,68.4
2025Q1,445.44,867.28,558.52,4748.02,15,23404.14,46.7
2025Q1,450.97,890.29,501.74,84111.4,18,9480.0,72.2
2025Q1,350.47,812.47,508.78,32101.83,21,32114.38,52.4
2025Q1,297.07,808.04,531.65,16046.32,21,25232.08,42.9
2025Q1,438.7,871.2,515.88,20884.14,17,17820.0,52.9
2025Q2,187.55,769.39,526.83,7137.79,16,11645.0,31.2
2025Q2,284.82,380.3,137.45,45199.24,32,8880.95,84.4
2025Q2,50.21,580.31,438.35,-12335.85,28,18870.0,7.1
2025Q2,332.3,344.9,687.66,14148.65,10,13623.02,40.0
2025Q2,386.28,516.23,154.91,29706.84,31,12926.73,80.6
2025Q2,104.6,290.79,386.74,7932.95,27,16845.0,25.9
2025Q2,212.46,390.7,445.61,-11398.74,17,17830.0,29.4
2025Q2,85.54,264.33,279.66,21460.33,31,12890.0,35.5
2025Q2,222.93,703.46,166.98,41190.15,32,9750.0,75.0
2025Q2,248.18,610.74,63.4,11205.34,41,10952.91,85.4
2025Q2,438.86,442.53,37.1,9754.33,39,8850.57,94.9
2025Q2,286.14,685.08,232.06,28903.19,27,15792.42,66.7
2025Q2,157.12,639.65,208.57,25884.5,30,9680.0,56.7
2025Q2,304.37,578.94,127.42,29327.01,33,9766.59,81.8
2025Q2,360.67,791.29,310.03,13723.27,20,21970.0,60.0
2025Q2,257.18,527.89,137.53,39300.5,32,7664.4,81.2
2025Q2,154.91,243.1,335.8,8691.81,27,16135.0,37.0
2025Q2,417.13,1025.21,217.05,13172.28,24,22373.98,70.8
2025Q2,224.92,545.92,89.68,15639.52,39,10744.4,79.5
2025Q2,304.84,804.28,660.2,25209.57,11,12665.0,45.5
2025Q2,179.01,421.48,183.88,29029.23,33,7675.0,63.6
2025Q2,257.01,561.23,107.7,18975.76,34,8261.08,79.4
2025Q2,273.89,360.54,263.86,47860.4,26,12965.8,69.2
2025Q2,338.4,429.65,253.91,23994.63,24,17434.64,66.7
2025Q2,285.19,338.65,366.24,11861.12,18,23525.0,50.0
2025Q2,217.38,346.62,276.48,25765.33,25,13375.0,56.0
2025Q2,139.29,354.42,186.45,32734.11,34,5845.0,58.8
2025Q2,368.8,424.35,168.36,38929.96,31,11817.8,80.6
2025Q2,281.22,717.93,33.89,22754.57,43,5710.0,97.7
2025Q2,317.2,457.44,539.67,6783.34,14,19330.0,42.9
2025Q2,204.93,759.2,289.24,32331.88,25,12675.0,56.0
2025Q2,265.46,630.65,124.56,25365.14,33,8213.84,78.8
2025Q2,243.3,493.4,153.84,33155.89,32,9855.0,75.0
2025Q2,196.88,255.85,98.13,18550.06,38,6722.03,76.3
2025Q2,341.78,441.39,233.93,16884.21,24,18549.23,66.7
2025Q2,235.53,385.31,147.23,30426.28,32,9705.0,75.0
2025Q2,182.88,391.18,434.96,12354.22,19,15425.0,36.8
2025Q2,279.53,591.81,73.07,-1465.1,40,16520.97,80.0
2025Q2,43.75,74.69,341.71,5922.91,31,15472.68,16.1
2025Q2,113.62,595.64,194.82,15093.24,35,9088.55,45.7
2025Q2,314.9,863.9,259.27,40042.25,24,8240.0,70.8
2025Q2,316.13,867.61,248.59,24982.42,24,16653.29,66.7
2025Q2,265.13,788.9,139.63,40169.95,32,7912.31,81.2
2025Q2,387.43,910.82,307.96,8620.32,20,23800.0,60.0
2025Q2,299.88,884.69,421.42,18696.05,18,18270.0,50.0
2025Q2,267.87,798.7,259.71,47899.87,26,12440.0,69.2
2025Q2,235.29,682.0,206.03,19771.5,27,12358.65,63.0
2025Q2,266.46,777.87,71.9,857.86,40,14450.98,80.0
2025Q2,221.74,690.8,159.28,38060.12,32,9190.0,75.0
2025Q2,73.59,470.41,117.71,17703.63,37,7310.82,54.1
2025Q2,245.87,830.29,220.27,22308.25,27,12674.03,63.0
2025Q2,328.67,883.31,288.86,25205.41,22,19920.0,63.6
2025Q2,294.74,906.39,266.28,28154.85,25,13950.0,64.0
2025Q2,268.3,803.39,326.12,15484.4,23,16955.0,52.2
2025Q2,347.43,808.95,388.29,17837.12,18,21400.0,55.6
2025Q2,316.26,808.02,178.73,11896.95,29,16395.4,69.0
2025Q2,167.19,570.76,242.27,37865.85,29,8735.0,58.6
2025Q2,361.03,937.43,477.96,3334.66,13,14915.0,46.2
2025Q2,274.41,799.65,128.75,32993.26,33,8640.06,81.8
2025Q2,253.95,671.2,209.08,16752.19,27,13826.8,63.0
2025Q2,388.0,742.72,55.76,-9844.52,40,21728.55,85.0
2025Q2,292.45,469.11,144.43,29642.43,32,11925.0,78.1
2025Q2,228.7,241.99,93.86,19941.06,39,8718.33,79.5
2025Q2,256.28,360.02,176.13,37436.85,31,10735.0,74.2
2025Q2,208.35,713.68,363.81,3788.99,20,15098.88,40.0
2025Q2,303.49,583.24,139.75,43917.56,32,9520.09,84.4
2025Q2,325.25,609.2,264.7,41084.37,24,8240.0,70.8
2025Q2,330.89,604.79,305.68,10307.14,21,20245.0,57.1
2025Q2,305.08,635.88,229.08,15090.51,25,22298.41,64.0
2025Q2,281.43,569.99,109.3,24388.74,34,9428.97,82.4
2025Q2,199.56,439.19,171.33,46852.4,32,8585.0,75.0
2025Q2,204.57,440.06,165.24,43648.93,32,8590.0,75.0
2025Q2,139.45,382.98,169.65,49316.0,35,5845.0,68.6
2025Q2,193.83,433.02,161.93,43267.1,32,8030.0,75.0
2025Q2,133.49,372.36,194.1,37898.92,34,5845.0,58.8
2025Q2,169.56,384.92,163.47,47901.36,34,7000.0,73.5
2025Q2,172.3,389.93,661.96,19696.75,13,11090.0,30.8
2025Q2,145.33,346.05,86.29,26236.17,40,6812.47,77.5
2025Q2,114.56,271.08,591.41,-1257.01,23,23670.0,17.4
2025Q2,151.25,415.11,199.03,39135.07,32,9880.0,62.5
2025Q2,162.92,283.17,55.42,18346.85,41,5781.66,85.4
2025Q2,196.7,272.33,153.47,39008.65,32,8585.0,75.0
2025Q2,130.15,358.75,169.07,50667.28,35,5815.0,68.6
2025Q2,130.22,356.3,128.8,44236.87,36,5815.0,75.0
2025Q2,126.06,307.0,123.67,31793.18,36,5983.35,69.4
2025Q2,127.52,387.44,135.11,40319.47,35,5455.64,71.4
2025Q2,108.36,304.61,105.09,16055.31,37,9608.25,62.2
2025Q2,98.11,259.73,220.48,9610.54,32,13635.0,37.5
2025Q2,83.3,305.61,182.94,15156.65,36,7172.45,41.7
2025Q2,58.72,357.74,142.8,16925.45,37,4735.0,43.2
2025Q2,183.9,220.88,118.73,35672.77,36,4417.58,77.8
2025Q2,157.97,381.39,170.31,53124.35,34,6905.0,73.5
2025Q2,174.0,422.96,81.0,24056.02,41,6354.91,80.5
2025Q2,26.77,358.56,178.92,16977.76,41,4390.0,26.8
2025Q2,154.67,343.63,167.53,52584.36,34,6470.0,73.5
2025Q2,154.69,324.94,206.3,25775.48,30,9680.0,56.7
2025Q2,144.26,337.63,234.72,29434.3,31,12170.0,51.6
2025Q2,162.2,303.29,164.49,48000.79,34,6905.0,73.5
2025Q2,165.65,312.27,167.5,50202.35,34,6905.0,73.5
2025Q2,165.47,298.99,168.07,49561.41,34,6905.0,73.5
2025Q2,167.32,291.87,192.68,35099.62,33,6995.0,63.6
2025Q2,190.12,324.73,159.54,45612.26,33,7955.0,75.8
2025Q2,118.92,229.1,216.56,-134.81,32,16050.0,37.5
2025Q2,139.26,282.54,165.62,47384.25,35,5845.0,68.6
2025Q2,137.95,283.96,249.48,35813.77,31,11590.0,51.6
2025Q2,98.36,175.69,186.29,18716.92,35,7209.25,45.7
2025Q2,162.27,370.13,150.08,41805.67,34,6905.0,73.5
2025Q2,148.3,310.07,171.31,48524.77,35,6110.0,68.6
2025Q2,177.56,345.08,203.32,41017.96,30,7440.0,66.7
2025Q2,153.73,265.37,230.09,33739.93,30,9880.0,56.7
2025Q2,146.22,334.85,278.73,22479.06,29,12205.0,44.8
2025Q2,123.23,273.94,170.64,40492.26,35,6672.17,62.9
2025Q2,161.2,299.98,157.87,44878.46,34,6905.0,73.5
2025Q2,139.57,229.6,107.79,31648.57,36,5845.0,75.0
2025Q2,180.88,361.98,191.72,32152.16,33,7830.0,63.6
2025Q2,149.09,277.71,171.26,48460.54,34,6575.0,70.6
2025Q2,169.95,373.52,215.69,28828.61,29,8735.0,58.6
2025Q2,216.21,336.49,175.84,43459.18,31,8765.0,74.2
2025Q2,153.06,314.37,141.28,39602.72,34,6575.0,73.5
2025Q2,188.3,264.6,196.88,41400.79,31,5974.44,67.7
2025Q2,109.62,333.79,149.12,22844.94,36,8632.5,55.6
2025Q2,138.32,274.89,168.9,49357.54,35,5845.0,68.6
2025Q2,457.74,585.84,178.83,22459.25,28,15478.44,78.6
2025Q2,133.28,230.94,132.65,45817.91,36,5845.0,75.0
2025Q2,146.57,319.9,163.58,45026.4,35,6110.0,68.6
2025Q2,157.67,369.74,392.17,10326.99,23,20900.0,34.8
2025Q2,122.93,275.75,117.79,29386.79,36,6138.26,69.4
2025Q2,168.04,358.55,185.7,32944.63,33,7000.0,63.6
2025Q2,177.01,287.2,240.58,42136.13,29,10064.05,62.1
2025Q2,147.81,405.29,157.19,41849.76,35,6110.0,68.6
2025Q2,93.79,229.36,215.31,9793.47,32,13095.0,37.5
2025Q2,132.98,276.79,170.66,51147.39,35,5845.0,68.6
2025Q2,128.99,291.17,200.94,30963.51,33,10940.0,54.5
2025Q2,118.1,179.83,171.74,27480.85,36,6955.21,55.6
2025Q2,157.73,278.39,146.33,40622.43,34,6905.0,73.5
2025Q2,135.96,315.38,132.04,44919.29,36,5845.0,75.0
2025Q2,142.73,371.77,183.55,31265.87,34,5845.0,58.8
2025Q2,160.38,308.52,153.6,44634.43,34,6905.0,73.5
2025Q2,273.85,406.68,328.55,14156.19,23,17115.0,52.2
2025Q2,105.06,305.52,98.3,21477.63,39,11993.94,66.7
2025Q2,151.81,320.63,347.52,-3801.47,26,19435.0,30.8
2025Q2,136.09,276.06,167.21,48521.38,35,5845.0,68.6
2025Q2,131.32,287.61,169.5,50649.84,35,5845.0,68.6
2025Q2,130.33,287.48,173.48,49317.58,34,5815.0,67.6
2025Q2,116.75,270.73,170.05,22000.68,36,9588.91,52.8
2025Q2,130.22,268.97,193.72,38031.87,34,5815.0,58.8
2025Q2,137.01,324.08,137.95,45847.68,35,5845.0,74.3
2025Q2,124.19,284.96,171.89,40703.39,35,6987.12,62.9
2025Q2,168.43,277.33,117.88,35961.59,36,4620.0,77.8
2025Q2,86.48,212.87,152.87,17701.87,37,9088.02,48.6
2025Q2,143.1,323.88,207.69,21260.67,31,12065.0,51.6
2025Q2,148.6,291.97,184.43,29247.44,34,6420.0,58.8
2025Q2,129.62,293.58,164.26,42480.41,35,5815.0,65.7
2025Q2,162.12,374.07,190.09,35448.26,33,6905.0,63.6
2025Q2,108.23,253.21,145.44,21536.45,36,8801.18,55.6
2025Q2,174.94,373.02,224.21,39062.0,29,8735.0,62.1
2025Q2,136.29,385.35,174.36,48454.22,34,5845.0,67.6
2025Q2,136.19,377.68,164.4,47171.8,35,5845.0,68.6
2025Q2,117.01,368.66,203.57,8490.0,33,15790.0,42.4
2025Q2,154.83,372.39,177.8,40341.22,33,6470.0,66.7
2025Q2,140.86,268.12,129.45,43519.3,36,5845.0,75.0
2025Q2,150.26,323.1,164.58,51784.38,34,6575.0,73.5
2025Q2,148.39,320.56,159.28,42748.55,35,6110.0,68.6
2025Q2,163.52,319.54,180.07,38791.08,33,6905.0,66.7
2025Q2,125.36,313.95,143.9,33784.18,35,7536.99,65.7
2025Q2,182.45,297.4,193.97,33501.31,33,7830.0,63.6
2025Q2,133.97,268.39,169.38,50288.88,35,5845.0,68.6
2025Q2,134.57,235.12,174.28,49155.28,34,5845.0,67.6
2025Q2,133.94,227.99,178.24,37927.74,34,5845.0,61.8
2025Q2,112.71,383.29,211.16,2968.51,32,14575.0,37.5
2025Q2,101.82,208.83,527.63,-3904.42,25,19890.0,16.0
2025Q2,146.17,281.66,474.31,-8299.42,23,18255.0,21.7
2025Q2,121.69,273.06,153.89,38900.98,35,6932.13,65.7
2025Q2,133.76,255.77,167.98,49614.95,35,5845.0,68.6
2025Q2,131.39,252.18,171.8,51753.8,35,5845.0,68.6
2025Q2,128.75,247.0,188.18,23483.66,34,10241.46,52.9
2025Q2,151.94,251.12,137.6,52262.69,34,6175.0,79.4
2025Q2,139.71,233.1,133.04,48416.69,35,5845.0,77.1
2025Q2,118.91,220.48,150.22,24279.02,36,6800.52,58.3
2025Q2,128.5,211.6,123.23,31213.63,36,6295.91,69.4
2025Q2,155.44,223.35,138.92,51867.47,34,6355.0,79.4
2025Q2,154.84,217.58,141.16,40103.83,34,6470.0,73.5
2025Q2,141.31,191.08,163.75,46328.82,35,5845.0,68.6
2025Q2,153.55,289.68,154.52,45486.81,34,6575.0,73.5
2025Q2,133.45,204.61,192.45,37241.98,34,5845.0,58.8
2025Q2,146.36,266.19,108.91,31280.12,36,6110.0,75.0
2025Q2,111.7,283.81,138.16,27784.9,36,9206.82,61.1
2025Q2,158.14,256.72,174.32,51562.3,33,6905.0,72.7
2025Q2,158.01,247.37,200.59,38017.41,32,10115.0,62.5
2025Q2,169.74,271.03,181.02,30617.04,33,7000.0,63.6
