anchor,win_start,win_end,price_start,price_end,price_mean,price_change_pct,range_pct,atr_mean,harv_mean,best_sl_soft,best_sl_hard,best_tp,n_trades,pnl,max_dd,win_rate,n_complete_trials,band_n,sl_soft_mean,sl_soft_std,sl_soft_p10,sl_soft_p90,sl_hard_mean,sl_hard_std,tp_mean,tp_std,tp_p10,tp_p90
2024Q1,2024-01,2024-03,17008.25,18573.0,17727.24,9.2,13.396,89.11,58.3902,263.63,439.87,379.88,13,46858.88,10955.0,69.2,400,117,271.92,12.24,257.62,285.3,514.87,59.07,367.69,16.62,350.62,377.31
2024Q2,2024-04,2024-06,18571.0,20007.25,18638.5,7.734,17.479,95.18,59.7788,432.21,572.98,680.16,5,45742.89,8670.0,80.0,400,89,447.1,8.04,436.48,458.62,553.29,50.71,674.16,6.77,663.81,681.37
2024Q3,2024-07,2024-09,19936.0,20251.25,19600.97,1.581,18.534,142.44,89.6123,419.84,637.5,439.03,18,88582.49,8790.0,77.8,400,92,205.68,30.6,184.94,219.15,401.59,94.93,449.4,7.92,438.27,462.09
2024Q4,2024-10,2024-12,20278.0,21234.25,20917.59,4.716,12.467,112.97,72.6968,296.03,713.97,206.05,23,22932.47,18455.0,69.6,400,10,293.94,7.48,280.62,299.59,730.83,74.87,200.67,3.93,196.74,206.09
2025Q1,2025-01,2025-03,21322.25,19360.5,21030.18,-9.2,15.896,158.94,101.1829,446.82,904.99,507.2,18,85892.33,9480.0,72.2,400,77,439.97,34.82,423.89,458.71,920.14,70.59,497.6,6.82,489.27,505.53
2025Q2,2025-04,2025-06,19487.75,22841.5,20553.1,17.21,31.503,198.35,125.193,150.8,318.74,172.42,34,55631.05,6575.0,73.5,400,75,159.35,25.59,133.84,187.73,352.13,102.11,165.21,20.7,136.94,174.11
2025Q3,2025-07,2025-09,22830.75,24761.25,23652.65,8.456,10.338,102.28,65.9707,216.87,216.93,600.06,10,54652.31,8677.17,60.0,400,102,260.97,54.28,215.22,356.8,406.74,216.75,593.66,18.63,583.81,604.08
2025Q4,2025-10,2025-12,24745.75,25434.75,25376.09,2.784,9.83,158.38,99.8218,304.62,320.65,366.51,20,50673.42,12553.0,65.0,400,85,293.77,17.8,274.48,321.89,392.76,129.72,358.72,6.32,348.1,365.74
2026Q1,2026-01,2026-03,25603.75,24041.25,25084.15,-6.103,13.505,185.09,121.8983,431.62,699.06,35.1,32,22463.98,0.0,100.0,400,61,432.3,9.85,420.66,444.06,691.94,90.01,32.78,0.75,32.07,33.71
