et,title,single_entry,worked_entry,entry_delta_usd,single_pnl,worked_pnl,single_outcome,worked_outcome
2024-01-05 08:30:00,Non Farm Payrolls,16410.75,16407.859058704453,-57.818825910944724,-328.21499999998196,-328.1571811741014,stopped_post,stopped_post
2024-01-11 08:30:00,Inflation Rate MoM,17013.0,17021.228177850517,164.56355701033317,-340.2599999999802,-340.424563557026,stopped_post,stopped_post
2024-01-31 14:00:00,Fed Interest Rate Decision,17376.75,17381.90731292517,103.14625850340235,-347.53499999998894,-347.6381462584686,stopped_post,stopped_post
2024-02-02 08:30:00,Non Farm Payrolls,17607.75,17608.997601918465,24.95203836930159,-352.1549999999843,-352.17995203835017,stopped_post,stopped_post
2024-02-13 08:30:00,Inflation Rate MoM,17850.5,17847.970666666668,-50.58666666664067,-357.0100000000093,-356.95941333331575,stopped_post,stopped_post
2024-03-08 08:30:00,Non Farm Payrolls,18297.5,18285.74066455696,-235.18670886078326,-365.95000000001164,-365.7148132911243,stopped_pre,stopped_post
2024-03-12 08:30:00,Inflation Rate MoM,18299.0,18297.415609584215,-31.687808315691655,-365.9799999999814,-365.94831219168555,stopped_pre,stopped_post
2024-03-20 14:00:00,Fed Interest Rate Decision,18271.25,18271.285202569168,0.7040513833635487,1461.6999999999825,1461.7028162055067,tp,tp
2024-04-05 08:30:00,Non Farm Payrolls,18142.0,18144.907170542636,58.14341085271735,-362.8399999999965,-362.8981434108573,stopped_post,stopped_post
2024-04-10 08:30:00,Inflation Rate MoM,18382.75,18411.483057630736,574.6611526147171,1470.6199999999808,-368.2296611525817,tp,stopped_post
2024-05-01 14:00:00,Fed Interest Rate Decision,17471.25,17467.07399891775,-83.52002164501755,285.0,368.52002164501755,timed,timed
2024-05-03 08:30:00,Non Farm Payrolls,17759.75,17768.941829484902,183.83658969803946,1420.7800000000134,-355.37883658966166,tp,stopped_pre
2024-05-15 08:30:00,Inflation Rate MoM,18405.5,18407.933982114675,48.679642293500365,1472.4399999999878,1472.6347185691702,tp,tp
2024-06-07 08:30:00,Non Farm Payrolls,19089.25,19090.67209631728,28.44192634562205,-381.78500000001804,-381.8134419263515,stopped_post,stopped_post
2024-06-12 08:30:00,Inflation Rate MoM,19265.5,19268.05559786748,51.11195734956709,1541.2400000000343,1541.4444478294172,tp,tp
2024-06-12 14:00:00,Fed Interest Rate Decision,19514.0,19516.464766003228,49.29532006455702,-390.2799999999843,-390.32929532004346,stopped_post,stopped_post
2024-07-05 08:30:00,Non Farm Payrolls,20442.75,20446.36141304348,72.22826086959685,-408.8549999999668,-408.92722826087265,stopped_post,stopped_post
2024-07-11 08:30:00,Inflation Rate MoM,20874.5,20880.329491525423,116.58983050845563,1669.9599999999919,1670.4263593220094,tp,tp
2024-07-31 14:00:00,Fed Interest Rate Decision,19438.25,19428.76177573989,-189.76448520217673,-395.0,-388.5752355147997,stopped_pre,stopped_post
2024-08-02 08:30:00,Non Farm Payrolls,18710.25,18713.393548387096,62.870967741910135,-374.20500000000175,-374.26787096774206,stopped_post,stopped_post
2024-08-14 08:30:00,Inflation Rate MoM,19102.0,19107.242511912867,104.8502382573497,-382.03999999997905,-382.14485023825546,stopped_post,stopped_post
