i,time,layer,decision,datetime,reason,box_cause,event_type,direction,box_dir,entry_price,exit_time,exit_price,exit_reason,pnl,equity,dd,in_position,position_owner,l2_reason
8800,1751238000,,nonentry,2025-06-29 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8801,1751241600,,nonentry,2025-06-30 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8802,1751245200,,nonentry,2025-06-30 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8803,1751248800,,nonentry,2025-06-30 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8804,1751252400,,nonentry,2025-06-30 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8805,1751256000,,nonentry,2025-06-30 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8806,1751259600,,nonentry,2025-06-30 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8807,1751263200,,nonentry,2025-06-30 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8808,1751266800,,nonentry,2025-06-30 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8809,1751270400,,nonentry,2025-06-30 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8810,1751274000,,nonentry,2025-06-30 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8811,1751277600,,nonentry,2025-06-30 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8812,1751281200,,nonentry,2025-06-30 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8813,1751284800,,nonentry,2025-06-30 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8814,1751288400,,nonentry,2025-06-30 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8815,1751292000,,nonentry,2025-06-30 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8816,1751295600,,nonentry,2025-06-30 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8817,1751299200,,nonentry,2025-06-30 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8818,1751306400,,nonentry,2025-06-30 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8819,1751310000,,nonentry,2025-06-30 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8820,1751313600,,nonentry,2025-06-30 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8821,1751317200,,nonentry,2025-06-30 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8822,1751320800,,nonentry,2025-06-30 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8823,1751324400,,nonentry,2025-06-30 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8824,1751328000,,nonentry,2025-07-01 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8825,1751331600,,nonentry,2025-07-01 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8826,1751335200,,nonentry,2025-07-01 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8827,1751338800,,nonentry,2025-07-01 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8828,1751342400,,nonentry,2025-07-01 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8829,1751346000,,nonentry,2025-07-01 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8830,1751349600,,nonentry,2025-07-01 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8831,1751353200,,nonentry,2025-07-01 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8832,1751356800,,nonentry,2025-07-01 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8833,1751360400,,nonentry,2025-07-01 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8834,1751364000,,nonentry,2025-07-01 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8835,1751367600,,nonentry,2025-07-01 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8836,1751371200,,nonentry,2025-07-01 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8837,1751374800,,nonentry,2025-07-01 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8838,1751378400,,nonentry,2025-07-01 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8839,1751382000,,nonentry,2025-07-01 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8840,1751385600,,nonentry,2025-07-01 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8841,1751392800,,nonentry,2025-07-01 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8842,1751396400,,nonentry,2025-07-01 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8843,1751400000,,nonentry,2025-07-01 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8844,1751403600,,nonentry,2025-07-01 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8845,1751407200,,nonentry,2025-07-01 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8846,1751410800,,nonentry,2025-07-01 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8847,1751414400,,nonentry,2025-07-02 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8848,1751418000,,nonentry,2025-07-02 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8849,1751421600,,nonentry,2025-07-02 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8850,1751425200,,nonentry,2025-07-02 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8851,1751428800,,nonentry,2025-07-02 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8852,1751432400,,nonentry,2025-07-02 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8853,1751436000,,nonentry,2025-07-02 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8854,1751439600,,nonentry,2025-07-02 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8855,1751443200,,nonentry,2025-07-02 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8856,1751446800,,nonentry,2025-07-02 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8857,1751450400,,nonentry,2025-07-02 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8858,1751454000,,nonentry,2025-07-02 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8859,1751457600,,nonentry,2025-07-02 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8860,1751461200,,nonentry,2025-07-02 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8861,1751464800,,nonentry,2025-07-02 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8862,1751468400,,nonentry,2025-07-02 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8863,1751472000,,nonentry,2025-07-02 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8864,1751479200,,nonentry,2025-07-02 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8865,1751482800,,nonentry,2025-07-02 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8866,1751486400,,nonentry,2025-07-02 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8867,1751490000,,nonentry,2025-07-02 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8868,1751493600,,nonentry,2025-07-02 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8869,1751497200,,nonentry,2025-07-02 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8870,1751500800,,nonentry,2025-07-03 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8871,1751504400,,nonentry,2025-07-03 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8872,1751508000,,nonentry,2025-07-03 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8873,1751511600,,nonentry,2025-07-03 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8874,1751515200,,nonentry,2025-07-03 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8875,1751518800,,nonentry,2025-07-03 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8876,1751522400,,nonentry,2025-07-03 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8877,1751526000,,nonentry,2025-07-03 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8878,1751529600,,nonentry,2025-07-03 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8879,1751533200,,nonentry,2025-07-03 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8880,1751536800,L1,entry,2025-07-03 10:00,entered,,ENTRY,long,,22996.0,1751542800,23089.5,TAKE_PROFIT_HARD,1870.0,47056.0,3292.0,True,L1,
8881,1751540400,L1,nonentry,2025-07-03 11:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8882,1751544000,,nonentry,2025-07-03 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8883,1751547600,,nonentry,2025-07-03 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8884,1751565600,,nonentry,2025-07-03 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8885,1751569200,,nonentry,2025-07-03 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8886,1751572800,,nonentry,2025-07-03 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8887,1751576400,,nonentry,2025-07-03 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8888,1751580000,,nonentry,2025-07-03 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8889,1751583600,,nonentry,2025-07-03 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8890,1751587200,,nonentry,2025-07-04 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8891,1751590800,,nonentry,2025-07-04 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8892,1751594400,,nonentry,2025-07-04 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8893,1751598000,,nonentry,2025-07-04 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8894,1751601600,,nonentry,2025-07-04 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8895,1751605200,L1,entry,2025-07-04 05:00,entered,,ENTRY,short,,22926.5,1751824800,22989.8,STOP_LOSS_HARD,-1265.9999999999854,45790.0,4558.0,True,L1,
8896,1751608800,L1,nonentry,2025-07-04 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8897,1751612400,L1,nonentry,2025-07-04 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8898,1751616000,L1,nonentry,2025-07-04 08:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8899,1751619600,L1,nonentry,2025-07-04 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8900,1751623200,L1,nonentry,2025-07-04 10:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8901,1751626800,L1,nonentry,2025-07-04 11:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8902,1751630400,L1,nonentry,2025-07-04 12:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
8903,1751824800,,nonentry,2025-07-06 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8904,1751828400,,nonentry,2025-07-06 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8905,1751832000,,nonentry,2025-07-06 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8906,1751835600,,nonentry,2025-07-06 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8907,1751839200,,nonentry,2025-07-06 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8908,1751842800,,nonentry,2025-07-06 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8909,1751846400,,nonentry,2025-07-07 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8910,1751850000,,nonentry,2025-07-07 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8911,1751853600,,nonentry,2025-07-07 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8912,1751857200,,nonentry,2025-07-07 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8913,1751860800,,nonentry,2025-07-07 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8914,1751864400,,nonentry,2025-07-07 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8915,1751868000,,nonentry,2025-07-07 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8916,1751871600,,nonentry,2025-07-07 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8917,1751875200,,nonentry,2025-07-07 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8918,1751878800,,nonentry,2025-07-07 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8919,1751882400,,nonentry,2025-07-07 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8920,1751886000,,nonentry,2025-07-07 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8921,1751889600,,nonentry,2025-07-07 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8922,1751893200,,nonentry,2025-07-07 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8923,1751896800,,nonentry,2025-07-07 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8924,1751900400,,nonentry,2025-07-07 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8925,1751904000,,nonentry,2025-07-07 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8926,1751911200,,nonentry,2025-07-07 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8927,1751914800,,nonentry,2025-07-07 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8928,1751918400,,nonentry,2025-07-07 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8929,1751922000,,nonentry,2025-07-07 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8930,1751925600,L2,entry,2025-07-07 22:00,entered,,ENTRY,long,,22893.75,1752053460,23013.95,TAKE_PROFIT_HARD,2404.0000000000146,15009.0,634.0,True,L2,
8931,1751929200,L2,nonentry,2025-07-07 23:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8932,1751932800,L2,nonentry,2025-07-08 00:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8933,1751936400,L2,nonentry,2025-07-08 01:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8934,1751940000,L2,nonentry,2025-07-08 02:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8935,1751943600,L2,nonentry,2025-07-08 03:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8936,1751947200,L2,nonentry,2025-07-08 04:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8937,1751950800,L2,nonentry,2025-07-08 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8938,1751954400,L2,nonentry,2025-07-08 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8939,1751958000,L2,nonentry,2025-07-08 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8940,1751961600,L2,nonentry,2025-07-08 08:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8941,1751965200,L2,nonentry,2025-07-08 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8942,1751968800,L2,nonentry,2025-07-08 10:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8943,1751972400,L2,nonentry,2025-07-08 11:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8944,1751976000,L2,nonentry,2025-07-08 12:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8945,1751979600,L2,nonentry,2025-07-08 13:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8946,1751983200,L2,nonentry,2025-07-08 14:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8947,1751986800,L2,nonentry,2025-07-08 15:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8948,1751990400,L2,nonentry,2025-07-08 16:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8949,1751997600,L2,nonentry,2025-07-08 18:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8950,1752001200,L2,nonentry,2025-07-08 19:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8951,1752004800,L2,nonentry,2025-07-08 20:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8952,1752008400,L2,nonentry,2025-07-08 21:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8953,1752012000,L2,nonentry,2025-07-08 22:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8954,1752015600,L2,nonentry,2025-07-08 23:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8955,1752019200,L2,nonentry,2025-07-09 00:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8956,1752022800,L2,nonentry,2025-07-09 01:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8957,1752026400,L2,nonentry,2025-07-09 02:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8958,1752030000,L2,nonentry,2025-07-09 03:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8959,1752033600,L2,nonentry,2025-07-09 04:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8960,1752037200,L2,nonentry,2025-07-09 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8961,1752040800,L2,nonentry,2025-07-09 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8962,1752044400,L2,nonentry,2025-07-09 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8963,1752048000,L2,nonentry,2025-07-09 08:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8964,1752051600,L2,nonentry,2025-07-09 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
8965,1752055200,,nonentry,2025-07-09 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8966,1752058800,,nonentry,2025-07-09 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8967,1752062400,,nonentry,2025-07-09 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8968,1752066000,,nonentry,2025-07-09 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8969,1752069600,,nonentry,2025-07-09 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8970,1752073200,,nonentry,2025-07-09 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8971,1752076800,,nonentry,2025-07-09 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8972,1752084000,,nonentry,2025-07-09 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8973,1752087600,,nonentry,2025-07-09 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8974,1752091200,,nonentry,2025-07-09 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8975,1752094800,,nonentry,2025-07-09 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8976,1752098400,,nonentry,2025-07-09 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8977,1752102000,,nonentry,2025-07-09 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8978,1752105600,,nonentry,2025-07-10 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8979,1752109200,,nonentry,2025-07-10 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8980,1752112800,,nonentry,2025-07-10 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8981,1752116400,,nonentry,2025-07-10 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8982,1752120000,,nonentry,2025-07-10 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8983,1752123600,,nonentry,2025-07-10 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8984,1752127200,,nonentry,2025-07-10 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8985,1752130800,,nonentry,2025-07-10 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8986,1752134400,,nonentry,2025-07-10 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8987,1752138000,,nonentry,2025-07-10 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8988,1752141600,,nonentry,2025-07-10 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8989,1752145200,,nonentry,2025-07-10 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8990,1752148800,,nonentry,2025-07-10 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8991,1752152400,,nonentry,2025-07-10 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8992,1752156000,,nonentry,2025-07-10 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8993,1752159600,,nonentry,2025-07-10 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8994,1752163200,,nonentry,2025-07-10 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8995,1752170400,,nonentry,2025-07-10 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8996,1752174000,,nonentry,2025-07-10 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8997,1752177600,,nonentry,2025-07-10 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8998,1752181200,,nonentry,2025-07-10 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
8999,1752184800,,nonentry,2025-07-10 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9000,1752188400,,nonentry,2025-07-10 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9001,1752192000,,nonentry,2025-07-11 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9002,1752195600,,nonentry,2025-07-11 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9003,1752199200,,nonentry,2025-07-11 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9004,1752202800,,nonentry,2025-07-11 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9005,1752206400,,nonentry,2025-07-11 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9006,1752210000,,nonentry,2025-07-11 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9007,1752213600,,nonentry,2025-07-11 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9008,1752217200,,nonentry,2025-07-11 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9009,1752220800,,nonentry,2025-07-11 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9010,1752224400,,nonentry,2025-07-11 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9011,1752228000,,nonentry,2025-07-11 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9012,1752231600,,nonentry,2025-07-11 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9013,1752235200,,nonentry,2025-07-11 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9014,1752238800,,nonentry,2025-07-11 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9015,1752242400,,nonentry,2025-07-11 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9016,1752246000,,nonentry,2025-07-11 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9017,1752249600,,nonentry,2025-07-11 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9018,1752429600,,nonentry,2025-07-13 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9019,1752433200,,nonentry,2025-07-13 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9020,1752436800,,nonentry,2025-07-13 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9021,1752440400,,nonentry,2025-07-13 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9022,1752444000,,nonentry,2025-07-13 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9023,1752447600,,nonentry,2025-07-13 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9024,1752451200,,nonentry,2025-07-14 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9025,1752454800,,nonentry,2025-07-14 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
9026,1752458400,,nonentry,2025-07-14 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
