i,time,layer,decision,datetime,reason,box_cause,event_type,direction,box_dir,entry_price,exit_time,exit_price,exit_reason,pnl,equity,dd,in_position,position_owner,l2_reason
60,1736150400,L1,entry,2025-01-06 08:00,entered,,ENTRY,short,,6035.25,1736156520,6043.75,STOP_LOSS_SOFT,-425.0,230.0,1400.0,True,L1,
61,1736154000,L1,nonentry,2025-01-06 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
62,1736157600,,nonentry,2025-01-06 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
63,1736161200,L1,entry,2025-01-06 11:00,entered,,ENTRY,short,,6059.5,1736171100,6026.9,TAKE_PROFIT_HARD,1630.0000000000182,1860.0,0.0,True,L1,
64,1736164800,L1,nonentry,2025-01-06 12:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
65,1736168400,L1,nonentry,2025-01-06 13:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
66,1736172000,,nonentry,2025-01-06 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
67,1736175600,,nonentry,2025-01-06 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
68,1736179200,,nonentry,2025-01-06 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
69,1736186400,,nonentry,2025-01-06 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
70,1736190000,,nonentry,2025-01-06 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
71,1736193600,,nonentry,2025-01-06 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
72,1736197200,,nonentry,2025-01-06 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
73,1736200800,,nonentry,2025-01-06 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
74,1736204400,,nonentry,2025-01-06 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
75,1736208000,,nonentry,2025-01-07 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
76,1736211600,,nonentry,2025-01-07 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
77,1736215200,,nonentry,2025-01-07 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
78,1736218800,,nonentry,2025-01-07 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
79,1736222400,,nonentry,2025-01-07 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
80,1736226000,,nonentry,2025-01-07 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
81,1736229600,,nonentry,2025-01-07 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
82,1736233200,,nonentry,2025-01-07 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
83,1736236800,,nonentry,2025-01-07 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
84,1736240400,,nonentry,2025-01-07 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
85,1736244000,,nonentry,2025-01-07 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
86,1736247600,,nonentry,2025-01-07 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
87,1736251200,,nonentry,2025-01-07 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
88,1736254800,,nonentry,2025-01-07 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
89,1736258400,,nonentry,2025-01-07 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
90,1736262000,,nonentry,2025-01-07 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
91,1736265600,,nonentry,2025-01-07 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
92,1736272800,,nonentry,2025-01-07 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
93,1736276400,,nonentry,2025-01-07 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
94,1736280000,,nonentry,2025-01-07 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
95,1736283600,,nonentry,2025-01-07 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
96,1736287200,L2,entry,2025-01-07 22:00,entered,,ENTRY,short,,5967.0,1736320800,5933.5,TAKE_PROFIT_HARD,1675.0,3350.0,0.0,True,L2,
97,1736290800,L2,nonentry,2025-01-07 23:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
98,1736294400,L2,nonentry,2025-01-08 00:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
99,1736298000,L2,nonentry,2025-01-08 01:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
100,1736301600,L2,nonentry,2025-01-08 02:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
101,1736305200,L2,nonentry,2025-01-08 03:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
102,1736308800,L2,nonentry,2025-01-08 04:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
103,1736312400,L2,nonentry,2025-01-08 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
104,1736316000,L2,nonentry,2025-01-08 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
105,1736319600,L2,nonentry,2025-01-08 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
106,1736323200,L1,entry,2025-01-08 08:00,entered,,ENTRY,long,,5932.75,1736339340,5921.5,STOP_LOSS_SOFT,-562.5,1297.5,562.5,True,L1,
107,1736326800,L1,nonentry,2025-01-08 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
108,1736330400,L1,nonentry,2025-01-08 10:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
