i,time,layer,decision,datetime,reason,box_cause,event_type,direction,box_dir,entry_price,exit_time,exit_price,exit_reason,pnl,equity,dd,in_position,position_owner,l2_reason
725,1739728800,,nonentry,2025-02-16 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
726,1739732400,,nonentry,2025-02-16 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
727,1739736000,,nonentry,2025-02-16 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
728,1739739600,,nonentry,2025-02-16 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
729,1739743200,,nonentry,2025-02-16 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
730,1739746800,,nonentry,2025-02-16 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
731,1739750400,,nonentry,2025-02-17 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
732,1739754000,,nonentry,2025-02-17 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
733,1739757600,,nonentry,2025-02-17 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
734,1739761200,,nonentry,2025-02-17 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
735,1739764800,,nonentry,2025-02-17 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
736,1739768400,,nonentry,2025-02-17 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
737,1739772000,,nonentry,2025-02-17 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
738,1739775600,,nonentry,2025-02-17 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
739,1739779200,,nonentry,2025-02-17 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
740,1739782800,,nonentry,2025-02-17 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
741,1739786400,,nonentry,2025-02-17 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
742,1739790000,,nonentry,2025-02-17 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
743,1739793600,,nonentry,2025-02-17 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
744,1739815200,,nonentry,2025-02-17 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
745,1739818800,,nonentry,2025-02-17 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
746,1739822400,,nonentry,2025-02-17 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
747,1739826000,,nonentry,2025-02-17 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
748,1739829600,,nonentry,2025-02-17 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
749,1739833200,,nonentry,2025-02-17 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
750,1739836800,,nonentry,2025-02-18 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
751,1739840400,,nonentry,2025-02-18 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
752,1739844000,,nonentry,2025-02-18 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
753,1739847600,,nonentry,2025-02-18 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
754,1739851200,,nonentry,2025-02-18 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
755,1739854800,,nonentry,2025-02-18 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
756,1739858400,,nonentry,2025-02-18 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
757,1739862000,,nonentry,2025-02-18 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
758,1739865600,,nonentry,2025-02-18 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
759,1739869200,,nonentry,2025-02-18 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
760,1739872800,,nonentry,2025-02-18 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
761,1739876400,,nonentry,2025-02-18 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
762,1739880000,,nonentry,2025-02-18 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
763,1739883600,,nonentry,2025-02-18 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
764,1739887200,,nonentry,2025-02-18 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
765,1739890800,,nonentry,2025-02-18 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
766,1739894400,,nonentry,2025-02-18 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
767,1739901600,,nonentry,2025-02-18 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
768,1739905200,,nonentry,2025-02-18 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
769,1739908800,,nonentry,2025-02-18 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
770,1739912400,,nonentry,2025-02-18 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
771,1739916000,,nonentry,2025-02-18 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
772,1739919600,,nonentry,2025-02-18 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
773,1739923200,,nonentry,2025-02-19 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
774,1739926800,,nonentry,2025-02-19 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
775,1739930400,,nonentry,2025-02-19 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
776,1739934000,,nonentry,2025-02-19 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
777,1739937600,,nonentry,2025-02-19 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
778,1739941200,,nonentry,2025-02-19 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
779,1739944800,,nonentry,2025-02-19 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
780,1739948400,,nonentry,2025-02-19 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
781,1739952000,,nonentry,2025-02-19 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
782,1739955600,,nonentry,2025-02-19 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
783,1739959200,,nonentry,2025-02-19 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
784,1739962800,,nonentry,2025-02-19 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
785,1739966400,,nonentry,2025-02-19 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
786,1739970000,,nonentry,2025-02-19 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
787,1739973600,,nonentry,2025-02-19 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
788,1739977200,,nonentry,2025-02-19 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
789,1739980800,,nonentry,2025-02-19 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
790,1739988000,,nonentry,2025-02-19 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
791,1739991600,,nonentry,2025-02-19 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
792,1739995200,,nonentry,2025-02-19 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
793,1739998800,,nonentry,2025-02-19 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
794,1740002400,,nonentry,2025-02-19 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
795,1740006000,,nonentry,2025-02-19 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
796,1740009600,,nonentry,2025-02-20 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
797,1740013200,,nonentry,2025-02-20 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
798,1740016800,,nonentry,2025-02-20 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
799,1740020400,,nonentry,2025-02-20 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
800,1740024000,,nonentry,2025-02-20 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
801,1740027600,,nonentry,2025-02-20 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
802,1740031200,,nonentry,2025-02-20 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
803,1740034800,,nonentry,2025-02-20 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
804,1740038400,,nonentry,2025-02-20 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
805,1740042000,,nonentry,2025-02-20 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
806,1740045600,,nonentry,2025-02-20 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
807,1740049200,,nonentry,2025-02-20 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
808,1740052800,,nonentry,2025-02-20 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
809,1740056400,,nonentry,2025-02-20 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
810,1740060000,,nonentry,2025-02-20 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
811,1740063600,,nonentry,2025-02-20 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
812,1740067200,,nonentry,2025-02-20 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
813,1740074400,,nonentry,2025-02-20 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
814,1740078000,,nonentry,2025-02-20 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
815,1740081600,,nonentry,2025-02-20 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
816,1740085200,,nonentry,2025-02-20 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
817,1740088800,,nonentry,2025-02-20 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
818,1740092400,,nonentry,2025-02-20 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
819,1740096000,,nonentry,2025-02-21 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
820,1740099600,,nonentry,2025-02-21 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
821,1740103200,,nonentry,2025-02-21 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
822,1740106800,,nonentry,2025-02-21 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
823,1740110400,,nonentry,2025-02-21 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
824,1740114000,,nonentry,2025-02-21 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
825,1740117600,,nonentry,2025-02-21 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
826,1740121200,,nonentry,2025-02-21 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
827,1740124800,L1,entry,2025-02-21 08:00,entered,,ENTRY,short,,6140.25,1740132000,6107.65,TAKE_PROFIT_HARD,1630.0000000000182,5850.0,0.0,True,L1,
828,1740128400,L1,nonentry,2025-02-21 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
829,1740132000,,nonentry,2025-02-21 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
830,1740135600,,nonentry,2025-02-21 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
831,1740139200,,nonentry,2025-02-21 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
832,1740142800,,nonentry,2025-02-21 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
833,1740146400,,nonentry,2025-02-21 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
834,1740150000,,nonentry,2025-02-21 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
835,1740153600,,nonentry,2025-02-21 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
836,1740333600,,nonentry,2025-02-23 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
837,1740337200,,nonentry,2025-02-23 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
838,1740340800,,nonentry,2025-02-23 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
839,1740344400,,nonentry,2025-02-23 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
840,1740348000,,nonentry,2025-02-23 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
841,1740351600,,nonentry,2025-02-23 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
842,1740355200,,nonentry,2025-02-24 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
843,1740358800,,nonentry,2025-02-24 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
844,1740362400,,nonentry,2025-02-24 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
845,1740366000,,nonentry,2025-02-24 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
846,1740369600,,nonentry,2025-02-24 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
847,1740373200,,nonentry,2025-02-24 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
848,1740376800,,nonentry,2025-02-24 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
849,1740380400,,nonentry,2025-02-24 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
850,1740384000,,nonentry,2025-02-24 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
851,1740387600,,nonentry,2025-02-24 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
852,1740391200,,nonentry,2025-02-24 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
853,1740394800,,nonentry,2025-02-24 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
854,1740398400,,nonentry,2025-02-24 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
855,1740402000,,nonentry,2025-02-24 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
856,1740405600,,nonentry,2025-02-24 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
857,1740409200,,nonentry,2025-02-24 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
858,1740412800,,nonentry,2025-02-24 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
859,1740420000,,nonentry,2025-02-24 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
860,1740423600,,nonentry,2025-02-24 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
861,1740427200,,nonentry,2025-02-24 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
862,1740430800,,nonentry,2025-02-24 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
863,1740434400,,nonentry,2025-02-24 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
864,1740438000,,nonentry,2025-02-24 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
865,1740441600,,nonentry,2025-02-25 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
866,1740445200,,nonentry,2025-02-25 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
867,1740448800,,nonentry,2025-02-25 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
868,1740452400,L1,entry,2025-02-25 03:00,entered,,ENTRY,long,,5982.75,1740477240,5973.5,STOP_LOSS_SOFT,-462.5,5387.5,462.5,True,L1,
869,1740456000,L1,nonentry,2025-02-25 04:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
870,1740459600,L1,nonentry,2025-02-25 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
871,1740463200,L1,nonentry,2025-02-25 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
872,1740466800,L1,nonentry,2025-02-25 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
873,1740470400,L1,nonentry,2025-02-25 08:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
874,1740474000,L1,nonentry,2025-02-25 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
875,1740477600,,nonentry,2025-02-25 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
876,1740481200,,nonentry,2025-02-25 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
877,1740484800,,nonentry,2025-02-25 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
878,1740488400,,nonentry,2025-02-25 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
879,1740492000,,nonentry,2025-02-25 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
880,1740495600,,nonentry,2025-02-25 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
881,1740499200,,nonentry,2025-02-25 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
882,1740506400,,nonentry,2025-02-25 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
883,1740510000,,nonentry,2025-02-25 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
884,1740513600,,nonentry,2025-02-25 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
885,1740517200,,nonentry,2025-02-25 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
886,1740520800,,nonentry,2025-02-25 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
887,1740524400,,nonentry,2025-02-25 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
888,1740528000,,nonentry,2025-02-26 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
889,1740531600,,nonentry,2025-02-26 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
890,1740535200,,nonentry,2025-02-26 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
891,1740538800,,nonentry,2025-02-26 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
892,1740542400,,nonentry,2025-02-26 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
893,1740546000,,nonentry,2025-02-26 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
894,1740549600,,nonentry,2025-02-26 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
895,1740553200,,nonentry,2025-02-26 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
896,1740556800,,nonentry,2025-02-26 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
897,1740560400,,nonentry,2025-02-26 09:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
898,1740564000,,nonentry,2025-02-26 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
899,1740567600,,nonentry,2025-02-26 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
900,1740571200,,nonentry,2025-02-26 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
901,1740574800,,nonentry,2025-02-26 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
902,1740578400,L2,entry,2025-02-26 14:00,entered,,ENTRY,long,,5953.0,1740586800,5986.5,TAKE_PROFIT_HARD,1675.0,6667.5,0.0,True,L2,
903,1740582000,L2,nonentry,2025-02-26 15:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
904,1740585600,L2,nonentry,2025-02-26 16:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L2,
905,1740592800,,nonentry,2025-02-26 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
906,1740596400,,nonentry,2025-02-26 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
907,1740600000,,nonentry,2025-02-26 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
908,1740603600,,nonentry,2025-02-26 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
909,1740607200,,nonentry,2025-02-26 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
910,1740610800,,nonentry,2025-02-26 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
911,1740614400,,nonentry,2025-02-27 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
912,1740618000,,nonentry,2025-02-27 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
913,1740621600,,nonentry,2025-02-27 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
914,1740625200,,nonentry,2025-02-27 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
915,1740628800,L1,entry,2025-02-27 04:00,entered,,ENTRY,short,,6004.0,1740649980,5971.4,TAKE_PROFIT_HARD,1630.0000000000182,7017.5,0.0,True,L1,
916,1740632400,L1,nonentry,2025-02-27 05:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
917,1740636000,L1,nonentry,2025-02-27 06:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
918,1740639600,L1,nonentry,2025-02-27 07:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
919,1740643200,L1,nonentry,2025-02-27 08:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
920,1740646800,L1,nonentry,2025-02-27 09:00,open_trade,,NOENTRY,,,,,,,0.0,0.0,0.0,True,L1,
921,1740650400,,nonentry,2025-02-27 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
922,1740654000,,nonentry,2025-02-27 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
923,1740657600,,nonentry,2025-02-27 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
924,1740661200,,nonentry,2025-02-27 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
925,1740664800,,nonentry,2025-02-27 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
926,1740668400,,nonentry,2025-02-27 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
927,1740672000,,nonentry,2025-02-27 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
928,1740679200,,nonentry,2025-02-27 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
929,1740682800,,nonentry,2025-02-27 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
930,1740686400,,nonentry,2025-02-27 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
931,1740690000,,nonentry,2025-02-27 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
932,1740693600,,nonentry,2025-02-27 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
933,1740697200,,nonentry,2025-02-27 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
934,1740700800,,nonentry,2025-02-28 00:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
935,1740704400,,nonentry,2025-02-28 01:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
936,1740708000,,nonentry,2025-02-28 02:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
937,1740711600,,nonentry,2025-02-28 03:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
938,1740715200,,nonentry,2025-02-28 04:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
939,1740718800,,nonentry,2025-02-28 05:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
940,1740722400,,nonentry,2025-02-28 06:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
941,1740726000,,nonentry,2025-02-28 07:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
942,1740729600,,nonentry,2025-02-28 08:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
943,1740733200,L1,entry,2025-02-28 09:00,entered,,ENTRY,long,,5886.75,1740735060,5872.95,STOP_LOSS_HARD,-690.0000000000091,6327.5,690.0,True,L1,
944,1740736800,,nonentry,2025-02-28 10:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
945,1740740400,,nonentry,2025-02-28 11:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
946,1740744000,,nonentry,2025-02-28 12:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
947,1740747600,,nonentry,2025-02-28 13:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
948,1740751200,,nonentry,2025-02-28 14:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
949,1740754800,,nonentry,2025-02-28 15:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
950,1740758400,,nonentry,2025-02-28 16:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
951,1740938400,,nonentry,2025-03-02 18:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
952,1740942000,,nonentry,2025-03-02 19:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
953,1740945600,,nonentry,2025-03-02 20:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
954,1740949200,,nonentry,2025-03-02 21:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
955,1740952800,,nonentry,2025-03-02 22:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
956,1740956400,,nonentry,2025-03-02 23:00,box_silence,,NOENTRY,,,,,,,0.0,0.0,0.0,False,,
