title,n,pred_med,realized_med,realized_mean,instrument,unverified
EIA Crude Oil Stocks Change,540,0.2796685927471926,0.2723530757715707,0.3560491171616511,CL,True
Non Farm Payrolls,115,0.12439056917587268,0.10803024846957557,0.17176331093236122,CL,False
Fed Interest Rate Decision,76,0.0979988082046356,0.08319258397976496,0.13463310010997712,CL,False
API Crude Oil Stock Change,278,0.08979720824089002,0.08303053891371509,0.1280602847162566,CL,True
Inflation Rate MoM,108,0.08565310492506692,0.1015062012123604,0.16234304927319773,CL,False
Durable Goods Orders MoM,119,0.04201745003064704,0.04160599126274834,0.06459274177472904,CL,False
Retail Sales MoM,113,0.039772103940282036,0.037671877943107966,0.05717302208621801,CL,False
