set,instrument,et,title,stop,tp,long_usd,long_outcome,long_t,short_usd,short_outcome,short_t,straddle_usd,both_stopped
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.2,-43.377500000005966,stopped_pre,105,-43.377500000005966,stopped_pre,56,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.4,-43.377500000005966,stopped_pre,105,-43.377500000005966,stopped_pre,56,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.0,-43.377500000005966,stopped_pre,105,-43.377500000005966,stopped_pre,56,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.2,173.51000000000568,tp,109,-86.75499999999374,stopped_post,107,86.75500000001193,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.4,347.01999999999316,tp,276,-86.75499999999374,stopped_post,107,260.2649999999994,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.0,115.0,timed,919,-86.75499999999374,stopped_post,107,28.245000000006257,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.2,173.51000000000568,tp,109,-173.51000000000568,stopped_post,109,0.0,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.4,347.01999999999316,tp,276,-173.51000000000568,stopped_post,109,173.50999999998749,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.0,115.0,timed,919,-173.51000000000568,stopped_post,109,-58.510000000005675,False
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.05,0.2,-41.71500000000378,stopped_post,96,-41.71500000000378,stopped_pre,51,-83.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.05,0.4,-41.71500000000378,stopped_post,96,-41.71500000000378,stopped_pre,51,-83.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.05,0.0,-41.71500000000378,stopped_post,96,-41.71500000000378,stopped_pre,51,-83.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.1,0.2,-83.43000000000757,stopped_post,135,-85.0,stopped_pre,73,-168.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.1,0.4,-83.43000000000757,stopped_post,135,-85.0,stopped_pre,73,-168.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.1,0.0,-83.43000000000757,stopped_post,135,-85.0,stopped_pre,73,-168.43000000000757,True
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.2,0.2,-166.85999999999694,stopped_post,147,166.85999999999694,tp,147,0.0,False
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.2,0.4,-166.85999999999694,stopped_post,147,335.0,tp,583,168.14000000000306,False
RELEASES,NQ,2016-01-15 08:30:00,Retail Sales MoM,0.2,0.0,-166.85999999999694,stopped_post,147,350.0,timed,851,183.14000000000306,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.2,-40.664999999999054,stopped_post,122,-40.664999999999054,stopped_post,163,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.4,-40.664999999999054,stopped_post,122,-40.664999999999054,stopped_post,163,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.0,-40.664999999999054,stopped_post,122,-40.664999999999054,stopped_post,163,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.2,-81.32999999999811,stopped_post,124,-81.32999999999811,stopped_post,166,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.4,-81.32999999999811,stopped_post,124,-81.32999999999811,stopped_post,166,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.0,-81.32999999999811,stopped_post,124,-81.32999999999811,stopped_post,166,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.2,45.0,timed,525,-45.0,timed,525,0.0,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.4,45.0,timed,525,-45.0,timed,525,0.0,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.0,45.0,timed,525,-45.0,timed,525,0.0,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.2,170.0,tp,113,-41.877499999991414,stopped_pre,53,128.12250000000859,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.4,335.0200000000041,tp,222,-41.877499999991414,stopped_pre,53,293.14250000001266,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.0,-41.877499999991414,stopped_post,293,-41.877499999991414,stopped_pre,53,-83.75499999998283,True
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.2,170.0,tp,113,-83.75500000000102,stopped_pre,80,86.24499999999898,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.4,335.0200000000041,tp,222,-83.75500000000102,stopped_pre,80,251.26500000000306,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.0,-83.75500000000102,stopped_post,315,-83.75500000000102,stopped_pre,80,-167.51000000000204,True
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.2,170.0,tp,113,-170.0,stopped_pre,113,0.0,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.4,335.0200000000041,tp,222,-170.0,stopped_pre,113,165.02000000000407,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.0,-167.51000000000204,stopped_post,627,-170.0,stopped_pre,113,-337.51000000000204,True
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.05,0.2,-41.60499999999956,stopped_pre,70,166.41999999999825,tp,79,124.81499999999869,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.05,0.4,-41.60499999999956,stopped_pre,70,332.8399999999965,tp,147,291.23499999999694,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.05,0.0,-41.60499999999956,stopped_pre,70,235.0,timed,629,193.39500000000044,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.1,0.2,-83.20999999999913,stopped_post,78,166.41999999999825,tp,79,83.20999999999913,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.1,0.4,-83.20999999999913,stopped_post,78,332.8399999999965,tp,147,249.62999999999738,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.1,0.0,-83.20999999999913,stopped_post,78,235.0,timed,629,151.79000000000087,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.2,0.2,-166.41999999999825,stopped_post,79,166.41999999999825,tp,79,0.0,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.2,0.4,-166.41999999999825,stopped_post,79,332.8399999999965,tp,147,166.41999999999825,False
RELEASES,NQ,2016-01-28 08:30:00,Durable Goods Orders MoM,0.2,0.0,-166.41999999999825,stopped_post,79,235.0,timed,629,68.58000000000175,False
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.2,-41.52249999999185,stopped_post,119,-41.52249999999185,stopped_pre,70,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.4,-41.52249999999185,stopped_post,119,-41.52249999999185,stopped_pre,70,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.0,-41.52249999999185,stopped_post,119,-41.52249999999185,stopped_pre,70,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.2,-83.04500000000189,stopped_post,119,-85.0,stopped_pre,98,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.4,-83.04500000000189,stopped_post,119,-85.0,stopped_pre,98,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.0,-83.04500000000189,stopped_post,119,-85.0,stopped_pre,98,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.2,-166.09000000000378,stopped_post,119,166.09000000000378,tp,119,0.0,False
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.4,-166.09000000000378,stopped_post,119,332.18000000000757,tp,268,166.09000000000378,False
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.0,-166.09000000000378,stopped_post,119,185.0,timed,961,18.909999999996217,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.05,0.2,160.0,tp,122,-40.0,stopped_pre,41,120.0,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.05,0.4,319.4800000000032,tp,320,-40.0,stopped_pre,41,279.4800000000032,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.05,0.0,190.0,timed,671,-40.0,stopped_pre,41,150.0,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.1,0.2,160.0,tp,122,-80.0,stopped_post,108,80.0,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.1,0.4,319.4800000000032,tp,320,-80.0,stopped_post,108,239.4800000000032,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.1,0.0,190.0,timed,671,-80.0,stopped_post,108,110.0,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.2,0.2,160.0,tp,122,-160.0,stopped_post,122,0.0,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.2,0.4,319.4800000000032,tp,320,-160.0,stopped_post,122,159.4800000000032,False
RELEASES,NQ,2016-02-12 08:30:00,Retail Sales MoM,0.2,0.0,190.0,timed,671,-160.0,stopped_post,122,30.0,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.2,-41.414999999997235,stopped_post,53,-45.0,stopped_post,240,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.4,-41.414999999997235,stopped_post,53,-45.0,stopped_post,240,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.0,-41.414999999997235,stopped_post,53,-45.0,stopped_post,240,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.2,-85.0,stopped_post,81,-82.82999999999447,stopped_post,295,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.4,-85.0,stopped_post,81,-82.82999999999447,stopped_post,295,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.0,-85.0,stopped_post,81,-82.82999999999447,stopped_post,295,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.2,-30.0,timed,514,30.0,timed,514,0.0,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.4,-30.0,timed,514,30.0,timed,514,0.0,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.0,-30.0,timed,514,30.0,timed,514,0.0,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.05,0.2,15.0,timed,553,-42.06500000000233,stopped_post,51,-27.06500000000233,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.05,0.4,15.0,timed,553,-42.06500000000233,stopped_post,51,-27.06500000000233,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.05,0.0,15.0,timed,553,-42.06500000000233,stopped_post,51,-27.06500000000233,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.1,0.2,15.0,timed,553,-84.13000000000466,stopped_post,51,-69.13000000000466,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.1,0.4,15.0,timed,553,-84.13000000000466,stopped_post,51,-69.13000000000466,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.1,0.0,15.0,timed,553,-84.13000000000466,stopped_post,51,-69.13000000000466,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.2,0.2,15.0,timed,553,-15.0,timed,553,0.0,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.2,0.4,15.0,timed,553,-15.0,timed,553,0.0,False
RELEASES,NQ,2016-02-25 08:30:00,Durable Goods Orders MoM,0.2,0.0,15.0,timed,553,-15.0,timed,553,0.0,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.2,173.32000000000335,tp,84,-43.330000000005384,stopped_pre,78,129.98999999999796,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.4,346.6400000000067,tp,84,-43.330000000005384,stopped_pre,78,303.3100000000013,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.0,95.0,timed,855,-43.330000000005384,stopped_pre,78,51.669999999994616,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.2,173.32000000000335,tp,84,-86.65999999999258,stopped_post,84,86.66000000001077,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.4,346.6400000000067,tp,84,-86.65999999999258,stopped_post,84,259.9800000000141,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.0,95.0,timed,855,-86.65999999999258,stopped_post,84,8.340000000007421,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.2,173.32000000000335,tp,84,-173.32000000000335,stopped_post,84,0.0,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.4,346.6400000000067,tp,84,-173.32000000000335,stopped_post,84,173.32000000000335,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.0,95.0,timed,855,-173.32000000000335,stopped_post,84,-78.32000000000335,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.05,0.2,-43.4375,stopped_post,134,65.0,timed,496,21.5625,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.05,0.4,-43.4375,stopped_post,134,65.0,timed,496,21.5625,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.05,0.0,-43.4375,stopped_post,134,65.0,timed,496,21.5625,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.1,0.2,-86.875,stopped_post,198,65.0,timed,496,-21.875,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.1,0.4,-86.875,stopped_post,198,65.0,timed,496,-21.875,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.1,0.0,-86.875,stopped_post,198,65.0,timed,496,-21.875,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.2,0.2,-65.0,timed,496,65.0,timed,496,0.0,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.2,0.4,-65.0,timed,496,65.0,timed,496,0.0,False
RELEASES,NQ,2016-03-15 08:30:00,Retail Sales MoM,0.2,0.0,-65.0,timed,496,65.0,timed,496,0.0,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.2,-43.562500000007276,stopped_post,41,174.24999999999272,tp,298,130.68749999998545,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.4,-43.562500000007276,stopped_post,41,145.0,timed,381,101.43749999999272,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.0,-43.562500000007276,stopped_post,41,145.0,timed,381,101.43749999999272,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.2,-87.12499999999636,stopped_post,189,174.24999999999272,tp,298,87.12499999999636,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.4,-87.12499999999636,stopped_post,189,145.0,timed,381,57.87500000000364,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.0,-87.12499999999636,stopped_post,189,145.0,timed,381,57.87500000000364,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.2,-174.24999999999272,stopped_post,298,174.24999999999272,tp,298,0.0,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.4,-174.24999999999272,stopped_post,298,145.0,timed,381,-29.249999999992724,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.0,-174.24999999999272,stopped_post,298,145.0,timed,381,-29.249999999992724,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.2,174.1899999999987,tp,122,-43.54750000000422,stopped_pre,67,130.64249999999447,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.4,348.3799999999974,tp,151,-43.54750000000422,stopped_pre,67,304.83249999999316,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.0,175.0,timed,1013,-43.54750000000422,stopped_pre,67,131.45249999999578,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.2,174.1899999999987,tp,122,-87.09500000000844,stopped_pre,100,87.09499999999025,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.4,348.3799999999974,tp,151,-87.09500000000844,stopped_pre,100,261.28499999998894,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.0,175.0,timed,1013,-87.09500000000844,stopped_pre,100,87.90499999999156,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.2,174.1899999999987,tp,122,-174.1899999999987,stopped_post,122,0.0,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.4,348.3799999999974,tp,151,-174.1899999999987,stopped_post,122,174.1899999999987,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.0,175.0,timed,1013,-174.1899999999987,stopped_post,122,0.8100000000013097,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.05,0.2,-43.734999999996944,stopped_post,63,110.0,timed,427,66.26500000000306,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.05,0.4,-43.734999999996944,stopped_post,63,110.0,timed,427,66.26500000000306,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.05,0.0,-43.734999999996944,stopped_post,63,110.0,timed,427,66.26500000000306,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.1,0.2,-87.46999999999389,stopped_post,254,110.0,timed,427,22.530000000006112,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.1,0.4,-87.46999999999389,stopped_post,254,110.0,timed,427,22.530000000006112,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.1,0.0,-87.46999999999389,stopped_post,254,110.0,timed,427,22.530000000006112,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.2,0.2,-110.0,timed,427,110.0,timed,427,0.0,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.2,0.4,-110.0,timed,427,110.0,timed,427,0.0,False
RELEASES,NQ,2016-03-24 08:30:00,Durable Goods Orders MoM,0.2,0.0,-110.0,timed,427,110.0,timed,427,0.0,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.2,-44.60250000000087,stopped_post,82,-44.60250000000087,stopped_post,109,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.4,-44.60250000000087,stopped_post,82,-44.60250000000087,stopped_post,109,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.0,-44.60250000000087,stopped_post,82,-44.60250000000087,stopped_post,109,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.2,-89.20500000000175,stopped_post,479,-89.20500000000175,stopped_post,119,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.4,-89.20500000000175,stopped_post,479,-89.20500000000175,stopped_post,119,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.0,-89.20500000000175,stopped_post,479,-89.20500000000175,stopped_post,119,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.2,-178.4100000000035,stopped_post,576,178.4100000000035,tp,576,0.0,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.4,-178.4100000000035,stopped_post,576,115.0,timed,756,-63.41000000000349,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.0,-178.4100000000035,stopped_post,576,115.0,timed,756,-63.41000000000349,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.05,0.2,-50.0,stopped_post,50,-50.0,stopped_post,128,-100.0,True
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.05,0.4,-50.0,stopped_post,50,-50.0,stopped_post,128,-100.0,True
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.05,0.0,-50.0,stopped_post,50,-50.0,stopped_post,128,-100.0,True
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.1,0.2,-90.43499999999767,stopped_post,355,80.0,timed,417,-10.434999999997672,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.1,0.4,-90.43499999999767,stopped_post,355,80.0,timed,417,-10.434999999997672,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.1,0.0,-90.43499999999767,stopped_post,355,80.0,timed,417,-10.434999999997672,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.2,0.2,-80.0,timed,417,80.0,timed,417,0.0,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.2,0.4,-80.0,timed,417,80.0,timed,417,0.0,False
RELEASES,NQ,2016-04-13 08:30:00,Retail Sales MoM,0.2,0.0,-80.0,timed,417,80.0,timed,417,0.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.2,130.0,timed,396,-50.0,stopped_post,137,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.4,130.0,timed,396,-50.0,stopped_post,137,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.0,130.0,timed,396,-50.0,stopped_post,137,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.2,130.0,timed,396,-95.0,stopped_post,236,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.4,130.0,timed,396,-95.0,stopped_post,236,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.0,130.0,timed,396,-95.0,stopped_post,236,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.2,130.0,timed,396,-130.0,timed,396,0.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.4,130.0,timed,396,-130.0,timed,396,0.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.0,130.0,timed,396,-130.0,timed,396,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.05,0.2,-44.78499999999258,stopped_post,29,65.0,timed,286,20.21500000000742,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.05,0.4,-44.78499999999258,stopped_post,29,65.0,timed,286,20.21500000000742,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.05,0.0,-44.78499999999258,stopped_post,29,65.0,timed,286,20.21500000000742,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.1,0.2,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.1,0.4,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.1,0.0,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.2,0.2,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.2,0.4,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-26 08:30:00,Durable Goods Orders MoM,0.2,0.0,-65.0,timed,286,65.0,timed,286,0.0,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.2,-45.0,stopped_pre,34,175.5500000000029,tp,154,130.5500000000029,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.4,-45.0,stopped_pre,34,-45.0,stopped_post,548,-90.0,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.0,-45.0,stopped_pre,34,-45.0,stopped_post,548,-90.0,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.2,-87.77500000000146,stopped_pre,133,175.5500000000029,tp,154,87.77500000000146,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.4,-87.77500000000146,stopped_pre,133,-87.77500000000146,stopped_post,551,-175.5500000000029,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.0,-87.77500000000146,stopped_pre,133,-87.77500000000146,stopped_post,551,-175.5500000000029,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.2,-175.5500000000029,stopped_post,154,175.5500000000029,tp,154,0.0,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.4,-175.5500000000029,stopped_post,154,-175.5500000000029,stopped_post,702,-351.1000000000058,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.0,-175.5500000000029,stopped_post,154,-175.5500000000029,stopped_post,702,-351.1000000000058,True
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.2,-42.93250000000626,stopped_post,86,171.73000000000684,tp,86,128.79750000000058,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.4,-42.93250000000626,stopped_post,86,343.4599999999955,tp,666,300.52749999998923,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.0,-42.93250000000626,stopped_post,86,335.0,timed,793,292.06749999999374,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.2,-85.86499999999432,stopped_post,86,171.73000000000684,tp,86,85.86500000001251,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.4,-85.86499999999432,stopped_post,86,343.4599999999955,tp,666,257.59500000000116,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.0,-85.86499999999432,stopped_post,86,335.0,timed,793,249.13500000000568,False
