instrument,release,n,pearson_r,pearson_p,spearman_r,spearman_p,passes_alpha,rule_accuracy,rule_ci_lo,rule_ci_hi,tradeable,provenance_verified,perm_p,control_spearman_p
CL,Inflation Rate YoY,100,-0.08629175610322774,0.39329207477870426,-0.11399974197393636,0.25874977099309393,False,0.5816326530612245,0.48269880397872866,0.6744081364067871,False,True,,
CL,Initial Jobless Claims,523,0.016199682701140302,0.7116719808209783,-0.09666270372867446,0.02707136323500864,False,0.5386138613861386,0.49500740910762686,0.5816372890076748,False,True,,
CL,JOLTs Job Openings,100,0.020049623653760104,0.8430486708315356,-0.018842166851307886,0.8523904603059256,False,0.5051546391752577,0.40737479068013643,0.6025417655823053,False,True,,
CL,Manufacturing Payrolls,100,-0.2655536975920347,0.007578946451192318,-0.05956813551822645,0.5560522667560698,False,0.5510204081632653,0.4524754605581003,0.6457163771828471,False,True,,
CL,Manufacturing Production MoM,64,-0.21113284876834046,0.09399121535754837,-0.2290750915750915,0.06864085101263086,False,0.5625,0.44086208954219464,0.6770599029805708,False,True,,
CL,Michigan Consumer Expectations Final,45,0.20356512224257273,0.17984836188062694,0.18906455862977603,0.21355537386025136,False,0.5909090909090909,0.4440975373769751,0.7231214437515447,False,True,,
CL,Michigan Consumer Expectations Prel,70,0.018915638155778392,0.8764871606077754,0.0964603783419158,0.4269807068883987,False,0.5074626865671642,0.3906377464551296,0.6234782813147902,False,True,,
CL,Michigan Consumer Sentiment Final,102,-0.012112493062276292,0.9038281136620926,0.1361783216277166,0.17233160056893715,False,0.5353535353535354,0.4376308917006006,0.6304350427984607,False,True,,
CL,Michigan Consumer Sentiment Prel,103,0.011321733004190595,0.9096307041180198,-0.001021450461192974,0.9918297449904573,False,0.5510204081632653,0.4524754605581003,0.6457163771828471,False,True,,
CL,Michigan Current Conditions Final,47,-0.003892637213761281,0.9792828247391773,-0.011332427514781477,0.939736113133718,False,0.5555555555555556,0.41176134490314587,0.6906106996783098,False,True,,
CL,Michigan Current Conditions Prel,72,0.17000400210360753,0.153377841902566,0.15107566654111665,0.20523781468671382,False,0.5362318840579711,0.4197840683378935,0.6488581593278675,False,True,,
CL,Monthly Budget Statement,99,0.27734289781107224,0.005448929031702451,0.061744734015038556,0.5437648772558435,False,0.5104166666666666,0.41196037087654813,0.6080713877093885,False,True,,
CL,NAHB Housing Market Index,103,0.21927460505141574,0.026054919808055455,0.15486924911149197,0.11828582504765124,False,0.5151515151515151,0.41799338270028086,0.6111777320850311,False,True,,
