set,instrument,lead_min,stop_pct,direction,et,title,pnl_usd,stopped_pre_release,pre_usd,resolution_usd
RELEASES,GC,15,0.1,short,2019-05-24 08:30:00,Durable Goods Orders MoM,-128.24000000000524,False,-10.000000000013642,90.0000000000091
RELEASES,GC,15,0.1,short,2019-06-07 08:30:00,Non Farm Payrolls,-134.09999999998945,False,50.0,570.0000000000045
RELEASES,GC,15,0.1,short,2019-06-12 08:30:00,Inflation Rate MoM,-133.85000000000673,False,-120.00000000000455,229.99999999999545
RELEASES,GC,15,0.1,short,2019-06-14 08:30:00,Retail Sales MoM,390.0000000000091,False,19.99999999998181,-409.9999999999909
RELEASES,GC,15,0.1,short,2019-06-19 14:00:00,Fed Interest Rate Decision,-134.920000000011,False,-10.000000000013642,680.0000000000182
RELEASES,GC,15,0.1,short,2019-06-26 08:30:00,Durable Goods Orders MoM,-140.85999999999785,True,440.0000000000091,200.0
RELEASES,GC,15,0.1,short,2019-07-05 08:30:00,Non Farm Payrolls,-141.36000000000877,True,250.0,-1479.9999999999955
RELEASES,GC,15,0.1,short,2019-07-11 08:30:00,Inflation Rate MoM,290.0000000000091,False,-159.9999999999909,-130.0000000000182
RELEASES,GC,15,0.1,short,2019-07-16 08:30:00,Retail Sales MoM,389.99999999998636,False,60.00000000001364,-450.0
RELEASES,GC,15,0.1,short,2019-07-25 08:30:00,Durable Goods Orders MoM,-143.12999999999647,True,70.00000000000455,-479.99999999999545
RELEASES,GC,15,0.1,short,2019-07-31 14:00:00,Fed Interest Rate Decision,-143.83000000000266,True,190.0000000000091,29.999999999995453
RELEASES,GC,15,0.1,short,2019-08-02 08:30:00,Non Farm Payrolls,-144.9100000000044,False,-9.999999999990905,50.0
RELEASES,GC,15,0.1,short,2019-08-13 08:30:00,Inflation Rate MoM,379.99999999999545,False,-209.9999999999909,-170.00000000000455
RELEASES,GC,15,0.1,short,2019-08-15 08:30:00,Retail Sales MoM,-152.35999999999876,True,70.00000000000455,-320.00000000000455
RELEASES,GC,15,0.1,short,2019-08-26 08:30:00,Durable Goods Orders MoM,179.99999999999545,False,-189.99999999998636,9.999999999990905
RELEASES,GC,15,0.1,short,2019-09-06 08:30:00,Non Farm Payrolls,-151.299999999992,True,79.99999999999545,990.0000000000091
RELEASES,GC,15,0.1,short,2019-09-12 08:30:00,Inflation Rate MoM,-152.4599999999964,True,70.00000000000455,400.0
RELEASES,GC,15,0.1,short,2019-09-13 08:30:00,Retail Sales MoM,-151.35000000000218,True,70.00000000000455,-650.0
RELEASES,GC,15,0.1,short,2019-09-18 14:00:00,Fed Interest Rate Decision,-151.61000000000513,True,-29.999999999995453,-1109.999999999991
RELEASES,GC,15,0.1,short,2019-09-27 08:30:00,Durable Goods Orders MoM,-150.03999999998996,True,229.99999999999545,-20.000000000004547
RELEASES,GC,15,0.1,short,2019-10-04 08:30:00,Non Farm Payrolls,-151.3200000000097,True,209.9999999999909,-700.0
RELEASES,GC,15,0.1,short,2019-10-10 08:30:00,Inflation Rate MoM,-151.26000000000204,True,180.0000000000182,-810.0000000000136
RELEASES,GC,15,0.1,short,2019-10-16 08:30:00,Retail Sales MoM,-148.37999999999738,False,-120.00000000000455,820.0000000000045
RELEASES,GC,15,0.1,short,2019-10-24 08:30:00,Durable Goods Orders MoM,-149.5100000000093,False,-29.999999999995453,170.00000000000455
RELEASES,GC,15,0.1,short,2019-10-30 14:00:00,Fed Interest Rate Decision,350.0,False,-19.99999999998181,-330.0000000000182
RELEASES,GC,15,0.1,short,2019-11-01 08:30:00,Non Farm Payrolls,-151.25000000000455,True,79.99999999999545,-420.00000000000455
RELEASES,GC,15,0.1,short,2019-11-13 08:30:00,Inflation Rate MoM,79.99999999999545,False,-50.0,-29.999999999995453
RELEASES,GC,15,0.1,short,2019-11-15 08:30:00,Retail Sales MoM,-146.59999999998945,True,59.999999999990905,140.0000000000091
RELEASES,GC,15,0.1,short,2019-11-27 08:30:00,Durable Goods Orders MoM,179.99999999999545,False,0.0,-179.99999999999545
RELEASES,GC,15,0.1,short,2019-12-06 08:30:00,Non Farm Payrolls,-148.09999999999945,True,250.0,-1140.000000000009
RELEASES,GC,15,0.1,short,2019-12-11 08:30:00,Inflation Rate MoM,-146.97000000001026,False,120.00000000000455,109.9999999999909
RELEASES,GC,15,0.1,short,2019-12-11 14:00:00,Fed Interest Rate Decision,-147.47999999999593,False,29.999999999995453,320.00000000000455
RELEASES,GC,15,0.1,short,2019-12-13 08:30:00,Retail Sales MoM,-147.60000000001128,False,-29.999999999995453,-210.00000000001364
RELEASES,GC,15,0.1,short,2019-12-23 08:30:00,Durable Goods Orders MoM,-148.49999999999,False,50.0,90.0000000000091
RELEASES,GC,15,0.1,short,2020-01-10 08:30:00,Non Farm Payrolls,-154.9299999999903,False,50.0,529.9999999999955
RELEASES,GC,15,0.1,short,2020-01-14 08:30:00,Inflation Rate MoM,-154.37999999999192,False,40.000000000009095,-40.000000000009095
RELEASES,GC,15,0.1,short,2020-01-16 08:30:00,Retail Sales MoM,239.99999999998636,False,-79.99999999999545,-159.9999999999909
RELEASES,GC,15,0.1,short,2020-01-28 08:30:00,Durable Goods Orders MoM,-157.2300000000041,False,70.00000000000455,90.0000000000091
RELEASES,GC,15,0.1,short,2020-01-29 14:00:00,Fed Interest Rate Decision,-156.97999999999865,False,-29.999999999995453,159.9999999999909
RELEASES,GC,15,0.1,short,2020-02-07 08:30:00,Non Farm Payrolls,-156.9400000000087,False,-80.00000000001819,290.0000000000091
RELEASES,GC,15,0.1,short,2020-02-13 08:30:00,Inflation Rate MoM,-157.5700000000097,False,79.99999999999545,150.0
RELEASES,GC,15,0.1,short,2020-02-14 08:30:00,Retail Sales MoM,-157.84000000001015,False,50.0,389.99999999998636
RELEASES,GC,15,0.1,short,2020-02-27 08:30:00,Durable Goods Orders MoM,40.000000000009095,False,-240.0000000000091,200.0
RELEASES,GC,15,0.1,short,2020-03-06 08:30:00,Non Farm Payrolls,1459.999999999991,False,-1059.999999999991,-400.0
RELEASES,GC,15,0.1,short,2020-03-11 08:30:00,Inflation Rate MoM,-166.86999999999443,True,-29.999999999995453,-280.0000000000182
RELEASES,GC,15,0.1,short,2020-03-17 08:30:00,Retail Sales MoM,-147.420000000011,True,970.0000000000045,-150.0
RELEASES,GC,15,0.1,short,2020-03-25 08:30:00,Durable Goods Orders MoM,-163.1599999999935,True,180.0000000000182,-390.0000000000091
RELEASES,GC,15,0.1,short,2020-04-03 08:30:00,Non Farm Payrolls,-163.8300000000072,True,329.99999999999545,100.0
RELEASES,GC,15,0.1,short,2020-04-15 08:30:00,Retail Sales MoM,-174.9499999999898,True,50.0,-670.0000000000045
RELEASES,GC,15,0.1,short,2020-04-24 08:30:00,Durable Goods Orders MoM,160.00000000001364,False,-430.0000000000182,270.00000000000455
RELEASES,GC,15,0.1,short,2020-04-29 14:00:00,Fed Interest Rate Decision,-171.550000000002,True,100.0,29.999999999995453
RELEASES,GC,15,0.1,short,2020-05-08 08:30:00,Non Farm Payrolls,-172.73999999999887,True,-460.00000000001364,-450.0
RELEASES,GC,15,0.1,short,2020-05-12 08:30:00,Inflation Rate MoM,370.00000000000455,False,-280.0000000000182,-89.99999999998636
RELEASES,GC,15,0.1,short,2020-05-15 08:30:00,Retail Sales MoM,-174.350000000004,True,170.00000000000455,700.0
RELEASES,GC,15,0.1,short,2020-05-28 08:30:00,Durable Goods Orders MoM,209.9999999999909,False,-50.0,-159.9999999999909
RELEASES,GC,15,0.1,short,2020-06-05 08:30:00,Non Farm Payrolls,-170.34000000001015,True,89.99999999998636,-1920.0000000000045
RELEASES,GC,15,0.1,short,2020-06-10 08:30:00,Inflation Rate MoM,70.00000000000455,False,-170.00000000000455,100.0
RELEASES,GC,15,0.1,short,2020-06-10 14:00:00,Fed Interest Rate Decision,-172.0600000000104,False,130.0000000000182,1589.9999999999864
RELEASES,GC,15,0.1,short,2020-06-16 08:30:00,Retail Sales MoM,100.0,False,20.000000000004547,-120.00000000000455
RELEASES,GC,15,0.1,short,2020-06-25 08:30:00,Durable Goods Orders MoM,-176.71000000000276,False,-179.99999999999545,460.00000000001364
RELEASES,GC,15,0.1,short,2020-07-02 08:30:00,Non Farm Payrolls,280.0000000000182,False,-440.0000000000091,159.9999999999909
RELEASES,GC,15,0.1,short,2020-07-14 08:30:00,Inflation Rate MoM,-180.35999999999603,False,-69.99999999998181,439.99999999998636
RELEASES,GC,15,0.1,short,2020-07-16 08:30:00,Retail Sales MoM,-180.63999999999396,False,-50.0,200.0
RELEASES,GC,15,0.1,short,2020-07-27 08:30:00,Durable Goods Orders MoM,-193.14999999999145,True,129.99999999999545,-459.9999999999909
RELEASES,GC,15,0.1,short,2020-07-29 14:00:00,Fed Interest Rate Decision,-195.41999999999007,False,-190.0000000000091,940.0000000000091
RELEASES,GC,15,0.1,short,2020-08-07 08:30:00,Non Farm Payrolls,-206.55000000001564,False,-530.0000000000182,1210.0000000000364
RELEASES,GC,15,0.1,short,2020-08-12 08:30:00,Inflation Rate MoM,-194.1000000000031,True,309.9999999999909,20.000000000004547
RELEASES,GC,15,0.1,short,2020-08-14 08:30:00,Retail Sales MoM,250.0,False,-590.0000000000091,340.0000000000091
RELEASES,GC,15,0.1,short,2020-08-26 08:30:00,Durable Goods Orders MoM,950.0,False,-579.9999999999955,-370.00000000000455
RELEASES,GC,15,0.1,short,2020-09-04 08:30:00,Non Farm Payrolls,-194.399999999996,True,320.00000000000455,-1029.9999999999955
RELEASES,GC,15,0.1,short,2020-09-11 08:30:00,Inflation Rate MoM,-20.000000000004547,False,-279.99999999999545,300.0
RELEASES,GC,15,0.1,short,2020-09-16 08:30:00,Retail Sales MoM,-197.48999999999342,True,339.99999999998636,-209.9999999999909
RELEASES,GC,15,0.1,short,2020-09-16 14:00:00,Fed Interest Rate Decision,-196.8699999999899,True,239.99999999998636,160.00000000001364
RELEASES,GC,15,0.1,short,2020-09-25 08:30:00,Durable Goods Orders MoM,50.0,False,-110.00000000001364,60.00000000001364
RELEASES,GC,15,0.1,short,2020-10-02 08:30:00,Non Farm Payrolls,220.00000000000455,False,-109.9999999999909,-110.00000000001364
RELEASES,GC,15,0.1,short,2020-10-13 08:30:00,Inflation Rate MoM,-192.64000000000578,False,-110.00000000001364,-439.99999999998636
RELEASES,GC,15,0.1,short,2020-10-16 08:30:00,Retail Sales MoM,590.0000000000091,False,-250.0,-340.0000000000091
RELEASES,GC,15,0.1,short,2020-10-27 08:30:00,Durable Goods Orders MoM,-70.00000000000455,False,-50.0,120.00000000000455
RELEASES,GC,15,0.1,short,2020-11-05 14:00:00,Fed Interest Rate Decision,140.0000000000091,False,-110.00000000001364,-29.999999999995453
RELEASES,GC,15,0.1,short,2020-11-06 08:30:00,Non Farm Payrolls,-195.54000000000542,True,29.999999999995453,270.00000000000455
RELEASES,GC,15,0.1,short,2020-11-12 08:30:00,Inflation Rate MoM,-186.58000000000357,True,340.0000000000091,370.00000000000455
RELEASES,GC,15,0.1,short,2020-11-17 08:30:00,Retail Sales MoM,-188.68999999999687,True,59.999999999990905,140.0000000000091
RELEASES,GC,15,0.1,short,2020-11-25 08:30:00,Durable Goods Orders MoM,-180.97000000000207,True,320.00000000000455,-150.0
RELEASES,GC,15,0.1,short,2020-12-04 08:30:00,Non Farm Payrolls,-184.42000000000007,True,70.00000000000455,-240.0000000000091
RELEASES,GC,15,0.1,short,2020-12-10 08:30:00,Inflation Rate MoM,-184.15999999999713,True,60.00000000001364,629.9999999999955
RELEASES,GC,15,0.1,short,2020-12-16 08:30:00,Retail Sales MoM,510.00000000001364,False,-630.0000000000182,120.00000000000455
RELEASES,GC,15,0.1,short,2020-12-16 14:00:00,Fed Interest Rate Decision,940.0000000000091,False,-100.0,-840.0000000000091
RELEASES,GC,15,0.1,short,2020-12-23 08:30:00,Durable Goods Orders MoM,-186.79999999999382,False,140.0000000000091,359.9999999999909
RELEASES,GC,15,0.1,short,2021-01-08 08:30:00,Non Farm Payrolls,-188.35999999998876,True,190.0000000000091,-440.0000000000091
RELEASES,GC,15,0.1,short,2021-01-13 08:30:00,Inflation Rate MoM,-185.14999999999873,True,200.0,500.0
RELEASES,GC,15,0.1,short,2021-01-15 08:30:00,Retail Sales MoM,-184.68000000000302,True,179.99999999999545,-700.0
RELEASES,GC,15,0.1,short,2021-01-27 08:30:00,Durable Goods Orders MoM,-183.8899999999967,True,229.99999999999545,-210.00000000001364
RELEASES,GC,15,0.1,short,2021-01-27 14:00:00,Fed Interest Rate Decision,-184.3800000000101,False,50.0,-20.000000000004547
RELEASES,GC,15,0.1,short,2021-02-05 08:30:00,Non Farm Payrolls,-179.81999999999516,False,-100.0,739.9999999999864
RELEASES,GC,15,0.1,short,2021-02-10 08:30:00,Inflation Rate MoM,-184.49000000000524,False,-180.0000000000182,1270.0000000000045
RELEASES,GC,15,0.1,short,2021-02-17 08:30:00,Retail Sales MoM,969.9999999999818,False,-829.9999999999955,-139.99999999998636
RELEASES,GC,15,0.1,short,2021-02-25 08:30:00,Durable Goods Orders MoM,-178.37999999999283,True,-229.99999999999545,-40.000000000009095
RELEASES,GC,15,0.1,short,2021-03-05 08:30:00,Non Farm Payrolls,-169.38000000000102,False,-9.999999999990905,259.9999999999909
RELEASES,GC,15,0.1,short,2021-03-10 08:30:00,Inflation Rate MoM,-171.17000000000644,False,-160.00000000001364,620.0000000000045
RELEASES,GC,15,0.1,short,2021-03-16 08:30:00,Retail Sales MoM,309.9999999999909,False,-120.00000000000455,-189.99999999998636
RELEASES,GC,15,0.1,short,2021-03-17 14:00:00,Fed Interest Rate Decision,-172.7200000000039,False,120.00000000000455,1259.999999999991
RELEASES,GC,15,0.1,short,2021-03-24 08:30:00,Durable Goods Orders MoM,-172.92999999999665,True,140.0000000000091,89.99999999998636
RELEASES,GC,15,0.1,short,2021-04-13 08:30:00,Inflation Rate MoM,-173.25000000000728,True,9.999999999990905,860.0000000000136
RELEASES,GC,15,0.1,short,2021-04-15 08:30:00,Retail Sales MoM,-175.08000000000266,True,-179.99999999999545,20.000000000004547
RELEASES,GC,15,0.1,short,2021-04-26 08:30:00,Durable Goods Orders MoM,-177.18999999999596,False,-90.0000000000091,370.00000000000455
RELEASES,GC,15,0.1,short,2021-04-28 14:00:00,Fed Interest Rate Decision,-177.2799999999961,False,79.99999999999545,50.0
RELEASES,GC,15,0.1,short,2021-05-07 08:30:00,Non Farm Payrolls,-181.88000000000102,True,50.0,1970.0000000000045
RELEASES,GC,15,0.1,short,2021-05-12 08:30:00,Inflation Rate MoM,-183.32000000000335,True,39.99999999998636,270.00000000000455
RELEASES,GC,15,0.1,short,2021-05-14 08:30:00,Retail Sales MoM,-183.78999999999905,False,-30.00000000001819,-329.99999999999545
RELEASES,GC,15,0.1,short,2021-05-27 08:30:00,Durable Goods Orders MoM,-189.46000000000822,True,220.00000000000455,270.00000000000455
RELEASES,GC,15,0.1,short,2021-06-04 08:30:00,Non Farm Payrolls,-187.42999999999483,True,-159.9999999999909,1200.0
RELEASES,GC,15,0.1,short,2021-06-10 08:30:00,Inflation Rate MoM,-187.86000000000058,False,-59.999999999990905,1009.9999999999909
RELEASES,GC,15,0.1,short,2021-06-15 08:30:00,Retail Sales MoM,-186.71999999999116,True,-220.00000000000455,150.0
RELEASES,GC,15,0.1,short,2021-06-16 14:00:00,Fed Interest Rate Decision,-186.1699999999928,True,279.99999999999545,-2879.9999999999955
RELEASES,GC,15,0.1,short,2021-06-24 08:30:00,Durable Goods Orders MoM,220.00000000000455,False,-160.00000000001364,-59.999999999990905
RELEASES,GC,15,0.1,short,2021-07-02 08:30:00,Non Farm Payrolls,-178.50000000000819,False,-370.00000000000455,829.9999999999955
RELEASES,GC,15,0.1,short,2021-07-13 08:30:00,Inflation Rate MoM,-181.26999999999498,True,129.99999999999545,90.0000000000091
RELEASES,GC,15,0.1,short,2021-07-16 08:30:00,Retail Sales MoM,-182.04000000000633,True,109.9999999999909,350.0
RELEASES,GC,15,0.1,short,2021-07-27 08:30:00,Durable Goods Orders MoM,-180.2599999999984,True,120.00000000000455,70.00000000000455
RELEASES,GC,15,0.1,short,2021-07-28 14:00:00,Fed Interest Rate Decision,-179.7900000000027,False,-70.00000000000455,-29.999999999995453
RELEASES,GC,15,0.1,short,2021-08-06 08:30:00,Non Farm Payrolls,2209.999999999991,False,-70.00000000000455,-2139.9999999999864
RELEASES,GC,15,0.1,short,2021-08-11 08:30:00,Inflation Rate MoM,-173.97000000000844,False,-300.0,1100.0
RELEASES,GC,15,0.1,short,2021-08-17 08:30:00,Retail Sales MoM,-179.4399999999996,True,-10.000000000013642,-209.9999999999909
RELEASES,GC,15,0.1,short,2021-08-25 08:30:00,Durable Goods Orders MoM,-179.40000000000964,True,20.000000000004547,300.0
RELEASES,GC,15,0.1,short,2021-09-03 08:30:00,Non Farm Payrolls,-181.70000000000073,True,-29.999999999995453,779.9999999999955
RELEASES,GC,15,0.1,short,2021-09-14 08:30:00,Inflation Rate MoM,-178.71999999999844,False,-220.00000000000455,650.0
RELEASES,GC,15,0.1,short,2021-09-16 08:30:00,Retail Sales MoM,829.9999999999955,False,-179.99999999999545,-650.0
RELEASES,GC,15,0.1,short,2021-09-22 14:00:00,Fed Interest Rate Decision,-177.70000000000437,False,9.999999999990905,1110.0000000000136
RELEASES,GC,15,0.1,short,2021-09-27 08:30:00,Durable Goods Orders MoM,-174.97000000000753,True,150.0,229.99999999999545
RELEASES,GC,15,0.1,short,2021-10-08 08:30:00,Non Farm Payrolls,-176.5100000000075,False,-250.0,1370.0000000000045
RELEASES,GC,15,0.1,short,2021-10-13 08:30:00,Inflation Rate MoM,-177.66999999998916,False,-79.99999999999545,-1690.000000000009
RELEASES,GC,15,0.1,short,2021-10-15 08:30:00,Retail Sales MoM,110.00000000001364,False,-60.00000000001364,-50.0
RELEASES,GC,15,0.1,short,2021-10-27 08:30:00,Durable Goods Orders MoM,230.0000000000182,False,-150.0,-80.00000000001819
RELEASES,GC,15,0.1,short,2021-11-03 14:00:00,Fed Interest Rate Decision,-176.6300000000001,False,-79.99999999999545,-79.99999999999545
RELEASES,GC,15,0.1,short,2021-11-05 08:30:00,Non Farm Payrolls,-179.41000000000713,False,-159.9999999999909,-50.0
RELEASES,GC,15,0.1,short,2021-11-10 08:30:00,Inflation Rate MoM,-182.86000000000513,False,-50.0,2500.0
RELEASES,GC,15,0.1,short,2021-11-16 08:30:00,Retail Sales MoM,650.0,False,-429.99999999999545,-220.00000000000455
RELEASES,GC,15,0.1,short,2021-11-24 08:30:00,Durable Goods Orders MoM,-50.0,False,-309.9999999999909,359.9999999999909
RELEASES,GC,15,0.1,short,2021-12-03 08:30:00,Non Farm Payrolls,-177.25000000000364,False,-220.00000000000455,250.0
RELEASES,GC,15,0.1,short,2021-12-10 08:30:00,Inflation Rate MoM,-177.6299999999992,True,-150.0,279.99999999999545
RELEASES,GC,15,0.1,short,2021-12-15 08:30:00,Retail Sales MoM,-177.01999999999316,False,139.99999999998636,-129.99999999999545
RELEASES,GC,15,0.1,short,2021-12-15 14:00:00,Fed Interest Rate Decision,-176.25000000000455,False,29.999999999995453,210.00000000001364
RELEASES,GC,15,0.1,short,2021-12-23 08:30:00,Durable Goods Orders MoM,-180.600000000004,True,309.9999999999909,-29.999999999995453
RELEASES,GC,15,0.1,short,2022-01-07 08:30:00,Non Farm Payrolls,-178.82999999999356,True,10.000000000013642,200.0
RELEASES,GC,15,0.1,short,2022-01-12 08:30:00,Inflation Rate MoM,-181.899999999996,False,-9.999999999990905,379.99999999999545
RELEASES,GC,15,0.1,short,2022-01-14 08:30:00,Retail Sales MoM,-182.03000000000884,True,300.0,279.99999999999545
RELEASES,GC,15,0.1,short,2022-01-26 14:00:00,Fed Interest Rate Decision,-110.00000000001364,False,-250.0,360.00000000001364
RELEASES,GC,15,0.1,short,2022-01-27 08:30:00,Durable Goods Orders MoM,-180.85000000000946,True,-90.0000000000091,-359.9999999999909
