et,title,direction,qty,entry,exit_price,outcome,exit_s_from_release,pnl_points,pnl_usd,net_stressed_usd
2024-07-11 08:30:00,Inflation Rate MoM,long,1,2069.5,2077.778,tp,1.0,8.277999999999793,413.89999999998963,391.39999999998963
2024-07-31 14:00:00,Fed Interest Rate Decision,long,1,2280.4,2278.1196,stopped_pre,-104.0,-2.2804000000000997,-114.02000000000498,-136.52000000000498
2024-08-02 08:30:00,Non Farm Payrolls,long,1,2164.9,2162.7351,stopped_pre,-114.0,-2.164900000000216,-108.2450000000108,-130.7450000000108
2024-08-14 08:30:00,Inflation Rate MoM,long,1,2118.7,2116.5813,stopped_post,1.0,-2.11869999999999,-105.93499999999949,-128.4349999999995
2024-09-06 08:30:00,Non Farm Payrolls,long,1,2125.8,2123.6742000000004,stopped_pre,-1.0,-2.125799999999799,-106.28999999998996,-128.78999999998996
2024-09-11 08:30:00,Inflation Rate MoM,long,1,2098.8,2096.7012,stopped_pre,-95.0,-2.0988000000002103,-104.94000000001051,-127.44000000001051
2024-09-18 14:00:00,Fed Interest Rate Decision,long,1,2229.0,2226.771,stopped_post,0.0,-2.2289999999998145,-111.44999999999072,-133.94999999999072
2024-10-04 08:30:00,Non Farm Payrolls,long,1,2212.7,2210.4873,stopped_pre,-68.0,-2.2127000000000407,-110.63500000000204,-133.13500000000204
2024-10-10 08:30:00,Inflation Rate MoM,long,1,2216.9,2214.6831,stopped_pre,-170.0,-2.216899999999896,-110.8449999999948,-133.3449999999948
2024-11-01 08:30:00,Non Farm Payrolls,long,1,2214.2,2211.9858,stopped_post,1.0,-2.2141999999998916,-110.70999999999458,-133.20999999999458
2024-11-07 14:00:00,Fed Interest Rate Decision,long,1,2398.8,2396.4012000000002,stopped_post,20.0,-2.3987999999999374,-119.93999999999687,-142.43999999999687
2024-11-13 08:30:00,Inflation Rate MoM,long,1,2398.5,2396.1015,stopped_pre,-53.0,-2.3984999999997854,-119.92499999998927,-142.42499999998927
2024-12-06 08:30:00,Non Farm Payrolls,long,1,2407.5,2405.0925,stopped_post,1.0,-2.4074999999998,-120.37499999999,-142.87499999999
2024-12-11 08:30:00,Inflation Rate MoM,long,1,2394.8,2392.4,stopped_pre,-77.0,-2.400000000000091,-120.00000000000455,-142.50000000000455
2024-12-18 14:00:00,Fed Interest Rate Decision,long,1,2379.5,2377.1205,stopped_post,1.0,-2.3795000000000073,-118.97500000000036,-141.47500000000036
2025-01-10 08:30:00,Non Farm Payrolls,long,1,2248.3,2246.0517,stopped_pre,-1.0,-2.2483000000001994,-112.41500000000997,-134.91500000000997
2025-01-15 08:30:00,Inflation Rate MoM,long,1,2240.0,2237.76,stopped_pre,-205.0,-2.2399999999997817,-111.99999999998909,-134.4999999999891
2025-01-29 14:00:00,Fed Interest Rate Decision,long,1,2299.4,2297.1006,stopped_post,0.0,-2.2993999999998778,-114.96999999999389,-137.4699999999939
2025-02-07 08:30:00,Non Farm Payrolls,long,1,2313.6,2322.8543999999997,tp,1.0,9.254399999999805,462.71999999999025,440.21999999999025
2025-02-12 08:30:00,Inflation Rate MoM,long,1,2296.6,2294.3034,stopped_post,1.0,-2.296600000000126,-114.8300000000063,-137.3300000000063
2025-03-07 08:30:00,Non Farm Payrolls,long,1,2073.4,2071.3266,stopped_pre,-45.0,-2.0734000000002197,-103.67000000001099,-126.17000000001099
2025-03-12 08:30:00,Inflation Rate MoM,long,1,2039.6,2047.7584,tp,1.0,8.158400000000029,407.92000000000144,385.42000000000144
2025-03-19 14:00:00,Fed Interest Rate Decision,long,1,2078.3,2076.2217,stopped_pre,-15.0,-2.0783000000001266,-103.91500000000633,-126.41500000000633
2025-04-04 08:30:00,Non Farm Payrolls,long,1,1840.6,1848.0,tp,-128.0,7.400000000000091,370.00000000000455,347.50000000000455
2025-04-10 08:30:00,Inflation Rate MoM,long,1,1864.5,1862.6,stopped_pre,-227.0,-1.900000000000091,-95.00000000000455,-117.50000000000455
2025-05-02 08:30:00,Non Farm Payrolls,long,1,1998.2,2006.1928,tp,1.0,7.992799999999988,399.6399999999994,377.1399999999994
2025-05-07 14:00:00,Fed Interest Rate Decision,long,1,1993.9,1991.9061000000002,stopped_post,12.0,-1.9938999999999396,-99.69499999999698,-122.19499999999698
2025-05-13 08:30:00,Inflation Rate MoM,long,1,2104.5,2112.918,tp,1.0,8.41800000000012,420.900000000006,398.400000000006
2025-06-06 08:30:00,Non Farm Payrolls,long,1,2110.8,2119.2432000000003,tp,1.0,8.44320000000016,422.16000000000804,399.66000000000804
2025-06-11 08:30:00,Inflation Rate MoM,long,1,2156.1,2164.7244,tp,1.0,8.62440000000015,431.22000000000753,408.72000000000753
2025-06-18 14:00:00,Fed Interest Rate Decision,long,1,2139.4,2147.9576,tp,20.0,8.557600000000093,427.88000000000466,405.38000000000466
2025-07-03 08:30:00,Non Farm Payrolls,long,1,2262.4,2260.1376,stopped_pre,-180.0,-2.2624000000000706,-113.12000000000353,-135.62000000000353
2025-07-15 08:30:00,Inflation Rate MoM,long,1,2259.3,2268.3372000000004,tp,1.0,9.037200000000212,451.8600000000106,429.3600000000106
2025-07-30 14:00:00,Fed Interest Rate Decision,long,1,2273.2,2270.9267999999997,stopped_post,0.0,-2.273200000000088,-113.6600000000044,-136.1600000000044
2025-08-01 08:30:00,Non Farm Payrolls,long,1,2192.8,2190.6,stopped_pre,-130.0,-2.200000000000273,-110.00000000001364,-132.50000000001364
2025-08-12 08:30:00,Inflation Rate MoM,long,1,2234.8,2243.7392,tp,1.0,8.9391999999998,446.95999999999003,424.45999999999003
2025-09-05 08:30:00,Non Farm Payrolls,long,1,2380.6,2378.2194,stopped_post,8.0,-2.3805999999999585,-119.02999999999793,-141.52999999999793
2025-09-11 08:30:00,Inflation Rate MoM,long,1,2385.1,2382.7149,stopped_post,2.0,-2.385099999999966,-119.25499999999829,-141.7549999999983
2025-09-17 14:00:00,Fed Interest Rate Decision,long,1,2438.8,2448.5552000000002,tp,1.0,9.755200000000059,487.76000000000295,465.26000000000295
2025-10-24 08:30:00,Inflation Rate MoM,long,1,2506.9,2516.9276,tp,1.0,10.027599999999893,501.37999999999465,478.87999999999465
2025-10-29 14:00:00,Fed Interest Rate Decision,long,1,2534.1,2531.5,stopped_pre,-189.0,-2.599999999999909,-129.99999999999545,-152.49999999999545
2025-11-20 08:30:00,Non Farm Payrolls,long,1,2372.0,2369.628,stopped_pre,-162.0,-2.3719999999998436,-118.59999999999218,-141.09999999999218
2025-12-10 14:00:00,Fed Interest Rate Decision,long,1,2531.6,2541.7264,tp,41.0,10.126400000000103,506.32000000000517,483.82000000000517
2025-12-16 08:30:00,Non Farm Payrolls,long,1,2551.4,2561.6056,tp,30.0,10.205599999999777,510.27999999998883,487.77999999998883
2026-01-09 08:30:00,Non Farm Payrolls,long,1,2626.7,2637.2068,tp,1.0,10.506800000000112,525.3400000000056,502.8400000000056
2026-01-13 08:30:00,Inflation Rate MoM,long,1,2644.0,2654.576,tp,2.0,10.576000000000022,528.8000000000011,506.3000000000011
2026-01-28 14:00:00,Fed Interest Rate Decision,long,1,2666.0,2663.334,stopped_post,133.0,-2.6660000000001673,-133.30000000000837,-155.80000000000837
2026-02-11 08:30:00,Non Farm Payrolls,long,1,2693.0,2703.772,tp,6.0,10.771999999999935,538.5999999999967,516.0999999999967
2026-02-13 08:30:00,Inflation Rate MoM,long,1,2619.9,2630.3796,tp,4.0,10.479600000000119,523.9800000000059,501.48000000000593
2026-03-06 08:30:00,Non Farm Payrolls,long,1,2564.4,2561.8356,stopped_post,1.0,-2.564400000000205,-128.22000000001026,-150.72000000001026
2026-03-11 08:30:00,Inflation Rate MoM,long,1,2538.1,2548.2524,tp,1.0,10.152399999999943,507.61999999999716,485.11999999999716
2026-03-18 14:00:00,Fed Interest Rate Decision,long,1,2522.1,2524.2,timed,900.0,2.099999999999909,104.99999999999545,82.49999999999545
2026-04-03 08:30:00,Non Farm Payrolls,long,1,2533.4,2530.8666000000003,stopped_post,1.0,-2.5333999999998014,-126.66999999999007,-149.16999999999007
2026-04-10 08:30:00,Inflation Rate MoM,long,1,2651.5,2662.106,tp,1.0,10.606000000000222,530.3000000000111,507.8000000000111
2026-04-29 14:00:00,Fed Interest Rate Decision,long,1,2742.1,2739.3579,stopped_post,17.0,-2.7420999999999367,-137.10499999999683,-159.60499999999683
2026-05-08 08:30:00,Non Farm Payrolls,long,1,2863.5,2874.954,tp,330.0,11.454000000000178,572.7000000000089,550.2000000000089
2026-05-12 08:30:00,Inflation Rate MoM,long,1,2865.4,2876.8616,tp,1.0,11.46160000000009,573.0800000000045,550.5800000000045
2026-06-05 08:30:00,Non Farm Payrolls,long,1,2922.0,2919.078,stopped_post,21.0,-2.9220000000000255,-146.10000000000127,-168.60000000000127
2026-06-10 08:30:00,Inflation Rate MoM,long,1,2845.7,2857.0827999999997,tp,2.0,11.382799999999861,569.139999999993,546.639999999993
2026-06-17 14:00:00,Fed Interest Rate Decision,long,1,3000.8,2997.7992000000004,stopped_post,1.0,-3.000799999999799,-150.03999999998996,-172.53999999998996
2026-07-02 08:30:00,Non Farm Payrolls,long,1,3044.6,3056.7783999999997,tp,30.0,12.178399999999783,608.9199999999892,586.4199999999892
2026-07-14 08:30:00,Inflation Rate MoM,long,1,2974.5,2986.398,tp,1.0,11.898000000000138,594.9000000000069,572.4000000000069
2026-07-29 14:00:00,Fed Interest Rate Decision,long,1,2930.7,2942.4228,tp,3.0,11.722800000000007,586.1400000000003,563.6400000000003
2026-08-07 08:30:00,Non Farm Payrolls,long,1,3022.2,3034.2888,tp,9.0,12.088799999999992,604.4399999999996,581.9399999999996
