title,et,unverified,jump_pct,res_pct,pred,abs_fp
Non Farm Payrolls,2016-09-02 08:30:00,False,0.12026143790849672,0.3137254901960784,0.23656863508573062,95.0
Retail Sales MoM,2016-09-15 08:30:00,False,0.09473684210526315,0.057897784093899674,0.06415286040649033,0.2
Durable Goods Orders MoM,2016-09-28 08:30:00,False,0.010279605263157894,0.04111630775556355,0.024892471283879093,5.0
Non Farm Payrolls,2016-10-07 08:30:00,False,0.1284884617361361,0.1644736842105263,0.1903114186851211,8.0
Retail Sales MoM,2016-10-14 08:30:00,False,0.02077706212341575,0.08830251402451694,0.07622781226178808,0.8
Inflation Rate MoM,2016-10-18 08:30:00,False,0.020668630186534385,0.1756833565855423,0.022897130532979176,0.09999999999999998
Durable Goods Orders MoM,2016-10-27 08:30:00,False,0.0,0.08719290147202133,0.023200510411229048,0.19999999999999998
Non Farm Payrolls,2016-11-04 08:30:00,False,0.03744717273845825,0.09094799914401884,0.1650369112992342,16.0
Retail Sales MoM,2016-11-15 08:30:00,False,0.03178976369608986,0.1112641729363145,0.06415286040649033,0.4
Inflation Rate MoM,2016-11-17 08:30:00,False,0.046982668615577365,0.12007308796658836,0.020668630186534385,0.10000000000000003
Durable Goods Orders MoM,2016-11-23 08:30:00,False,0.015396458814472672,0.14883243520656916,0.022766577577341393,1.1
Non Farm Payrolls,2016-12-02 08:30:00,False,0.010574736953418283,0.10043344962469605,0.1397624039133473,33.0
Retail Sales MoM,2016-12-14 08:30:00,False,0.0151875664456032,0.0303751328912064,0.052077908551192584,0.3
Inflation Rate MoM,2016-12-15 08:30:00,False,0.010156408693885842,0.09649568308786186,0.02462411217814859,0.2
Durable Goods Orders MoM,2016-12-22 08:30:00,False,0.0,0.05048975058063213,0.02233264474345374,9.5
Non Farm Payrolls,2017-01-06 08:30:00,False,0.06044731009470078,0.09066639802548733,0.1341254328247417,26.0
Retail Sales MoM,2017-01-13 08:30:00,False,0.009919650828290844,0.029757476565987203,0.04308053573435566,0.2
Inflation Rate MoM,2017-01-18 08:30:00,False,0.04452800316643578,0.02968533544429052,0.020668630186534385,0.09999999999999998
Durable Goods Orders MoM,2017-01-27 08:30:00,False,0.009696029475929607,0.004847779716889665,0.02163204712316591,7.4
Fed Interest Rate Decision,2017-02-01 14:00:00,False,0.1460849240358395,0.26296566837107377,0.1565358376008077,0.0
