set,instrument,et,title,stop,tp,bars_pre_release,long_usd,long_outcome,long_exit_s,short_usd,short_outcome,short_exit_s,straddle_usd,both_stopped
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.2,107,-43.377500000005966,stopped_pre,-5.0,-43.377500000005966,stopped_pre,-158.0,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.4,107,-43.377500000005966,stopped_pre,-5.0,-43.377500000005966,stopped_pre,-158.0,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.05,0.0,107,-43.377500000005966,stopped_pre,-5.0,-43.377500000005966,stopped_pre,-158.0,-86.75500000001193,True
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.2,107,173.51000000000568,tp,3.0,-86.75499999999374,stopped_post,1.0,86.75500000001193,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.4,107,347.01999999999316,tp,176.0,-86.75499999999374,stopped_post,1.0,260.2649999999994,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.1,0.0,107,115.0,timed,900.0,-86.75499999999374,stopped_post,1.0,28.245000000006257,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.2,107,173.51000000000568,tp,3.0,-173.51000000000568,stopped_post,3.0,0.0,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.4,107,347.01999999999316,tp,176.0,-173.51000000000568,stopped_post,3.0,173.50999999998749,False
RELEASES,NQ,2016-01-08 08:30:00,Non Farm Payrolls,0.2,0.0,107,115.0,timed,900.0,-173.51000000000568,stopped_post,3.0,-58.510000000005675,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.2,112,-40.664999999999054,stopped_post,20.0,-40.664999999999054,stopped_post,78.0,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.4,112,-40.664999999999054,stopped_post,20.0,-40.664999999999054,stopped_post,78.0,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.05,0.0,112,-40.664999999999054,stopped_post,20.0,-40.664999999999054,stopped_post,78.0,-81.32999999999811,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.2,112,-81.32999999999811,stopped_post,22.0,-81.32999999999811,stopped_post,81.0,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.4,112,-81.32999999999811,stopped_post,22.0,-81.32999999999811,stopped_post,81.0,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.1,0.0,112,-81.32999999999811,stopped_post,22.0,-81.32999999999811,stopped_post,81.0,-162.65999999999622,True
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.2,112,45.0,timed,900.0,-45.0,timed,900.0,0.0,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.4,112,45.0,timed,900.0,-45.0,timed,900.0,0.0,False
RELEASES,NQ,2016-01-20 08:30:00,Inflation Rate MoM,0.2,0.0,112,45.0,timed,900.0,-45.0,timed,900.0,0.0,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.2,145,170.0,tp,-49.0,-41.877499999991414,stopped_pre,-170.0,128.12250000000859,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.4,145,335.0200000000041,tp,79.0,-41.877499999991414,stopped_pre,-170.0,293.14250000001266,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.05,0.0,145,-41.877499999991414,stopped_post,150.0,-41.877499999991414,stopped_pre,-170.0,-83.75499999998283,True
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.2,145,170.0,tp,-49.0,-83.75500000000102,stopped_pre,-120.0,86.24499999999898,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.4,145,335.0200000000041,tp,79.0,-83.75500000000102,stopped_pre,-120.0,251.26500000000306,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.1,0.0,145,-83.75500000000102,stopped_post,172.0,-83.75500000000102,stopped_pre,-120.0,-167.51000000000204,True
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.2,145,170.0,tp,-49.0,-170.0,stopped_pre,-49.0,0.0,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.4,145,335.0200000000041,tp,79.0,-170.0,stopped_pre,-49.0,165.02000000000407,False
RELEASES,NQ,2016-01-27 14:00:00,Fed Interest Rate Decision,0.2,0.0,145,-167.51000000000204,stopped_post,486.0,-170.0,stopped_pre,-49.0,-337.51000000000204,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.2,119,-41.52249999999185,stopped_post,1.0,-41.52249999999185,stopped_pre,-102.0,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.4,119,-41.52249999999185,stopped_post,1.0,-41.52249999999185,stopped_pre,-102.0,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.05,0.0,119,-41.52249999999185,stopped_post,1.0,-41.52249999999185,stopped_pre,-102.0,-83.0449999999837,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.2,119,-83.04500000000189,stopped_post,1.0,-85.0,stopped_pre,-34.0,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.4,119,-83.04500000000189,stopped_post,1.0,-85.0,stopped_pre,-34.0,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.1,0.0,119,-83.04500000000189,stopped_post,1.0,-85.0,stopped_pre,-34.0,-168.0450000000019,True
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.2,119,-166.09000000000378,stopped_post,1.0,166.09000000000378,tp,1.0,0.0,False
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.4,119,-166.09000000000378,stopped_post,1.0,332.18000000000757,tp,151.0,166.09000000000378,False
RELEASES,NQ,2016-02-05 08:30:00,Non Farm Payrolls,0.2,0.0,119,-166.09000000000378,stopped_post,1.0,185.0,timed,900.0,18.909999999996217,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.2,54,-41.414999999997235,stopped_post,1.0,-45.0,stopped_post,325.0,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.4,54,-41.414999999997235,stopped_post,1.0,-45.0,stopped_post,325.0,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.05,0.0,54,-41.414999999997235,stopped_post,1.0,-45.0,stopped_post,325.0,-86.41499999999724,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.2,54,-85.0,stopped_post,45.0,-82.82999999999447,stopped_post,428.0,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.4,54,-85.0,stopped_post,45.0,-82.82999999999447,stopped_post,428.0,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.1,0.0,54,-85.0,stopped_post,45.0,-82.82999999999447,stopped_post,428.0,-167.82999999999447,True
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.2,54,-30.0,timed,900.0,30.0,timed,900.0,0.0,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.4,54,-30.0,timed,900.0,30.0,timed,900.0,0.0,False
RELEASES,NQ,2016-02-19 08:30:00,Inflation Rate MoM,0.2,0.0,54,-30.0,timed,900.0,30.0,timed,900.0,0.0,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.2,85,173.32000000000335,tp,1.0,-43.330000000005384,stopped_pre,-8.0,129.98999999999796,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.4,85,346.6400000000067,tp,1.0,-43.330000000005384,stopped_pre,-8.0,303.3100000000013,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.05,0.0,85,95.0,timed,900.0,-43.330000000005384,stopped_pre,-8.0,51.669999999994616,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.2,85,173.32000000000335,tp,1.0,-86.65999999999258,stopped_post,1.0,86.66000000001077,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.4,85,346.6400000000067,tp,1.0,-86.65999999999258,stopped_post,1.0,259.9800000000141,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.1,0.0,85,95.0,timed,900.0,-86.65999999999258,stopped_post,1.0,8.340000000007421,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.2,85,173.32000000000335,tp,1.0,-173.32000000000335,stopped_post,1.0,0.0,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.4,85,346.6400000000067,tp,1.0,-173.32000000000335,stopped_post,1.0,173.32000000000335,False
RELEASES,NQ,2016-03-04 08:30:00,Non Farm Payrolls,0.2,0.0,85,95.0,timed,900.0,-173.32000000000335,stopped_post,1.0,-78.32000000000335,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.2,42,-43.562500000007276,stopped_post,1.0,174.24999999999272,tp,674.0,130.68749999998545,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.4,42,-43.562500000007276,stopped_post,1.0,145.0,timed,891.0,101.43749999999272,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.05,0.0,42,-43.562500000007276,stopped_post,1.0,145.0,timed,891.0,101.43749999999272,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.2,42,-87.12499999999636,stopped_post,351.0,174.24999999999272,tp,674.0,87.12499999999636,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.4,42,-87.12499999999636,stopped_post,351.0,145.0,timed,891.0,57.87500000000364,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.1,0.0,42,-87.12499999999636,stopped_post,351.0,145.0,timed,891.0,57.87500000000364,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.2,42,-174.24999999999272,stopped_post,674.0,174.24999999999272,tp,674.0,0.0,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.4,42,-174.24999999999272,stopped_post,674.0,145.0,timed,891.0,-29.249999999992724,False
RELEASES,NQ,2016-03-16 08:30:00,Inflation Rate MoM,0.2,0.0,42,-174.24999999999272,stopped_post,674.0,145.0,timed,891.0,-29.249999999992724,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.2,123,174.1899999999987,tp,0.0,-43.54750000000422,stopped_pre,-116.0,130.64249999999447,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.4,123,348.3799999999974,tp,29.0,-43.54750000000422,stopped_pre,-116.0,304.83249999999316,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.05,0.0,123,175.0,timed,900.0,-43.54750000000422,stopped_pre,-116.0,131.45249999999578,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.2,123,174.1899999999987,tp,0.0,-87.09500000000844,stopped_pre,-51.0,87.09499999999025,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.4,123,348.3799999999974,tp,29.0,-87.09500000000844,stopped_pre,-51.0,261.28499999998894,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.1,0.0,123,175.0,timed,900.0,-87.09500000000844,stopped_pre,-51.0,87.90499999999156,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.2,123,174.1899999999987,tp,0.0,-174.1899999999987,stopped_post,0.0,0.0,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.4,123,348.3799999999974,tp,29.0,-174.1899999999987,stopped_post,0.0,174.1899999999987,False
RELEASES,NQ,2016-03-16 14:00:00,Fed Interest Rate Decision,0.2,0.0,123,175.0,timed,900.0,-174.1899999999987,stopped_post,0.0,0.8100000000013097,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.2,79,-44.60250000000087,stopped_post,5.0,-44.60250000000087,stopped_post,34.0,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.4,79,-44.60250000000087,stopped_post,5.0,-44.60250000000087,stopped_post,34.0,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.05,0.0,79,-44.60250000000087,stopped_post,5.0,-44.60250000000087,stopped_post,34.0,-89.20500000000175,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.2,79,-89.20500000000175,stopped_post,503.0,-89.20500000000175,stopped_post,44.0,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.4,79,-89.20500000000175,stopped_post,503.0,-89.20500000000175,stopped_post,44.0,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.1,0.0,79,-89.20500000000175,stopped_post,503.0,-89.20500000000175,stopped_post,44.0,-178.4100000000035,True
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.2,79,-178.4100000000035,stopped_post,624.0,178.4100000000035,tp,624.0,0.0,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.4,79,-178.4100000000035,stopped_post,624.0,115.0,timed,899.0,-63.41000000000349,False
RELEASES,NQ,2016-04-01 08:30:00,Non Farm Payrolls,0.2,0.0,79,-178.4100000000035,stopped_post,624.0,115.0,timed,899.0,-63.41000000000349,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.2,60,130.0,timed,895.0,-50.0,stopped_post,157.0,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.4,60,130.0,timed,895.0,-50.0,stopped_post,157.0,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.05,0.0,60,130.0,timed,895.0,-50.0,stopped_post,157.0,80.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.2,60,130.0,timed,895.0,-95.0,stopped_post,392.0,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.4,60,130.0,timed,895.0,-95.0,stopped_post,392.0,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.1,0.0,60,130.0,timed,895.0,-95.0,stopped_post,392.0,35.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.2,60,130.0,timed,895.0,-130.0,timed,895.0,0.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.4,60,130.0,timed,895.0,-130.0,timed,895.0,0.0,False
RELEASES,NQ,2016-04-14 08:30:00,Inflation Rate MoM,0.2,0.0,60,130.0,timed,895.0,-130.0,timed,895.0,0.0,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.2,150,-45.0,stopped_pre,-234.0,175.5500000000029,tp,5.0,130.5500000000029,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.4,150,-45.0,stopped_pre,-234.0,-45.0,stopped_post,408.0,-90.0,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.05,0.0,150,-45.0,stopped_pre,-234.0,-45.0,stopped_post,408.0,-90.0,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.2,150,-87.77500000000146,stopped_pre,-22.0,175.5500000000029,tp,5.0,87.77500000000146,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.4,150,-87.77500000000146,stopped_pre,-22.0,-87.77500000000146,stopped_post,411.0,-175.5500000000029,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.1,0.0,150,-87.77500000000146,stopped_pre,-22.0,-87.77500000000146,stopped_post,411.0,-175.5500000000029,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.2,150,-175.5500000000029,stopped_post,5.0,175.5500000000029,tp,5.0,0.0,False
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.4,150,-175.5500000000029,stopped_post,5.0,-175.5500000000029,stopped_post,573.0,-351.1000000000058,True
RELEASES,NQ,2016-04-27 14:00:00,Fed Interest Rate Decision,0.2,0.0,150,-175.5500000000029,stopped_post,5.0,-175.5500000000029,stopped_post,573.0,-351.1000000000058,True
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.2,87,-42.93250000000626,stopped_post,1.0,171.73000000000684,tp,1.0,128.79750000000058,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.4,87,-42.93250000000626,stopped_post,1.0,343.4599999999955,tp,716.0,300.52749999998923,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.05,0.0,87,-42.93250000000626,stopped_post,1.0,335.0,timed,900.0,292.06749999999374,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.2,87,-85.86499999999432,stopped_post,1.0,171.73000000000684,tp,1.0,85.86500000001251,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.4,87,-85.86499999999432,stopped_post,1.0,343.4599999999955,tp,716.0,257.59500000000116,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.1,0.0,87,-85.86499999999432,stopped_post,1.0,335.0,timed,900.0,249.13500000000568,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.2,0.2,87,-171.73000000000684,stopped_post,1.0,171.73000000000684,tp,1.0,0.0,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.2,0.4,87,-171.73000000000684,stopped_post,1.0,343.4599999999955,tp,716.0,171.72999999998865,False
RELEASES,NQ,2016-05-06 08:30:00,Non Farm Payrolls,0.2,0.0,87,-171.73000000000684,stopped_post,1.0,335.0,timed,900.0,163.26999999999316,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.05,0.2,55,-43.73999999999796,stopped_post,34.0,115.0,timed,900.0,71.26000000000204,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.05,0.4,55,-43.73999999999796,stopped_post,34.0,115.0,timed,900.0,71.26000000000204,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.05,0.0,55,-43.73999999999796,stopped_post,34.0,115.0,timed,900.0,71.26000000000204,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.1,0.2,55,-90.0,stopped_post,302.0,115.0,timed,900.0,25.0,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.1,0.4,55,-90.0,stopped_post,302.0,115.0,timed,900.0,25.0,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.1,0.0,55,-90.0,stopped_post,302.0,115.0,timed,900.0,25.0,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.2,0.2,55,-115.0,timed,900.0,115.0,timed,900.0,0.0,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.2,0.4,55,-115.0,timed,900.0,115.0,timed,900.0,0.0,False
RELEASES,NQ,2016-05-17 08:30:00,Inflation Rate MoM,0.2,0.0,55,-115.0,timed,900.0,115.0,timed,900.0,0.0,False
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.05,0.2,59,-45.3125,stopped_post,1.0,-45.3125,stopped_post,1.0,-90.625,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.05,0.4,59,-45.3125,stopped_post,1.0,-45.3125,stopped_post,1.0,-90.625,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.05,0.0,59,-45.3125,stopped_post,1.0,-45.3125,stopped_post,1.0,-90.625,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.1,0.2,59,-90.625,stopped_post,1.0,-90.625,stopped_post,1.0,-181.25,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.1,0.4,59,-90.625,stopped_post,1.0,-90.625,stopped_post,1.0,-181.25,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.1,0.0,59,-90.625,stopped_post,1.0,-90.625,stopped_post,1.0,-181.25,True
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.2,0.2,59,-181.25,stopped_post,1.0,181.25,tp,1.0,0.0,False
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.2,0.4,59,-181.25,stopped_post,1.0,210.0,timed,900.0,28.75,False
RELEASES,NQ,2016-06-03 08:30:00,Non Farm Payrolls,0.2,0.0,59,-181.25,stopped_post,1.0,210.0,timed,900.0,28.75,False
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.05,0.2,105,176.97000000000116,tp,0.0,-44.24250000000029,stopped_post,0.0,132.72750000000087,False
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.05,0.4,105,-44.24250000000029,stopped_post,585.0,-44.24250000000029,stopped_post,0.0,-88.48500000000058,True
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.05,0.0,105,-44.24250000000029,stopped_post,585.0,-44.24250000000029,stopped_post,0.0,-88.48500000000058,True
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.1,0.2,105,176.97000000000116,tp,0.0,-88.48500000000058,stopped_post,0.0,88.48500000000058,False
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.1,0.4,105,-88.48500000000058,stopped_post,778.0,-88.48500000000058,stopped_post,0.0,-176.97000000000116,True
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.1,0.0,105,-88.48500000000058,stopped_post,778.0,-88.48500000000058,stopped_post,0.0,-176.97000000000116,True
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.2,0.2,105,176.97000000000116,tp,0.0,-176.97000000000116,stopped_post,0.0,0.0,False
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.2,0.4,105,-55.0,timed,900.0,-176.97000000000116,stopped_post,0.0,-231.97000000000116,False
RELEASES,NQ,2016-06-15 14:00:00,Fed Interest Rate Decision,0.2,0.0,105,-55.0,timed,900.0,-176.97000000000116,stopped_post,0.0,-231.97000000000116,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.05,0.2,67,25.0,timed,893.0,-45.0,stopped_post,400.0,-20.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.05,0.4,67,25.0,timed,893.0,-45.0,stopped_post,400.0,-20.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.05,0.0,67,25.0,timed,893.0,-45.0,stopped_post,400.0,-20.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.1,0.2,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.1,0.4,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.1,0.0,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.2,0.2,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.2,0.4,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-06-16 08:30:00,Inflation Rate MoM,0.2,0.0,67,25.0,timed,893.0,-25.0,timed,893.0,0.0,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.05,0.2,80,178.26999999999316,tp,1.0,-44.56749999999374,stopped_post,1.0,133.70249999999942,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.05,0.4,80,356.5400000000045,tp,20.0,-44.56749999999374,stopped_post,1.0,311.97250000001077,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.05,0.0,80,480.0,timed,900.0,-44.56749999999374,stopped_post,1.0,435.43250000000626,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.1,0.2,80,178.26999999999316,tp,1.0,-89.13500000000568,stopped_post,1.0,89.13499999998749,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.1,0.4,80,356.5400000000045,tp,20.0,-89.13500000000568,stopped_post,1.0,267.40499999999884,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.1,0.0,80,480.0,timed,900.0,-89.13500000000568,stopped_post,1.0,390.8649999999943,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.2,0.2,80,178.26999999999316,tp,1.0,-178.26999999999316,stopped_post,1.0,0.0,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.2,0.4,80,356.5400000000045,tp,20.0,-178.26999999999316,stopped_post,1.0,178.27000000001135,False
RELEASES,NQ,2016-07-08 08:30:00,Non Farm Payrolls,0.2,0.0,80,480.0,timed,900.0,-178.26999999999316,stopped_post,1.0,301.73000000000684,False
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.05,0.2,127,-46.88249999999243,stopped_post,19.0,-50.0,stopped_pre,-29.0,-96.88249999999243,True
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.05,0.4,127,-46.88249999999243,stopped_post,19.0,-50.0,stopped_pre,-29.0,-96.88249999999243,True
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.05,0.0,127,-46.88249999999243,stopped_post,19.0,-50.0,stopped_pre,-29.0,-96.88249999999243,True
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.1,0.2,127,-93.76500000000306,stopped_post,24.0,187.5300000000061,tp,63.0,93.76500000000306,False
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.1,0.4,127,-93.76500000000306,stopped_post,24.0,-93.76500000000306,stopped_post,184.0,-187.5300000000061,True
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.1,0.0,127,-93.76500000000306,stopped_post,24.0,-93.76500000000306,stopped_post,184.0,-187.5300000000061,True
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.2,0.2,127,-187.5300000000061,stopped_post,63.0,187.5300000000061,tp,63.0,0.0,False
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.2,0.4,127,-187.5300000000061,stopped_post,63.0,10.0,timed,899.0,-177.5300000000061,False
RELEASES,NQ,2016-07-27 14:00:00,Fed Interest Rate Decision,0.2,0.0,127,-187.5300000000061,stopped_post,63.0,10.0,timed,899.0,-177.5300000000061,False
