title,n,pred_med,realized_med,realized_mean,instrument,unverified
EIA Crude Oil Stocks Change,540,0.3532964096503911,0.2723530757715707,0.3560491171616511,CL,True
API Crude Oil Stock Change,278,0.13712792167329507,0.08303053891371509,0.1280602847162566,CL,True
Non Farm Payrolls,115,0.12245454804406936,0.10803024846957557,0.17176331093236122,CL,False
Fed Interest Rate Decision,76,0.09262689885143435,0.08319258397976496,0.13463310010997712,CL,False
Inflation Rate MoM,108,0.0821315700767907,0.1015062012123604,0.16234304927319773,CL,False
Durable Goods Orders MoM,119,0.04199034222128075,0.04160599126274834,0.06459274177472904,CL,False
Retail Sales MoM,113,0.03823458106661036,0.037671877943107966,0.05717302208621801,CL,False
