anchor,tier,clock,n_moments,n_filled,gross_mean,net_stressed_mean,t,p,alpha,half1_gross,half2_gross,mde_usd,jump_ratio,jump_ok,ctrl_mean_net,ctrl_p,floor_ok,noise_p,noise_ok,verdict
POSCTRL Fed Interest Rate Decision,1,14:00,84,72,17.53083333333415,-4.969166666665848,-0.2100981307680473,0.8335910843540498,0.0025,27.57472222222235,7.486944444445953,91.41272988126957,4.599999999999909,True,-27.817794117647413,0.00012507462620014404,True,0.056,False,POWERED-NULL
POSCTRL Inflation Rate MoM,1,08:30,118,102,100.91338235294127,78.41338235294127,3.3622180770801693,0.0007731903416878282,0.0025,26.623137254901785,175.20362745098075,90.13835177056906,13.833333333335354,True,-25.64481072555156,3.077645485731066e-05,True,0.0,True,CONFIRMED
POSCTRL Non Farm Payrolls,1,08:30,127,107,26.561728971962758,4.061728971962757,0.1898938471462268,0.8493923140130484,0.0025,12.89009433962382,39.980185185184304,82.66950770336265,17.000000000002654,True,-25.64481072555156,3.077645485731066e-05,True,0.001,True,POWERED-NULL
POSCTRL DEPLOYED-SET,1,08:30,329,281,51.23661921708215,28.736619217082147,2.1503930002254354,0.03152414156197481,0.0025,21.696285714286155,80.5674468085108,51.64914533073746,12.666666666669194,True,-25.64481072555156,3.077645485731066e-05,True,0.0,True,POWERED-NULL
