entry_time,exit_time,entry_price,direction,exit_reason,pnl_points,pnl_usd,entry_in_win,exit_in_win,is_stop
2025-01-01 18:04:00,2025-01-01 18:04:00,21298.75,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-01 18:22:00,2025-01-01 18:36:00,21299.25,long,STOP_LOSS_SOFT,-20.5,-410.0,False,False,True
2025-01-01 20:24:00,2025-01-01 20:34:00,21293.0,long,STOP_LOSS_SOFT,-22.75,-455.0,False,False,True
2025-01-01 20:38:00,2025-01-01 20:54:00,21293.0,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-01 20:56:00,2025-01-01 21:28:00,21304.75,short,STOP_LOSS_SOFT,-12.5,-250.0,False,False,True
2025-01-01 21:38:00,2025-01-01 21:40:00,21310.5,short,STOP_LOSS_SOFT,-18.0,-360.0,False,False,True
2025-01-01 22:16:00,2025-01-01 22:25:00,21312.25,short,STOP_LOSS_SOFT,-16.0,-320.0,False,False,True
2025-01-01 22:42:00,2025-01-01 23:21:00,21312.0,short,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-01 23:26:00,2025-01-01 23:35:00,21301.75,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 03:14:00,2025-01-02 03:17:00,21418.5,long,STOP_LOSS_SOFT,-24.25,-485.0,False,False,True
2025-01-02 06:44:00,2025-01-02 06:46:00,21418.25,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 08:32:00,2025-01-02 08:32:00,21419.25,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 10:10:00,2025-01-02 10:11:00,21419.0,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 10:12:00,2025-01-02 10:17:00,21428.25,long,STOP_LOSS_HARD,-30.200000000000728,-604.0000000000146,False,False,True
2025-01-02 11:30:00,2025-01-02 11:36:00,21293.75,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 11:38:00,2025-01-02 11:40:00,21294.5,short,STOP_LOSS_HARD,-30.200000000000728,-604.0000000000146,False,False,True
2025-01-02 11:44:00,2025-01-02 11:48:00,21299.75,short,STOP_LOSS_HARD,-30.200000000000728,-604.0000000000146,False,False,True
2025-01-02 12:12:00,2025-01-02 12:13:00,21297.25,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 13:24:00,2025-01-02 13:31:00,21051.75,long,STOP_LOSS_HARD,-30.200000000000728,-604.0000000000146,False,False,True
2025-01-02 14:04:00,2025-01-02 14:04:00,21057.25,long,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 15:34:00,2025-01-02 15:35:00,21169.0,short,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
2025-01-02 16:06:00,2025-01-02 16:27:00,21180.5,short,STOP_LOSS_SOFT,-14.0,-280.0,False,False,True
2025-01-02 16:34:00,2025-01-02 18:05:00,21189.0,short,TAKE_PROFIT_HARD,19.400000000001455,388.0000000000291,False,False,False
