anchor,confirmatory,clock,n_filled,gross_mean,net_stressed_mean,t,p,alpha,half1_gross,half2_gross,mde_usd,jump_ratio,jump_ok,ctrl_mean_net,ctrl_p,floor_ok,noise_p,noise_ok,verdict
DEPLOYED-SET,True,08:30,327,107.5372706422015,55.03727064220149,2.121147911021142,0.0339093571351993,0.00625,43.35897239263768,171.32423780487773,92.78595312146601,20.0,True,-65.16483160621756,3.1040307604564956e-17,True,0.0,True,POWERED-NULL
Inflation Rate MoM,,,0,,,,,,,,,,,,,,,,NO-DATA
