set,instrument,lead_min,stop_pct,direction,et,title,pnl_usd,stopped_pre_release,pre_usd,resolution_usd
RELEASES,RTY,5,0.1,long,2019-01-04 08:30:00,Non Farm Payrolls,-67.39000000000033,False,45.00000000000455,-10.000000000002274
RELEASES,RTY,5,0.1,long,2019-01-11 08:30:00,Inflation Rate MoM,-5.000000000006821,False,0.0,-5.000000000006821
RELEASES,RTY,5,0.1,long,2019-01-30 14:00:00,Fed Interest Rate Decision,465.0000000000091,False,-9.999999999990905,475.0
RELEASES,RTY,5,0.1,long,2019-02-01 08:30:00,Non Farm Payrolls,235.00000000000227,False,-25.0,260.0000000000023
RELEASES,RTY,5,0.1,long,2019-02-13 08:30:00,Inflation Rate MoM,75.0,False,20.000000000004547,54.99999999999545
RELEASES,RTY,5,0.1,long,2019-02-14 08:30:00,Retail Sales MoM,-77.28499999999485,False,-5.000000000006821,-264.9999999999977
RELEASES,RTY,5,0.1,long,2019-02-21 08:30:00,Durable Goods Orders MoM,-79.12499999999909,False,-10.000000000002274,-4.9999999999954525
RELEASES,RTY,5,0.1,long,2019-03-08 08:30:00,Non Farm Payrolls,-76.25000000000455,False,29.999999999995453,-194.99999999999318
RELEASES,RTY,5,0.1,long,2019-03-11 08:30:00,Retail Sales MoM,154.99999999999545,False,14.999999999997726,139.99999999999773
RELEASES,RTY,5,0.1,long,2019-03-12 08:30:00,Inflation Rate MoM,139.99999999999773,False,-25.0,164.99999999999773
RELEASES,RTY,5,0.1,long,2019-03-13 08:30:00,Durable Goods Orders MoM,0.0,False,-10.000000000002274,10.000000000002274
RELEASES,RTY,5,0.1,long,2019-03-20 14:00:00,Fed Interest Rate Decision,350.0,False,50.0,300.0
RELEASES,RTY,5,0.1,long,2019-04-01 08:30:00,Retail Sales MoM,-77.68499999999676,False,25.0,0.0
RELEASES,RTY,5,0.1,long,2019-04-02 08:30:00,Durable Goods Orders MoM,4.9999999999954525,False,-25.0,29.999999999995453
RELEASES,RTY,5,0.1,long,2019-04-05 08:30:00,Non Farm Payrolls,105.00000000000682,False,-25.0,130.00000000000682
RELEASES,RTY,5,0.1,long,2019-04-10 08:30:00,Inflation Rate MoM,-78.36999999999534,False,14.999999999997726,-95.00000000000455
RELEASES,RTY,5,0.1,long,2019-04-18 08:30:00,Retail Sales MoM,0.0,False,4.9999999999954525,-4.9999999999954525
RELEASES,RTY,5,0.1,long,2019-04-25 08:30:00,Durable Goods Orders MoM,-19.99999999999318,False,-14.999999999997726,-4.9999999999954525
RELEASES,RTY,5,0.1,long,2019-05-01 14:00:00,Fed Interest Rate Decision,104.99999999999545,False,10.000000000002274,94.99999999999318
RELEASES,RTY,5,0.1,long,2019-05-03 08:30:00,Non Farm Payrolls,-79.50499999999465,False,25.0,115.0000000000091
RELEASES,RTY,5,0.1,long,2019-05-10 08:30:00,Inflation Rate MoM,-78.13999999999623,False,-19.99999999999318,39.999999999997726
RELEASES,RTY,5,0.1,long,2019-05-15 08:30:00,Retail Sales MoM,-76.90000000000055,False,-20.000000000004547,-154.99999999999545
RELEASES,RTY,5,0.1,long,2019-05-24 08:30:00,Durable Goods Orders MoM,-4.9999999999954525,False,20.000000000004547,-25.0
RELEASES,RTY,5,0.1,long,2019-06-07 08:30:00,Non Farm Payrolls,-75.4950000000008,False,9.999999999990905,-269.9999999999932
RELEASES,RTY,5,0.1,long,2019-06-12 08:30:00,Inflation Rate MoM,-15.000000000009095,False,-15.000000000009095,0.0
RELEASES,RTY,5,0.1,long,2019-06-14 08:30:00,Retail Sales MoM,-4.9999999999954525,False,14.999999999997726,-19.99999999999318
RELEASES,RTY,5,0.1,long,2019-06-19 14:00:00,Fed Interest Rate Decision,-77.63499999999794,False,-20.000000000004547,130.00000000000682
RELEASES,RTY,5,0.1,long,2019-06-26 08:30:00,Durable Goods Orders MoM,-76.59999999999627,False,4.9999999999954525,-175.0
RELEASES,RTY,5,0.1,long,2019-07-05 08:30:00,Non Farm Payrolls,-78.62499999999955,False,20.000000000004547,-270.00000000000455
RELEASES,RTY,5,0.1,long,2019-07-11 08:30:00,Inflation Rate MoM,-78.57999999999947,False,-4.9999999999954525,-79.99999999999545
RELEASES,RTY,5,0.1,long,2019-07-16 08:30:00,Retail Sales MoM,-4.9999999999954525,False,0.0,-4.9999999999954525
RELEASES,RTY,5,0.1,long,2019-07-25 08:30:00,Durable Goods Orders MoM,-79.4149999999945,False,-4.9999999999954525,-70.00000000000455
RELEASES,RTY,5,0.1,long,2019-07-31 14:00:00,Fed Interest Rate Decision,-79.92000000000417,False,50.0,-130.00000000000682
RELEASES,RTY,5,0.1,long,2019-08-02 08:30:00,Non Farm Payrolls,-77.14499999999589,False,9.999999999990905,-129.99999999999545
RELEASES,RTY,5,0.1,long,2019-08-13 08:30:00,Inflation Rate MoM,-74.42499999999654,False,54.99999999999545,-84.9999999999909
RELEASES,RTY,5,0.1,long,2019-08-15 08:30:00,Retail Sales MoM,104.99999999999545,False,14.999999999997726,89.99999999999773
RELEASES,RTY,5,0.1,long,2019-08-26 08:30:00,Durable Goods Orders MoM,115.0000000000091,False,10.000000000002274,105.00000000000682
RELEASES,RTY,5,0.1,long,2019-09-06 08:30:00,Non Farm Payrolls,-75.8799999999951,False,-29.999999999995453,-25.0
RELEASES,RTY,5,0.1,long,2019-09-12 08:30:00,Inflation Rate MoM,114.99999999999773,False,35.000000000002274,79.99999999999545
RELEASES,RTY,5,0.1,long,2019-09-13 08:30:00,Retail Sales MoM,4.9999999999954525,False,20.000000000004547,-15.000000000009095
RELEASES,RTY,5,0.1,long,2019-09-18 14:00:00,Fed Interest Rate Decision,-78.40999999999667,False,135.00000000000227,-395.00000000000455
RELEASES,RTY,5,0.1,long,2019-09-27 08:30:00,Durable Goods Orders MoM,0.0,False,-5.000000000006821,5.000000000006821
RELEASES,RTY,5,0.1,long,2019-10-04 08:30:00,Non Farm Payrolls,-74.05499999999847,True,-75.0,465.0000000000091
RELEASES,RTY,5,0.1,long,2019-10-10 08:30:00,Inflation Rate MoM,79.99999999999545,False,4.9999999999954525,75.0
RELEASES,RTY,5,0.1,long,2019-10-16 08:30:00,Retail Sales MoM,-76.21000000000322,True,-20.000000000004547,-104.99999999999545
RELEASES,RTY,5,0.1,long,2019-10-24 08:30:00,Durable Goods Orders MoM,-45.00000000000455,False,-5.000000000006821,-39.999999999997726
