title,n,pred_med,realized_med,realized_mean,instrument,unverified
Non Farm Payrolls,119,0.13466409456965173,0.1488877211420564,0.20932896524122221,ES,False
Fed Interest Rate Decision,76,0.11899233529825058,0.11570716843819126,0.18816374720678972,ES,False
Inflation Rate MoM,108,0.056801144869673525,0.15314724938568622,0.3149635593589458,ES,False
Retail Sales MoM,112,0.039960410236626435,0.038755231898658385,0.0569689683164186,ES,False
Durable Goods Orders MoM,119,0.02229735036591416,0.021654395842355997,0.03626417840059771,ES,False
