set,instrument,lead_min,stop_pct,direction,n,gross_mean,gross_ci_lo,gross_ci_hi,gross_sd,mde_usd,stopped_pre_release,stopped_total,net_optimistic,net_realistic,net_stressed
RELEASES,CL,5,0.1,long,1405,1.4009110320284706,-7.636562596165178,10.43838466022212,172.83398112744013,12.910676611705211,0.4078291814946619,0.7701067615658364,-11.099088967971529,-21.09908896797153,-41.09908896797153
RELEASES,CL,5,0.1,short,1405,-8.32279003558738,-16.42779525640661,-0.21778481476814626,155.0013175145344,11.578578886884618,0.38362989323843416,0.7829181494661922,-20.82279003558738,-30.82279003558738,-50.82279003558738
RELEASES,CL,5,0.2,long,1405,4.5848825622775635,-7.725380470623406,16.895145595178533,235.4232893211205,17.586090047001385,0.15516014234875444,0.59644128113879,-7.9151174377224365,-17.915117437722436,-37.91511743772244
RELEASES,CL,5,0.2,short,1405,-15.445779359430626,-26.659364037560017,-4.232194681301234,214.45025040898952,16.019406683041986,0.15729537366548044,0.6156583629893239,-27.945779359430624,-37.945779359430624,-57.945779359430624
RELEASES,CL,5,0.4,long,1405,2.9469039145907563,-12.471024424352883,18.364832253534395,294.8547398516526,22.02561191277663,0.03416370106761566,0.3572953736654804,-9.553096085409244,-19.553096085409244,-39.553096085409244
RELEASES,CL,5,0.4,short,1405,-18.839259786477,-33.34642412853157,-4.332095444422434,277.43715459211586,20.724520488649382,0.0398576512455516,0.36797153024911033,-31.339259786477,-41.339259786477,-61.339259786477
RELEASES,CL,15,0.1,long,1405,-1.7620284697510105,-11.414990178701109,7.890933239199088,184.60466613411788,13.789945298500141,0.5914590747330961,0.79644128113879,-14.26202846975101,-24.26202846975101,-44.26202846975101
RELEASES,CL,15,0.1,short,1405,-0.9266619217082909,-10.980482620967415,9.127158777550832,192.27075269947167,14.362600998941604,0.5786476868327403,0.799288256227758,-13.426661921708291,-23.42666192170829,-43.42666192170829
RELEASES,CL,15,0.2,long,1405,2.9389750889680735,-10.870523912543213,16.74847409047936,264.0948995259921,19.727855716444694,0.3409252669039146,0.6298932384341637,-9.561024911031927,-19.561024911031925,-39.56102491103193
RELEASES,CL,15,0.2,short,1405,-9.279345195729507,-21.63326077009851,3.0745703786394962,236.25810697466412,17.648450820527145,0.32241992882562276,0.6327402135231317,-21.779345195729505,-31.779345195729505,-51.779345195729505
RELEASES,CL,15,0.4,long,1405,-4.267501779359261,-20.90456357753274,12.36956001881422,318.1696282765581,23.767231140247826,0.10889679715302492,0.38647686832740213,-16.76750177935926,-26.76750177935926,-46.767501779359264
RELEASES,CL,15,0.4,short,1405,-11.815345195729527,-27.489320311674,3.858629920214943,299.7514162508897,22.391393022777812,0.099644128113879,0.38647686832740213,-24.315345195729527,-34.31534519572953,-54.31534519572953
RELEASES,CL,30,0.1,long,1405,-3.559124555160113,-13.229216842486853,6.110967732166627,184.9322738463677,13.814417553323915,0.695373665480427,0.8277580071174377,-16.059124555160114,-26.059124555160114,-46.05912455516011
RELEASES,CL,30,0.1,short,1405,-12.389957295373561,-21.911384686496035,-2.868529904251087,182.08918440323794,13.602039130174964,0.7103202846975089,0.8434163701067615,-24.889957295373563,-34.88995729537356,-54.88995729537356
RELEASES,CL,30,0.2,long,1405,-5.979103202847029,-19.148764795331186,7.190558389637128,251.85855436738075,18.813802274977366,0.4583629893238434,0.6683274021352313,-18.47910320284703,-28.47910320284703,-48.47910320284703
RELEASES,CL,30,0.2,short,1405,-18.95917437722438,-31.660515917440527,-6.257832837008229,242.90233248444417,18.144773628880216,0.49323843416370106,0.6868327402135231,-31.45917437722438,-41.45917437722438,-61.45917437722438
RELEASES,CL,30,0.4,long,1405,-9.018903914590828,-26.03094574738536,7.993137918203706,325.340801869218,24.30291690399219,0.2185053380782918,0.42562277580071173,-21.51890391459083,-31.51890391459083,-51.51890391459083
RELEASES,CL,30,0.4,short,1405,-14.887743772242207,-32.00563519346008,2.230147648975663,327.3650850395538,24.454130601739813,0.20711743772241992,0.4377224199288256,-27.387743772242207,-37.3877437722422,-57.3877437722422
CONTROL,CL,5,0.1,long,1339,-1.0792905153098273,-10.789514755444118,8.630933724824464,181.28567018113705,13.871748914477559,0.38685586258401794,0.6273338312173263,-13.579290515309827,-23.57929051530983,-43.57929051530983
CONTROL,CL,5,0.1,short,1339,1.5232188200149883,-5.573234403841066,8.619672043871041,132.48770026118814,10.137790319794362,0.36445108289768485,0.6176250933532487,-10.97678117998501,-20.97678117998501,-40.97678117998501
CONTROL,CL,5,0.2,long,1339,-0.3506796116503961,-11.653512649956348,10.952153426655556,211.01898489899898,16.14690434043707,0.16803584764749813,0.39955190440627336,-12.850679611650396,-22.850679611650396,-42.8506796116504
CONTROL,CL,5,0.2,short,1339,-3.0840029873039096,-12.056714358758528,5.888708384150709,167.51662516637865,12.818159102078027,0.15235250186706498,0.4010455563853622,-15.58400298730391,-25.58400298730391,-45.58400298730391
CONTROL,CL,5,0.4,long,1339,-0.3106796116504413,-13.352888548531507,12.731529325230625,243.49237765205308,18.631727052687236,0.041075429424943986,0.1717699775952203,-12.810679611650441,-22.810679611650443,-42.81067961165044
CONTROL,CL,5,0.4,short,1339,5.339566840926167,-5.729614624905304,16.408748306757637,206.6568114972932,15.813116379759245,0.029873039581777446,0.1530993278566094,-7.160433159073833,-17.160433159073833,-37.16043315907383
CONTROL,CL,15,0.1,long,1339,-4.023898431665473,-13.816431822546239,5.768634959215292,182.82234628522139,13.98933341554395,0.5660941000746826,0.6691560866318148,-16.523898431665472,-26.523898431665472,-46.52389843166547
CONTROL,CL,15,0.1,short,1339,-3.117602688573604,-10.602409013314702,4.367203636167495,139.73808402368448,10.692580463915855,0.5623599701269604,0.6952949962658701,-15.617602688573605,-25.617602688573605,-45.617602688573605
CONTROL,CL,15,0.2,long,1339,-4.8710082150857374,-16.614207916855122,6.872191486683647,219.24043928945864,16.775999573956263,0.3166542195668409,0.46676624346527257,-17.371008215085737,-27.371008215085737,-47.37100821508574
CONTROL,CL,15,0.2,short,1339,-6.147677371172408,-16.39407344601097,4.098718703666156,191.29576551805684,14.637708678340804,0.3412994772218073,0.4854368932038835,-18.647677371172406,-28.647677371172406,-48.647677371172406
CONTROL,CL,15,0.4,long,1339,-1.9701867064972978,-15.704619914966804,11.764246501972208,256.4159042243729,19.62061886924215,0.11949215832710978,0.23300970873786409,-14.470186706497298,-24.470186706497298,-44.470186706497294
CONTROL,CL,15,0.4,short,1339,-3.9726661687828146,-16.557985179184804,8.612652841619173,234.96244111583727,17.979027157717127,0.10679611650485436,0.22255414488424197,-16.472666168782816,-26.472666168782816,-46.472666168782816
CONTROL,CL,30,0.1,long,1339,-4.192987303958,-12.302155697696712,3.9161810897807134,151.39465274081934,11.58452627676959,0.6915608663181478,0.7423450336071695,-16.692987303958,-26.692987303958,-46.692987303958
CONTROL,CL,30,0.1,short,1339,1.0698581030620642,-10.792588833434616,12.932305039558743,221.46673338217735,16.94635276642383,0.7050037341299478,0.7572815533980582,-11.430141896937936,-21.430141896937936,-41.43014189693793
CONTROL,CL,30,0.2,long,1339,-4.732412247946275,-17.57929715668755,8.114472660794998,239.84576286045566,18.352692726773245,0.46228528752800596,0.5272591486183719,-17.232412247946275,-27.232412247946275,-47.23241224794627
CONTROL,CL,30,0.2,short,1339,-0.1294548170276354,-14.689840568109028,14.430930934053757,271.83607954909223,20.800551072973416,0.4839432412247946,0.5601194921583271,-12.629454817027636,-22.629454817027636,-42.629454817027636
CONTROL,CL,30,0.4,long,1339,0.9549514563106275,-14.420525857107798,16.330428769729053,287.0534850881445,21.96496759059775,0.21209858103061988,0.292755787901419,-11.545048543689372,-21.545048543689372,-41.545048543689376
CONTROL,CL,30,0.4,short,1339,2.9970724421210253,-13.820704817457829,19.814849701699877,313.98059880619957,24.025396085112646,0.23823749066467514,0.309932785660941,-9.502927557878975,-19.502927557878976,-39.50292755787898
