title,n,pred_med,realized_med,realized_mean,instrument,unverified
Fed Interest Rate Decision,76,0.112391121101433,0.11570716843819126,0.18816374720678972,ES,False
Non Farm Payrolls,119,0.10968520346605244,0.1488877211420564,0.20932896524122221,ES,False
Retail Sales MoM,112,0.03739779635245742,0.038755231898658385,0.0569689683164186,ES,False
Inflation Rate MoM,108,0.037346829198052274,0.15314724938568622,0.3149635593589458,ES,False
Durable Goods Orders MoM,119,0.019238168526356292,0.021654395842355997,0.03626417840059771,ES,False
