instrument,release,n,pearson_r,pearson_p,spearman_r,spearman_p,passes_alpha,hit_rate,rule_accuracy,rule_ci_lo,rule_ci_hi,tradeable_possible,provenance_verified,perm_p,control_spearman_r,control_spearman_p
ES,Core Inflation Rate MoM,99,-0.3491024670103974,0.0003978313909885587,-0.5139393939393939,5.306324492253003e-08,True,0.35353535353535354,0.6464646464646464,0.5484359722175611,0.7335514707071216,True,True,0.000999000999000999,,
ES,Core Inflation Rate YoY,100,-0.3382767072540739,0.0005767796359331408,-0.5124632463246324,5.023676034968167e-08,True,0.34,0.6599999999999999,0.5627772885238507,0.7453847920445635,True,True,0.000999000999000999,,
ES,Core PCE Price Index MoM,100,-0.22930060900946236,0.021742053206124674,-0.33518852441952374,0.000652210155070823,False,0.42857142857142855,0.5714285714285714,0.47258436298076056,0.6648842098565658,False,True,,,
ES,Core PCE Price Index YoY,91,-0.18021850997045846,0.08737019634025119,-0.20115544336615634,0.05588047754120134,False,0.3595505617977528,0.6404494382022472,0.5368541183532118,0.7324221329796903,True,True,,,
ES,Core PPI MoM,102,-0.2040118172131398,0.03971425822970326,-0.27586928414790257,0.005008561993821663,False,0.38144329896907214,0.6185567010309279,0.5191274393510319,0.7089533546851294,False,True,,,
ES,Core PPI YoY,101,-0.18681693585741277,0.06139752325118556,-0.2072223196478992,0.03759320482393249,False,0.4375,0.5625,0.462758826252479,0.6574317252631412,False,True,,,
ES,Durable Goods Orders Ex Transp MoM,102,0.1440456618235809,0.14862515816070276,0.03891796539513236,0.6977532106241231,False,0.53125,0.53125,0.4321560201215823,0.6279392556362279,False,True,,,
ES,Durable Goods Orders MoM,103,-0.059815477274163455,0.5483797067651771,0.04070592841441572,0.6830919607458756,False,0.5154639175257731,0.5154639175257731,0.4173312640173832,0.6124184047699421,False,True,,,
ES,EIA Crude Oil Stocks Change,524,-0.038745890368374586,0.376076668008741,-0.03690514278881284,0.39919093027935215,False,0.5616438356164384,0.5616438356164384,0.5183210975782565,0.6040466700527506,False,False,,,
ES,EIA Distillate Stocks Change,309,-0.07059582138482286,0.21591029254847605,-0.08541880223162747,0.13408663451069233,False,0.48859934853420195,0.511400651465798,0.4556901813673885,0.5668293371888451,False,False,,,
ES,EIA Gasoline Stocks Change,516,-0.016847300957227484,0.7026126127969946,-0.037458947452726606,0.3958044186502477,False,0.4246031746031746,0.5753968253968254,0.5318335190809368,0.6178194851779453,False,False,,,
ES,EIA Natural Gas Stocks Change,516,-0.006124031300762605,0.8896278071610972,0.03304260553279803,0.45387652890484337,False,0.49500998003992014,0.5049900199600799,0.46133873208371534,0.5485653673372437,False,False,,,
ES,Existing Home Sales MoM,48,0.03261736983497078,0.8258076904975848,0.005861919235779418,0.9684579968947363,False,0.5106382978723404,0.5106382978723404,0.372424537452109,0.6472444496926403,False,True,,,
ES,Export Prices MoM,100,-0.02114000736415016,0.8346312526036435,-0.09491118596062117,0.34757583158074584,False,0.4631578947368421,0.5368421052631579,0.4370969126596531,0.6337235718150938,False,True,,,
ES,Factory Orders MoM,104,-0.17284375190345744,0.0793286729835425,-0.17319961591806254,0.07870282566267864,False,0.47572815533980584,0.5242718446601942,0.42869820920338,0.6181001035031775,False,True,,,
ES,Fed Interest Rate Decision,33,-0.1357760281582006,0.45121042179349613,-0.14814493704859671,0.4106399187617319,False,,,,,False,True,,,
ES,Goods Trade Balance Adv,36,0.0914875139852142,0.5956491061018726,0.07953667953667955,0.6447197878273412,False,0.5714285714285714,0.5714285714285714,0.4085741114037501,0.7201543182582167,True,True,,,
ES,House Price Index MoM,57,0.05596385337360104,0.6792539245465672,0.07376677269662496,0.5855249875570888,False,0.48148148148148145,0.5185185185185186,0.38851700195251737,0.646060272561557,False,True,,,
ES,Housing Starts,99,0.08956423887157544,0.37798847668514934,0.07061311828763124,0.4873459638916132,False,0.3541666666666667,0.6458333333333333,0.5462430233987596,0.734201596804354,True,True,,,
