title,n,pred_med,realized_med,realized_mean,instrument,unverified
Inflation Rate MoM,80,0.38818588621256434,0.4023532490800157,0.6308677587759532,RTY,False
Non Farm Payrolls,82,0.2656650593643851,0.30058824281397445,0.4070335651577224,RTY,False
Fed Interest Rate Decision,52,0.11713876736245263,0.21787220671253982,0.2953533194255775,RTY,False
Retail Sales MoM,81,0.05396252845129206,0.06894357233772709,0.11970524476301042,RTY,False
Durable Goods Orders MoM,83,0.03306687495546949,0.03853352416601443,0.06140391416143534,RTY,False
