set,instrument,lead_min,stop_pct,direction,n,gross_mean,gross_ci_lo,gross_ci_hi,gross_sd,mde_usd,stopped_pre_release,stopped_total,net_optimistic,net_realistic,net_stressed
CONTROL,NQ,5,0.4,short,542,-8.745977859778634,-35.25061688406058,17.75866116450331,314.82228426104393,37.86377003468849,0.0018450184501845018,0.01107011070110701,-16.245977859778634,-21.245977859778634,-31.245977859778634
CONTROL,NQ,15,0.1,long,542,19.477121771217977,-6.740201747290389,45.694445289726346,311.40954871130157,37.453319312154804,0.2140221402214022,0.34501845018450183,11.977121771217977,6.977121771217977,-3.022878228782023
CONTROL,NQ,15,0.1,short,542,-5.3298708487087705,-33.513721094474896,22.85397939705736,334.767966676115,40.26264320823732,0.23616236162361623,0.3800738007380074,-12.82987084870877,-17.829870848708772,-27.829870848708772
CONTROL,NQ,15,0.2,long,542,-3.719889298893013,-35.05262687010489,27.61284827231886,372.1704719420526,44.761053673159815,0.07380073800738007,0.15498154981549817,-11.219889298893012,-16.219889298893012,-26.219889298893012
CONTROL,NQ,15,0.2,short,542,-0.2392435424356527,-32.453205701490205,31.9747186166189,382.637663645266,46.019945941506506,0.04981549815498155,0.13468634686346864,-7.739243542435653,-12.739243542435652,-22.739243542435652
CONTROL,NQ,15,0.4,long,542,-3.270036900369018,-36.27374896243556,29.733675161697523,392.0183184141685,47.148160088666486,0.02214022140221402,0.03874538745387454,-10.770036900369018,-15.770036900369018,-25.770036900369018
CONTROL,NQ,15,0.4,short,542,-0.6439114391143844,-34.4584301833068,33.170607305078036,401.6490857499218,48.306455348846306,0.005535055350553505,0.02214022140221402,-8.143911439114385,-13.143911439114385,-23.143911439114383
CONTROL,NQ,30,0.1,long,542,-16.098099630995332,-42.39714092433319,10.20094166234253,312.3801930016457,37.57005899048266,0.37453874538745385,0.43726937269372695,-23.598099630995332,-28.598099630995332,-38.598099630995335
CONTROL,NQ,30,0.1,short,542,-19.845987084871087,-53.65054694817914,13.95857277843697,401.53079409441864,48.29222837615437,0.3800738007380074,0.4612546125461255,-27.345987084871087,-32.34598708487108,-42.34598708487108
CONTROL,NQ,30,0.2,long,542,2.896549815498028,-30.299878211706158,36.09297784270221,394.3073999708961,47.42346861029169,0.14391143911439114,0.1900369003690037,-4.6034501845019715,-9.603450184501972,-19.603450184501973
CONTROL,NQ,30,0.2,short,542,-26.16795202952006,-65.07222649079827,12.736322431758154,462.1052390940841,55.57753494468316,0.11623616236162361,0.2066420664206642,-33.66795202952006,-38.66795202952006,-48.66795202952006
CONTROL,NQ,30,0.4,long,542,0.0015129151291910273,-38.346132497361104,38.349158327619485,455.4935954318211,54.78235058927185,0.027675276752767528,0.05350553505535055,-7.498487084870809,-12.49848708487081,-22.49848708487081
CONTROL,NQ,30,0.4,short,542,5.068929889298673,-35.5418870010087,45.67974677960605,482.3755617799788,58.0154527004391,0.014760147601476014,0.027675276752767528,-2.4310701107013273,-7.431070110701327,-17.431070110701327
