title,n,pred_med,realized_med,realized_mean,instrument,unverified
Non Farm Payrolls,119,0.14781267850715796,0.1782089995544775,0.2553564404527858,NQ,False
Fed Interest Rate Decision,76,0.13463989758381834,0.13515287851688673,0.22545538129809495,NQ,False
Inflation Rate MoM,108,0.06860772243048852,0.187544101340482,0.4170581986916602,NQ,False
Retail Sales MoM,112,0.052322656410738466,0.05485223263498743,0.07445158320232428,NQ,False
Durable Goods Orders MoM,119,0.02233264474345374,0.0231353775515652,0.04559786484467274,NQ,False
