et,outcome,pnl_usd_q1,pnl_points,entry,entry_sec_volume,exit_sec_volume
2024-01-05 08:30:00,stopped_post,-98.18500000000085,-1.963700000000017,1963.7,1.0,37.0
2024-01-11 08:30:00,tp,398.7799999999993,7.975599999999986,1993.9,6.0,63.0
2024-01-31 14:00:00,stopped_post,-99.8299999999972,-1.996599999999944,1996.6,1.0,232.0
2024-02-02 08:30:00,stopped_post,-99.31500000000142,-1.9863000000000284,1986.3,33.0,142.0
2024-02-13 08:30:00,stopped_pre,-102.58499999999913,-2.0516999999999825,2051.7,11.0,17.0
2024-03-08 08:30:00,stopped_pre,-104.99999999999545,-2.099999999999909,2088.2,9.0,3.0
2024-03-12 08:30:00,stopped_post,-104.89000000000033,-2.0978000000000065,2097.8,14.0,115.0
2024-03-20 14:00:00,stopped_post,-102.98499999998967,-2.0596999999997934,2059.7,2.0,66.0
2024-04-05 08:30:00,stopped_post,-310.00000000001364,-6.200000000000273,2080.9,1.0,347.0
2024-04-10 08:30:00,stopped_post,-105.275000000006,-2.10550000000012,2105.5,8.0,178.0
2024-05-01 14:00:00,stopped_post,-99.32999999999765,-1.986599999999953,1986.6,4.0,112.0
2024-05-03 08:30:00,stopped_pre,-101.23499999999694,-2.024699999999939,2024.7,1.0,3.0
2024-05-15 08:30:00,tp,419.0399999999954,8.380799999999908,2095.2,10.0,113.0
2024-06-07 08:30:00,stopped_post,-102.52499999999145,-2.050499999999829,2050.5,12.0,132.0
2024-06-12 08:30:00,tp,407.000000000005,8.1400000000001,2035.0,1.0,63.0
2024-06-12 14:00:00,stopped_post,-104.07999999999902,-2.0815999999999804,2081.6,23.0,552.0
2024-07-05 08:30:00,stopped_post,-102.45499999999765,-2.049099999999953,2049.1,1.0,61.0
2024-07-11 08:30:00,tp,413.89999999998963,8.277999999999793,2069.5,1.0,50.0
2024-07-31 14:00:00,stopped_pre,-114.02000000000498,-2.2804000000000997,2280.4,3.0,24.0
2024-08-02 08:30:00,stopped_pre,-108.2450000000108,-2.164900000000216,2164.9,22.0,30.0
2024-08-14 08:30:00,stopped_post,-105.93499999999949,-2.11869999999999,2118.7,1.0,68.0
2024-09-06 08:30:00,stopped_pre,-106.28999999998996,-2.125799999999799,2125.8,5.0,34.0
2024-09-11 08:30:00,stopped_pre,-104.94000000001051,-2.0988000000002103,2098.8,17.0,77.0
2024-09-18 14:00:00,stopped_post,-111.44999999999072,-2.2289999999998145,2229.0,4.0,161.0
2024-10-04 08:30:00,stopped_pre,-110.63500000000204,-2.2127000000000407,2212.7,1.0,18.0
2024-10-10 08:30:00,stopped_pre,-110.8449999999948,-2.216899999999896,2216.9,2.0,36.0
2024-11-01 08:30:00,stopped_post,-110.70999999999458,-2.2141999999998916,2214.2,1.0,49.0
2024-11-07 14:00:00,stopped_post,-119.93999999999687,-2.3987999999999374,2398.8,29.0,20.0
2024-11-13 08:30:00,stopped_pre,-119.92499999998927,-2.3984999999997854,2398.5,8.0,26.0
2024-12-06 08:30:00,stopped_post,-120.37499999999,-2.4074999999998,2407.5,1.0,37.0
2024-12-11 08:30:00,stopped_pre,-120.00000000000455,-2.400000000000091,2394.8,3.0,1.0
2024-12-18 14:00:00,stopped_post,-118.97500000000036,-2.3795000000000073,2379.5,2.0,204.0
2025-01-10 08:30:00,stopped_pre,-112.41500000000997,-2.2483000000001994,2248.3,20.0,9.0
2025-01-15 08:30:00,stopped_pre,-111.99999999998909,-2.2399999999997817,2240.0,5.0,24.0
2025-01-29 14:00:00,stopped_post,-114.96999999999389,-2.2993999999998778,2299.4,1.0,46.0
2025-02-07 08:30:00,tp,462.71999999999025,9.254399999999805,2313.6,2.0,103.0
2025-02-12 08:30:00,stopped_post,-114.8300000000063,-2.296600000000126,2296.6,8.0,427.0
2025-03-07 08:30:00,stopped_pre,-103.67000000001099,-2.0734000000002197,2073.4,6.0,70.0
2025-03-12 08:30:00,tp,407.92000000000144,8.158400000000029,2039.6,2.0,77.0
2025-03-19 14:00:00,stopped_pre,-103.91500000000633,-2.0783000000001266,2078.3,2.0,14.0
2025-04-04 08:30:00,tp,370.00000000000455,7.400000000000091,1840.6,5.0,2.0
2025-04-10 08:30:00,stopped_pre,-95.00000000000455,-1.900000000000091,1864.5,5.0,6.0
2025-05-02 08:30:00,tp,399.6399999999994,7.992799999999988,1998.2,1.0,69.0
2025-05-07 14:00:00,stopped_post,-99.69499999999698,-1.9938999999999396,1993.9,32.0,68.0
2025-05-13 08:30:00,tp,420.900000000006,8.41800000000012,2104.5,4.0,193.0
2025-06-06 08:30:00,tp,422.16000000000804,8.44320000000016,2110.8,1.0,95.0
2025-06-11 08:30:00,tp,431.22000000000753,8.62440000000015,2156.1,2.0,634.0
2025-06-18 14:00:00,tp,427.88000000000466,8.557600000000093,2139.4,6.0,169.0
2025-07-03 08:30:00,stopped_pre,-113.12000000000353,-2.2624000000000706,2262.4,6.0,12.0
2025-07-15 08:30:00,tp,451.8600000000106,9.037200000000212,2259.3,5.0,185.0
2025-07-30 14:00:00,stopped_post,-113.6600000000044,-2.273200000000088,2273.2,10.0,7.0
2025-08-01 08:30:00,stopped_pre,-110.00000000001364,-2.200000000000273,2192.8,9.0,6.0
2025-08-12 08:30:00,tp,446.95999999999003,8.9391999999998,2234.8,2.0,221.0
2025-09-05 08:30:00,stopped_post,-119.02999999999793,-2.3805999999999585,2380.6,1.0,24.0
2025-09-11 08:30:00,stopped_post,-119.25499999999829,-2.385099999999966,2385.1,3.0,85.0
2025-09-17 14:00:00,tp,487.76000000000295,9.755200000000059,2438.8,22.0,279.0
2025-10-24 08:30:00,tp,501.37999999999465,10.027599999999893,2506.9,5.0,222.0
2025-10-29 14:00:00,stopped_pre,-129.99999999999545,-2.599999999999909,2534.1,7.0,2.0
2025-11-20 08:30:00,stopped_pre,-118.59999999999218,-2.3719999999998436,2372.0,5.0,6.0
2025-12-10 14:00:00,tp,506.32000000000517,10.126400000000103,2531.6,12.0,44.0
2025-12-16 08:30:00,tp,510.27999999998883,10.205599999999777,2551.4,9.0,41.0
2026-01-09 08:30:00,tp,525.3400000000056,10.506800000000112,2626.7,9.0,168.0
2026-01-13 08:30:00,tp,528.8000000000011,10.576000000000022,2644.0,14.0,91.0
2026-01-28 14:00:00,stopped_post,-133.30000000000837,-2.6660000000001673,2666.0,8.0,6.0
2026-02-11 08:30:00,tp,538.5999999999967,10.771999999999935,2693.0,2.0,73.0
2026-02-13 08:30:00,tp,523.9800000000059,10.479600000000119,2619.9,2.0,21.0
2026-03-06 08:30:00,stopped_post,-128.22000000001026,-2.564400000000205,2564.4,8.0,169.0
2026-03-11 08:30:00,tp,507.61999999999716,10.152399999999943,2538.1,7.0,61.0
2026-03-18 14:00:00,timed,104.99999999999545,2.099999999999909,2522.1,1.0,3.0
2026-04-03 08:30:00,stopped_post,-126.66999999999007,-2.5333999999998014,2533.4,8.0,261.0
2026-04-10 08:30:00,tp,530.3000000000111,10.606000000000222,2651.5,3.0,100.0
2026-04-29 14:00:00,stopped_post,-137.10499999999683,-2.7420999999999367,2742.1,3.0,68.0
2026-05-08 08:30:00,tp,572.7000000000089,11.454000000000178,2863.5,9.0,53.0
2026-05-12 08:30:00,tp,573.0800000000045,11.46160000000009,2865.4,18.0,113.0
