window,horizon,vs,diff_points,diff_dollars,ci90_lo,ci90_hi,real_beats_control
champion_2025_2026,1,control_location,-0.07334839527781267,-1.4669679055562534,-4.912544285391104,4.724234772850399,False
champion_2025_2026,1,control_date,-3.343819308545336,-66.87638617090671,-12.45988829093281,6.1764938030006515,False
champion_2025_2026,3,control_location,1.2625570776255708,25.251141552511417,-5.615905903457273,8.686374755381602,False
champion_2025_2026,3,control_date,10.618803000652315,212.3760600130463,-0.341864807566862,20.83867416829746,False
champion_2025_2026,6,control_location,-1.336313718226453,-26.72627436452906,-9.983496166191076,8.062228761038586,False
champion_2025_2026,6,control_date,5.383842837546542,107.67685675093084,-10.626666666666665,26.111973185707754,False
