tf,arm,n_trades,n_walled,mean_walled_points,mean_clear_points,diff_points,ci90_lo,ci90_hi,thesis_holds,pnl_removed_dollars,total_pnl_dollars
1h,real,353,216,12.032599999999379,21.188849635035808,-9.15624963503643,-22.079395347391046,6.540532123208957,False,51980.83199999732,110038.27999999543
1h,control_location,353,107,17.053170093457272,14.94806829268229,2.1051018007749818,-18.282788560519624,22.899756674644596,False,36493.78399999856,110038.27999999543
