base_signals,daily_signals,combined_signals,new_signals,days_total,days_with_base_signal,days_scarce,days_rescued_by_daily,gate_surviving,uplift,verdict_band,tf,bars,baseline_entries
1759,2190,3114,1355,431,361,70,39,82,0.23229461756373937,large,1h,8121,353
