window,horizon,arm,n,mean_points,mean_dollars,ci90_lo,ci90_hi,min_detectable_effect_points
champion_2025_2026,1,real,2190,1.7835616438356163,35.671232876712324,-1.154497716894977,4.887248858447489,4.947446435161361
champion_2025_2026,1,control_location,1534,1.856910039113429,37.138200782268584,-1.2946707953063885,5.9373940677966095,6.117227329324067
champion_2025_2026,1,control_date,210,5.127380952380952,102.54761904761905,-3.498452380952381,14.423273809523808,17.168928743952712
champion_2025_2026,3,real,2190,0.9223744292237442,18.447488584474886,-3.2380593607305936,5.659486301369862,8.66287084624981
champion_2025_2026,3,control_location,1533,-0.3401826484018265,-6.80365296803653,-5.409083496412263,5.645735485975211,10.333791514652944
champion_2025_2026,3,control_date,210,-9.696428571428571,-193.92857142857142,-19.10970238095238,1.1642857142857133,28.664358240495336
champion_2025_2026,6,real,2187,0.4790809327846365,9.58161865569273,-5.6520633287608595,7.576120256058526,12.313946617656091
champion_2025_2026,6,control_location,1533,1.8153946510110894,36.30789302022179,-4.3439742335290275,8.751174168297455,15.154655547477633
champion_2025_2026,6,control_date,210,-4.904761904761905,-98.0952380952381,-23.92422619047619,12.020952380952378,40.7617893504847
