pivot_time,pivot_price,kind,label,prior_ref,delta_pts,confirmed_time
2024-01-29 18:00:00,17717.5,high,HH,17548.75,168.75,2024-01-30 06:00:00
2024-01-31 14:00:00,17265.25,low,LL,17504.75,-239.5,2024-02-01 02:00:00
2024-02-01 14:00:00,17628.0,high,LH,17717.5,-89.5,2024-02-02 02:00:00
2024-02-02 06:00:00,17594.0,low,HL,17265.25,328.75,2024-02-04 18:00:00
2024-02-02 10:00:00,17728.25,high,HH,17628.0,100.25,2024-02-04 22:00:00
2024-02-05 02:00:00,17718.25,high,LH,17728.25,-10.0,2024-02-05 14:00:00
2024-02-05 22:00:00,17736.75,high,HH,17718.25,18.5,2024-02-06 10:00:00
2024-02-06 10:00:00,17630.75,low,HL,17594.0,36.75,2024-02-06 22:00:00
2024-02-07 14:00:00,17856.25,high,HH,17736.75,119.5,2024-02-08 02:00:00
2024-02-08 02:00:00,17838.5,low,HL,17630.75,207.75,2024-02-08 14:00:00
2024-02-08 10:00:00,17868.25,high,HH,17856.25,12.0,2024-02-08 22:00:00
2024-02-09 10:00:00,18039.0,high,HH,17868.25,170.75,2024-02-11 22:00:00
2024-02-12 02:00:00,18051.25,high,HH,18039.0,12.25,2024-02-12 14:00:00
2024-02-13 10:00:00,17657.0,low,LL,17838.5,-181.5,2024-02-13 22:00:00
2024-02-15 06:00:00,17816.75,low,HL,17657.0,159.75,2024-02-15 18:00:00
2024-02-16 02:00:00,18017.5,high,LH,18051.25,-33.75,2024-02-16 14:00:00
2024-02-16 14:00:00,17721.5,low,LL,17816.75,-95.25,2024-02-19 02:00:00
2024-02-19 06:00:00,17791.0,high,LH,18017.5,-226.5,2024-02-19 22:00:00
2024-02-20 10:00:00,17531.5,low,LL,17721.5,-190.0,2024-02-20 22:00:00
2024-02-21 10:00:00,17452.25,low,LL,17531.5,-79.25,2024-02-21 22:00:00
2024-02-22 10:00:00,18052.75,high,HH,17791.0,261.75,2024-02-22 22:00:00
2024-02-23 06:00:00,18079.75,high,HH,18052.75,27.0,2024-02-25 18:00:00
2024-02-25 22:00:00,17941.0,low,HL,17452.25,488.75,2024-02-26 10:00:00
2024-02-26 10:00:00,18014.5,high,LH,18079.75,-65.25,2024-02-26 22:00:00
2024-02-26 22:00:00,17944.0,low,HL,17941.0,3.0,2024-02-27 10:00:00
2024-02-27 02:00:00,18014.5,high,LH,18014.5,0.0,2024-02-27 14:00:00
2024-02-28 14:00:00,17860.5,low,LL,17944.0,-83.5,2024-02-29 02:00:00
2024-03-01 02:00:00,18064.75,low,HL,17860.5,204.25,2024-03-01 14:00:00
2024-03-03 18:00:00,18356.5,high,HH,18014.5,342.0,2024-03-04 06:00:00
2024-03-05 10:00:00,17879.25,low,LL,18064.75,-185.5,2024-03-05 22:00:00
2024-03-06 10:00:00,18077.5,high,LH,18356.5,-279.0,2024-03-06 22:00:00
2024-03-06 18:00:00,17947.5,low,HL,17879.25,68.25,2024-03-07 06:00:00
2024-03-07 10:00:00,18353.5,high,HH,18077.5,276.0,2024-03-07 22:00:00
2024-03-08 06:00:00,18387.5,high,HH,18353.5,34.0,2024-03-10 18:00:00
2024-03-08 10:00:00,18046.0,low,HL,17947.5,98.5,2024-03-10 22:00:00
2024-03-11 02:00:00,18279.5,high,LH,18387.5,-108.0,2024-03-11 14:00:00
2024-03-11 06:00:00,18147.5,low,HL,18046.0,101.5,2024-03-11 18:00:00
2024-03-12 22:00:00,18482.75,high,HH,18279.5,203.25,2024-03-13 10:00:00
2024-03-13 06:00:00,18338.5,low,HL,18147.5,191.0,2024-03-13 18:00:00
2024-03-14 02:00:00,18417.0,high,LH,18482.75,-65.75,2024-03-14 14:00:00
2024-03-14 06:00:00,18238.0,low,LL,18338.5,-100.5,2024-03-14 18:00:00
2024-03-15 02:00:00,18289.5,high,LH,18417.0,-127.5,2024-03-15 14:00:00
2024-03-15 14:00:00,18063.5,low,LL,18238.0,-174.5,2024-03-18 02:00:00
2024-03-18 06:00:00,18289.25,high,LH,18289.5,-0.25,2024-03-18 18:00:00
2024-03-19 06:00:00,18090.5,low,HL,18063.5,27.0,2024-03-19 18:00:00
2024-03-19 14:00:00,18273.0,high,LH,18289.25,-16.25,2024-03-20 02:00:00
2024-03-21 06:00:00,18648.0,high,HH,18273.0,375.0,2024-03-21 18:00:00
2024-03-22 06:00:00,18530.75,low,HL,18090.5,440.25,2024-03-24 18:00:00
2024-03-22 10:00:00,18622.5,high,LH,18648.0,-25.5,2024-03-24 22:00:00
2024-03-25 06:00:00,18479.0,low,LL,18530.75,-51.75,2024-03-25 18:00:00
2024-03-26 02:00:00,18603.25,high,LH,18622.5,-19.25,2024-03-26 14:00:00
2024-03-26 14:00:00,18480.0,low,HL,18479.0,1.0,2024-03-27 02:00:00
2024-03-27 02:00:00,18515.75,high,LH,18603.25,-87.5,2024-03-27 14:00:00
2024-03-27 10:00:00,18430.25,low,LL,18480.0,-49.75,2024-03-27 22:00:00
2024-03-28 14:00:00,18465.0,low,HL,18430.25,34.75,2024-04-01 02:00:00
2024-04-01 06:00:00,18586.0,high,HH,18515.75,70.25,2024-04-01 18:00:00
2024-04-01 10:00:00,18464.0,low,LL,18465.0,-1.0,2024-04-01 22:00:00
2024-04-02 06:00:00,18254.75,low,LL,18464.0,-209.25,2024-04-02 18:00:00
2024-04-03 02:00:00,18266.75,low,HL,18254.75,12.0,2024-04-03 14:00:00
2024-04-04 06:00:00,18518.0,high,LH,18586.0,-68.0,2024-04-04 18:00:00
2024-04-04 18:00:00,18071.0,low,LL,18266.75,-195.75,2024-04-05 06:00:00
2024-04-07 18:00:00,18323.5,high,LH,18518.0,-194.5,2024-04-08 06:00:00
2024-04-08 18:00:00,18287.5,low,HL,18071.0,216.5,2024-04-09 06:00:00
2024-04-09 10:00:00,18255.0,low,LL,18287.5,-32.5,2024-04-09 22:00:00
2024-04-09 14:00:00,18384.75,high,HH,18323.5,61.25,2024-04-10 02:00:00
2024-04-10 10:00:00,18166.0,low,LL,18255.0,-89.0,2024-04-10 22:00:00
2024-04-11 02:00:00,18160.5,low,LL,18166.0,-5.5,2024-04-11 14:00:00
2024-04-11 18:00:00,18497.75,high,HH,18384.75,113.0,2024-04-12 06:00:00
2024-04-12 10:00:00,18161.75,low,HL,18160.5,1.25,2024-04-14 22:00:00
2024-04-15 06:00:00,18304.5,high,LH,18497.75,-193.25,2024-04-15 18:00:00
2024-04-16 02:00:00,17844.25,low,LL,18161.75,-317.5,2024-04-16 14:00:00
2024-04-17 02:00:00,17929.75,high,LH,18304.5,-374.75,2024-04-17 14:00:00
2024-04-17 14:00:00,17663.25,low,LL,17844.25,-181.0,2024-04-18 02:00:00
2024-04-17 22:00:00,17743.75,high,LH,17929.75,-186.0,2024-04-18 10:00:00
2024-04-18 18:00:00,17276.75,low,LL,17663.25,-386.5,2024-04-19 06:00:00
2024-04-19 06:00:00,17454.75,high,LH,17743.75,-289.0,2024-04-21 18:00:00
2024-04-19 14:00:00,17179.25,low,LL,17276.75,-97.5,2024-04-22 02:00:00
2024-04-22 10:00:00,17397.25,high,LH,17454.75,-57.5,2024-04-22 22:00:00
2024-04-23 22:00:00,17740.75,high,HH,17397.25,343.5,2024-04-24 10:00:00
2024-04-25 06:00:00,17356.5,low,HL,17179.25,177.25,2024-04-25 18:00:00
2024-04-25 14:00:00,17816.5,high,HH,17740.75,75.75,2024-04-26 02:00:00
2024-04-26 02:00:00,17729.0,low,HL,17356.5,372.5,2024-04-26 14:00:00
2024-04-28 22:00:00,17921.25,high,HH,17816.5,104.75,2024-04-29 10:00:00
2024-04-29 06:00:00,17867.0,low,HL,17729.0,138.0,2024-04-29 18:00:00
2024-05-01 02:00:00,17436.0,low,LL,17867.0,-431.0,2024-05-01 14:00:00
2024-05-02 06:00:00,17498.75,low,HL,17436.0,62.75,2024-05-02 18:00:00
2024-05-06 14:00:00,18185.5,high,HH,17921.25,264.25,2024-05-07 02:00:00
2024-05-07 02:00:00,18174.5,low,HL,17498.75,675.75,2024-05-07 14:00:00
2024-05-07 18:00:00,18204.0,high,HH,18185.5,18.5,2024-05-08 06:00:00
2024-05-09 02:00:00,18130.0,low,LL,18174.5,-44.5,2024-05-09 14:00:00
2024-05-10 06:00:00,18328.75,high,HH,18204.0,124.75,2024-05-12 18:00:00
2024-05-10 14:00:00,18239.25,low,HL,18130.0,109.25,2024-05-13 02:00:00
2024-05-12 22:00:00,18297.0,high,LH,18328.75,-31.75,2024-05-13 10:00:00
2024-05-13 18:00:00,18276.75,low,HL,18239.25,37.5,2024-05-14 06:00:00
2024-05-15 22:00:00,18723.5,high,HH,18297.0,426.5,2024-05-16 10:00:00
2024-05-16 14:00:00,18638.25,low,HL,18276.75,361.5,2024-05-17 02:00:00
2024-05-17 10:00:00,18615.25,low,LL,18638.25,-23.0,2024-05-19 22:00:00
2024-05-20 06:00:00,18749.5,high,HH,18723.5,26.0,2024-05-20 18:00:00
2024-05-21 06:00:00,18707.75,low,HL,18615.25,92.5,2024-05-21 18:00:00
2024-05-22 10:00:00,18771.75,low,HL,18707.75,64.0,2024-05-22 22:00:00
2024-05-22 22:00:00,18950.5,high,HH,18749.5,201.0,2024-05-23 10:00:00
2024-05-23 14:00:00,18686.5,low,LL,18771.75,-85.25,2024-05-24 02:00:00
2024-05-24 10:00:00,18903.5,high,LH,18950.5,-47.0,2024-05-26 22:00:00
2024-05-28 02:00:00,18969.0,high,HH,18903.5,65.5,2024-05-28 14:00:00
2024-05-28 06:00:00,18864.25,low,HL,18686.5,177.75,2024-05-28 18:00:00
2024-05-29 10:00:00,18859.5,high,LH,18969.0,-109.5,2024-05-29 22:00:00
2024-05-29 22:00:00,18674.25,low,LL,18864.25,-190.0,2024-05-30 10:00:00
2024-05-30 06:00:00,18739.0,high,LH,18859.5,-120.5,2024-05-30 18:00:00
2024-05-31 10:00:00,18341.25,low,LL,18674.25,-333.0,2024-06-02 22:00:00
2024-06-03 06:00:00,18677.0,high,LH,18739.0,-62.0,2024-06-03 18:00:00
2024-06-03 10:00:00,18557.25,low,HL,18341.25,216.0,2024-06-03 22:00:00
2024-06-04 02:00:00,18543.0,low,LL,18557.25,-14.25,2024-06-04 14:00:00
2024-06-05 18:00:00,19099.0,high,HH,18677.0,422.0,2024-06-06 06:00:00
2024-06-06 06:00:00,19033.75,low,HL,18543.0,490.75,2024-06-06 18:00:00
2024-06-07 10:00:00,19114.75,high,HH,19099.0,15.75,2024-06-09 22:00:00
2024-06-10 06:00:00,18993.5,low,LL,19033.75,-40.25,2024-06-10 18:00:00
2024-06-10 14:00:00,19107.75,high,LH,19114.75,-7.0,2024-06-11 02:00:00
2024-06-11 06:00:00,19032.25,low,HL,18993.5,38.75,2024-06-11 18:00:00
2024-06-13 06:00:00,19631.25,high,HH,19107.75,523.5,2024-06-13 18:00:00
2024-06-13 10:00:00,19568.0,low,HL,19032.25,535.75,2024-06-13 22:00:00
2024-06-14 02:00:00,19556.5,low,LL,19568.0,-11.5,2024-06-14 14:00:00
2024-06-17 06:00:00,19954.5,low,HL,19556.5,398.0,2024-06-17 18:00:00
2024-06-17 10:00:00,20233.5,high,HH,19631.25,602.25,2024-06-17 22:00:00
2024-06-18 02:00:00,20237.75,high,HH,20233.5,4.25,2024-06-18 14:00:00
2024-06-19 22:00:00,20327.5,high,HH,20237.75,89.75,2024-06-20 10:00:00
2024-06-20 10:00:00,20033.0,low,HL,19954.5,78.5,2024-06-20 22:00:00
2024-06-20 22:00:00,20073.5,high,LH,20327.5,-254.0,2024-06-21 10:00:00
2024-06-21 14:00:00,20009.75,high,LH,20073.5,-63.75,2024-06-24 02:00:00
2024-06-24 14:00:00,19752.5,low,LL,20033.0,-280.5,2024-06-25 02:00:00
2024-06-26 02:00:00,20022.75,high,HH,20009.75,13.0,2024-06-26 14:00:00
2024-06-26 18:00:00,19919.5,low,HL,19752.5,167.0,2024-06-27 06:00:00
2024-06-28 06:00:00,20147.5,high,HH,20022.75,124.75,2024-06-30 18:00:00
2024-07-01 06:00:00,19887.75,low,LL,19919.5,-31.75,2024-07-01 18:00:00
2024-07-01 14:00:00,20042.5,high,LH,20147.5,-105.0,2024-07-02 02:00:00
2024-07-02 02:00:00,19956.5,low,HL,19887.75,68.75,2024-07-02 14:00:00
2024-07-03 10:00:00,20419.5,high,HH,20042.5,377.0,2024-07-04 02:00:00
2024-07-04 10:00:00,20381.25,low,HL,19956.5,424.75,2024-07-05 02:00:00
2024-07-05 10:00:00,20624.25,high,HH,20419.5,204.75,2024-07-07 22:00:00
2024-07-07 22:00:00,20584.5,low,HL,20381.25,203.25,2024-07-08 10:00:00
2024-07-09 06:00:00,20749.5,high,HH,20624.25,125.25,2024-07-09 18:00:00
2024-07-09 10:00:00,20660.5,low,HL,20584.5,76.0,2024-07-09 22:00:00
2024-07-10 14:00:00,20896.5,high,HH,20749.5,147.0,2024-07-11 02:00:00
2024-07-11 10:00:00,20391.0,low,LL,20660.5,-269.5,2024-07-11 22:00:00
2024-07-12 10:00:00,20710.25,high,LH,20896.5,-186.25,2024-07-14 22:00:00
2024-07-15 10:00:00,20569.5,low,HL,20391.0,178.5,2024-07-15 22:00:00
2024-07-15 22:00:00,20640.25,high,LH,20710.25,-70.0,2024-07-16 10:00:00
2024-07-17 14:00:00,20016.75,low,LL,20569.5,-552.75,2024-07-18 02:00:00
2024-07-17 22:00:00,20075.5,high,LH,20640.25,-564.75,2024-07-18 10:00:00
2024-07-18 10:00:00,19873.25,low,LL,20016.75,-143.5,2024-07-18 22:00:00
2024-07-18 22:00:00,19962.75,high,LH,20075.5,-112.75,2024-07-19 10:00:00
2024-07-19 14:00:00,19701.5,low,LL,19873.25,-171.75,2024-07-22 02:00:00
2024-07-22 10:00:00,19999.5,high,HH,19962.75,36.75,2024-07-22 22:00:00
2024-07-22 22:00:00,19932.25,low,HL,19701.5,230.75,2024-07-23 10:00:00
2024-07-23 06:00:00,20006.25,high,HH,19999.5,6.75,2024-07-23 18:00:00
2024-07-25 10:00:00,19289.5,high,LH,20006.25,-716.75,2024-07-25 22:00:00
2024-07-25 14:00:00,18994.75,low,LL,19932.25,-937.5,2024-07-26 02:00:00
2024-07-29 06:00:00,19358.5,high,HH,19289.5,69.0,2024-07-29 18:00:00
2024-07-29 18:00:00,19107.25,low,HL,18994.75,112.5,2024-07-30 06:00:00
2024-07-30 02:00:00,19227.0,high,LH,19358.5,-131.5,2024-07-30 14:00:00
2024-07-30 14:00:00,18861.25,low,LL,19107.25,-246.0,2024-07-31 02:00:00
2024-07-31 22:00:00,19690.75,high,HH,19227.0,463.75,2024-08-01 10:00:00
2024-08-04 22:00:00,17554.25,low,LL,18861.25,-1307.0,2024-08-05 10:00:00
2024-08-05 18:00:00,18369.25,high,LH,19690.75,-1321.5,2024-08-06 06:00:00
2024-08-06 02:00:00,18087.75,low,HL,17554.25,533.5,2024-08-06 14:00:00
2024-08-06 10:00:00,18419.25,high,HH,18369.25,50.0,2024-08-06 22:00:00
2024-08-07 06:00:00,18520.5,high,HH,18419.25,101.25,2024-08-07 18:00:00
2024-08-07 14:00:00,17854.5,low,LL,18087.75,-233.25,2024-08-08 02:00:00
2024-08-09 02:00:00,18615.5,high,HH,18520.5,95.0,2024-08-09 14:00:00
2024-08-09 06:00:00,18432.0,low,HL,17854.5,577.5,2024-08-11 18:00:00
2024-08-12 02:00:00,18651.25,high,HH,18615.5,35.75,2024-08-12 14:00:00
2024-08-12 06:00:00,18540.25,low,HL,18432.0,108.25,2024-08-12 18:00:00
2024-08-13 18:00:00,19144.25,high,HH,18651.25,493.0,2024-08-14 06:00:00
2024-08-14 06:00:00,19029.5,low,HL,18540.25,489.25,2024-08-14 18:00:00
2024-08-15 22:00:00,19660.0,high,HH,19144.25,515.75,2024-08-16 10:00:00
2024-08-16 06:00:00,19498.0,low,HL,19029.5,468.5,2024-08-18 18:00:00
2024-08-18 18:00:00,19657.5,high,LH,19660.0,-2.5,2024-08-19 06:00:00
2024-08-19 02:00:00,19578.75,low,HL,19498.0,80.75,2024-08-19 14:00:00
2024-08-20 06:00:00,19918.5,high,HH,19657.5,261.0,2024-08-20 18:00:00
2024-08-21 02:00:00,19794.75,low,HL,19578.75,216.0,2024-08-21 14:00:00
2024-08-22 06:00:00,19976.0,high,HH,19918.5,57.5,2024-08-22 18:00:00
2024-08-22 10:00:00,19607.75,low,LL,19794.75,-187.0,2024-08-22 22:00:00
2024-08-26 02:00:00,19838.0,high,LH,19976.0,-138.0,2024-08-26 14:00:00
2024-08-26 10:00:00,19536.75,low,LL,19607.75,-71.0,2024-08-26 22:00:00
2024-08-27 06:00:00,19540.5,low,HL,19536.75,3.75,2024-08-27 18:00:00
2024-08-27 10:00:00,19686.25,high,LH,19838.0,-151.75,2024-08-27 22:00:00
2024-08-28 02:00:00,19667.0,high,LH,19686.25,-19.25,2024-08-28 14:00:00
2024-08-28 18:00:00,19230.0,low,LL,19540.5,-310.5,2024-08-29 06:00:00
2024-08-29 06:00:00,19643.75,high,LH,19667.0,-23.25,2024-08-29 18:00:00
2024-08-29 18:00:00,19440.0,low,HL,19230.0,210.0,2024-08-30 06:00:00
2024-08-30 10:00:00,19446.5,low,HL,19440.0,6.5,2024-09-01 22:00:00
2024-09-02 10:00:00,19647.0,high,HH,19643.75,3.25,2024-09-03 02:00:00
2024-09-03 22:00:00,18855.5,low,LL,19446.5,-591.0,2024-09-04 10:00:00
2024-09-04 10:00:00,19005.25,high,LH,19647.0,-641.75,2024-09-04 22:00:00
2024-09-05 06:00:00,19053.25,high,HH,19005.25,48.0,2024-09-05 18:00:00
2024-09-06 14:00:00,18377.5,low,LL,18855.5,-478.0,2024-09-09 02:00:00
2024-09-09 14:00:00,18722.75,high,LH,19053.25,-330.5,2024-09-10 02:00:00
2024-09-09 22:00:00,18623.5,low,HL,18377.5,246.0,2024-09-10 10:00:00
2024-09-10 14:00:00,18835.0,high,HH,18722.75,112.25,2024-09-11 02:00:00
2024-09-10 22:00:00,18750.75,low,HL,18623.5,127.25,2024-09-11 10:00:00
2024-09-12 06:00:00,19257.25,low,HL,18750.75,506.5,2024-09-12 18:00:00
2024-09-12 10:00:00,19466.0,high,HH,18835.0,631.0,2024-09-12 22:00:00
2024-09-15 18:00:00,19761.75,high,HH,19466.0,295.75,2024-09-16 06:00:00
2024-09-16 14:00:00,19650.25,low,HL,19257.25,393.0,2024-09-17 02:00:00
2024-09-17 02:00:00,19774.0,high,HH,19761.75,12.25,2024-09-17 14:00:00
2024-09-17 10:00:00,19661.5,low,HL,19650.25,11.25,2024-09-17 22:00:00
2024-09-18 14:00:00,19632.75,low,LL,19661.5,-28.75,2024-09-19 02:00:00
2024-09-19 10:00:00,20193.0,high,HH,19774.0,419.0,2024-09-19 22:00:00
2024-09-20 10:00:00,19995.25,low,HL,19632.75,362.5,2024-09-22 22:00:00
2024-09-22 18:00:00,20131.0,high,LH,20193.0,-62.0,2024-09-23 06:00:00
2024-09-23 18:00:00,20051.0,low,HL,19995.25,55.75,2024-09-24 06:00:00
2024-09-24 14:00:00,20185.25,high,HH,20131.0,54.25,2024-09-25 02:00:00
2024-09-24 22:00:00,20099.0,low,HL,20051.0,48.0,2024-09-25 10:00:00
2024-09-26 02:00:00,20469.25,high,HH,20185.25,284.0,2024-09-26 14:00:00
2024-09-26 10:00:00,20274.25,low,HL,20099.0,175.25,2024-09-26 22:00:00
2024-09-27 06:00:00,20327.0,high,LH,20469.25,-142.25,2024-09-29 18:00:00
2024-09-29 22:00:00,20173.5,low,LL,20274.25,-100.75,2024-09-30 10:00:00
2024-09-30 18:00:00,20328.75,high,HH,20327.0,1.75,2024-10-01 06:00:00
2024-10-02 02:00:00,19912.25,low,LL,20173.5,-261.25,2024-10-02 14:00:00
2024-10-02 14:00:00,20056.25,high,LH,20328.75,-272.5,2024-10-03 02:00:00
2024-10-03 02:00:00,19918.75,low,HL,19912.25,6.5,2024-10-03 14:00:00
2024-10-06 18:00:00,20215.5,high,HH,20056.25,159.25,2024-10-07 06:00:00
2024-10-07 22:00:00,19979.0,low,HL,19918.75,60.25,2024-10-08 10:00:00
2024-10-08 14:00:00,20286.25,high,HH,20215.5,70.75,2024-10-09 02:00:00
2024-10-09 18:00:00,20451.0,high,HH,20286.25,164.75,2024-10-10 06:00:00
2024-10-10 06:00:00,20357.5,low,HL,19979.0,378.5,2024-10-10 18:00:00
2024-10-10 18:00:00,20451.0,high,LH,20451.0,0.0,2024-10-11 06:00:00
2024-10-11 06:00:00,20359.75,low,HL,20357.5,2.25,2024-10-13 18:00:00
2024-10-11 10:00:00,20436.75,high,LH,20451.0,-14.25,2024-10-13 22:00:00
2024-10-14 06:00:00,20670.75,high,HH,20436.75,234.0,2024-10-14 18:00:00
2024-10-15 06:00:00,20629.5,high,LH,20670.75,-41.25,2024-10-15 18:00:00
2024-10-15 14:00:00,20333.25,low,LL,20359.75,-26.5,2024-10-16 02:00:00
2024-10-15 22:00:00,20392.0,high,LH,20629.5,-237.5,2024-10-16 10:00:00
2024-10-16 06:00:00,20223.75,low,LL,20333.25,-109.5,2024-10-16 18:00:00
2024-10-17 02:00:00,20490.75,high,HH,20392.0,98.75,2024-10-17 14:00:00
2024-10-17 18:00:00,20379.25,low,HL,20223.75,155.5,2024-10-18 06:00:00
2024-10-20 18:00:00,20507.5,high,HH,20490.75,16.75,2024-10-21 06:00:00
2024-10-21 02:00:00,20424.25,low,HL,20379.25,45.0,2024-10-21 14:00:00
2024-10-21 14:00:00,20538.75,high,HH,20507.5,31.25,2024-10-22 02:00:00
2024-10-22 02:00:00,20384.0,low,LL,20424.25,-40.25,2024-10-22 14:00:00
2024-10-22 10:00:00,20574.5,high,HH,20538.75,35.75,2024-10-22 22:00:00
2024-10-23 10:00:00,20126.25,low,LL,20384.0,-257.75,2024-10-23 22:00:00
2024-10-25 06:00:00,20649.5,high,HH,20574.5,75.0,2024-10-27 18:00:00
2024-10-28 02:00:00,20670.0,high,HH,20649.5,20.5,2024-10-28 14:00:00
2024-10-28 18:00:00,20506.5,low,HL,20126.25,380.25,2024-10-29 06:00:00
2024-10-29 18:00:00,20782.5,high,HH,20670.0,112.5,2024-10-30 06:00:00
2024-10-31 10:00:00,20035.5,low,LL,20506.5,-471.0,2024-10-31 22:00:00
2024-11-03 22:00:00,20237.5,high,LH,20782.5,-545.0,2024-11-04 10:00:00
2024-11-04 18:00:00,20103.0,low,HL,20035.5,67.5,2024-11-05 06:00:00
2024-11-08 02:00:00,21144.0,low,HL,20103.0,1041.0,2024-11-08 14:00:00
2024-11-10 22:00:00,21288.0,high,HH,20237.5,1050.5,2024-11-11 10:00:00
2024-11-11 06:00:00,21172.5,low,HL,21144.0,28.5,2024-11-11 18:00:00
2024-11-12 02:00:00,21168.0,low,LL,21172.5,-4.5,2024-11-12 14:00:00
2024-11-12 06:00:00,21235.25,high,LH,21288.0,-52.75,2024-11-12 18:00:00
2024-11-12 22:00:00,21118.25,low,LL,21168.0,-49.75,2024-11-13 10:00:00
2024-11-13 10:00:00,21257.25,high,HH,21235.25,22.0,2024-11-13 22:00:00
2024-11-15 10:00:00,20429.0,low,LL,21118.25,-689.25,2024-11-17 22:00:00
2024-11-18 06:00:00,20530.25,low,HL,20429.0,101.25,2024-11-18 18:00:00
2024-11-19 06:00:00,20554.25,low,HL,20530.25,24.0,2024-11-19 18:00:00
2024-11-19 22:00:00,20830.75,high,LH,21257.25,-426.5,2024-11-20 10:00:00
2024-11-20 10:00:00,20589.75,low,HL,20554.25,35.5,2024-11-20 22:00:00
2024-11-21 10:00:00,20857.0,high,HH,20830.75,26.25,2024-11-21 22:00:00
2024-11-22 02:00:00,20741.0,low,HL,20589.75,151.25,2024-11-22 14:00:00
2024-11-25 02:00:00,20978.75,high,HH,20857.0,121.75,2024-11-25 14:00:00
2024-11-25 10:00:00,20851.5,low,HL,20741.0,110.5,2024-11-25 22:00:00
2024-11-26 18:00:00,21005.25,high,HH,20978.75,26.5,2024-11-27 06:00:00
2024-11-27 14:00:00,20806.5,low,LL,20851.5,-45.0,2024-11-28 02:00:00
2024-11-29 10:00:00,20991.25,high,LH,21005.25,-14.0,2024-12-02 02:00:00
2024-12-02 02:00:00,20949.25,low,HL,20806.5,142.75,2024-12-02 14:00:00
2024-12-03 02:00:00,21202.75,low,HL,20949.25,253.5,2024-12-03 14:00:00
2024-12-04 14:00:00,21517.0,high,HH,20991.25,525.75,2024-12-05 02:00:00
2024-12-05 06:00:00,21510.5,high,LH,21517.0,-6.5,2024-12-05 18:00:00
2024-12-05 14:00:00,21453.25,low,HL,21202.75,250.5,2024-12-06 02:00:00
2024-12-06 10:00:00,21658.25,high,HH,21510.5,147.75,2024-12-08 22:00:00
2024-12-10 06:00:00,21546.75,high,LH,21658.25,-111.5,2024-12-10 18:00:00
2024-12-10 18:00:00,21427.75,low,LL,21453.25,-25.5,2024-12-11 06:00:00
2024-12-11 10:00:00,21793.0,high,HH,21546.75,246.25,2024-12-11 22:00:00
2024-12-12 14:00:00,21630.25,low,HL,21427.75,202.5,2024-12-13 02:00:00
2024-12-13 06:00:00,21880.5,high,HH,21793.0,87.5,2024-12-15 18:00:00
2024-12-13 14:00:00,21760.5,low,HL,21630.25,130.25,2024-12-16 02:00:00
2024-12-16 18:00:00,22418.0,high,HH,21880.5,537.5,2024-12-17 06:00:00
2024-12-17 14:00:00,22304.75,low,HL,21760.5,544.25,2024-12-18 02:00:00
