pivot_time,pivot_price,kind,label,prior_ref,delta_pts,confirmed_time
2024-01-02 10:00:00,16696.0,low,FIRST,,,2024-01-02 18:00:00
2024-01-03 14:00:00,16542.75,low,LL,16696.0,-153.25,2024-01-03 22:00:00
2024-01-03 22:00:00,16569.25,high,FIRST,,,2024-01-04 06:00:00
2024-01-05 02:00:00,16385.5,low,LL,16542.75,-157.25,2024-01-05 10:00:00
2024-01-05 10:00:00,16488.5,high,LH,16569.25,-80.75,2024-01-07 18:00:00
2024-01-08 02:00:00,16424.25,low,HL,16385.5,38.75,2024-01-08 10:00:00
2024-01-08 18:00:00,16794.5,high,HH,16488.5,306.0,2024-01-09 02:00:00
2024-01-09 06:00:00,16705.0,low,HL,16424.25,280.75,2024-01-09 14:00:00
2024-01-09 10:00:00,16840.75,high,HH,16794.5,46.25,2024-01-09 18:00:00
2024-01-09 22:00:00,16812.75,low,HL,16705.0,107.75,2024-01-10 06:00:00
2024-01-10 22:00:00,17007.5,high,HH,16840.75,166.75,2024-01-11 06:00:00
2024-01-11 10:00:00,16933.75,low,HL,16812.75,121.0,2024-01-11 18:00:00
2024-01-12 02:00:00,16923.5,low,LL,16933.75,-10.25,2024-01-12 10:00:00
2024-01-12 06:00:00,16986.0,high,LH,17007.5,-21.5,2024-01-12 14:00:00
2024-01-12 14:00:00,16955.25,low,HL,16923.5,31.75,2024-01-14 22:00:00
2024-01-14 22:00:00,17008.5,high,HH,16986.0,22.5,2024-01-15 06:00:00
2024-01-15 10:00:00,16970.0,high,LH,17008.5,-38.5,2024-01-15 22:00:00
2024-01-16 02:00:00,16845.75,low,LL,16955.25,-109.5,2024-01-16 10:00:00
2024-01-16 14:00:00,16978.0,high,HH,16970.0,8.0,2024-01-16 22:00:00
2024-01-17 06:00:00,16707.0,low,LL,16845.75,-138.75,2024-01-17 14:00:00
2024-01-21 18:00:00,17549.75,high,HH,16978.0,571.75,2024-01-22 02:00:00
2024-01-22 14:00:00,17455.5,low,HL,16707.0,748.5,2024-01-22 22:00:00
2024-01-22 22:00:00,17476.75,high,LH,17549.75,-73.0,2024-01-23 06:00:00
2024-01-23 02:00:00,17448.5,low,LL,17455.5,-7.0,2024-01-23 10:00:00
2024-01-24 10:00:00,17714.75,high,HH,17476.75,238.0,2024-01-24 18:00:00
2024-01-24 18:00:00,17601.5,low,HL,17448.5,153.0,2024-01-25 02:00:00
2024-01-25 06:00:00,17668.5,high,LH,17714.75,-46.25,2024-01-25 14:00:00
2024-01-25 22:00:00,17499.0,low,LL,17601.5,-102.5,2024-01-26 06:00:00
2024-01-26 06:00:00,17548.75,high,LH,17668.5,-119.75,2024-01-26 14:00:00
2024-01-26 14:00:00,17504.75,low,HL,17499.0,5.75,2024-01-28 22:00:00
2024-01-29 18:00:00,17717.5,high,HH,17548.75,168.75,2024-01-30 02:00:00
2024-01-31 02:00:00,17357.25,low,LL,17504.75,-147.5,2024-01-31 10:00:00
2024-01-31 10:00:00,17382.75,high,LH,17717.5,-334.75,2024-01-31 18:00:00
2024-01-31 14:00:00,17265.25,low,LL,17357.25,-92.0,2024-01-31 22:00:00
2024-02-01 14:00:00,17628.0,high,HH,17382.75,245.25,2024-02-01 22:00:00
2024-02-02 06:00:00,17594.0,low,HL,17265.25,328.75,2024-02-02 14:00:00
2024-02-02 10:00:00,17728.25,high,HH,17628.0,100.25,2024-02-04 18:00:00
2024-02-04 18:00:00,17677.5,low,HL,17594.0,83.5,2024-02-05 02:00:00
2024-02-05 02:00:00,17718.25,high,LH,17728.25,-10.0,2024-02-05 10:00:00
2024-02-05 10:00:00,17697.0,low,HL,17677.5,19.5,2024-02-05 18:00:00
2024-02-05 22:00:00,17736.75,high,HH,17718.25,18.5,2024-02-06 06:00:00
2024-02-06 10:00:00,17630.75,low,LL,17697.0,-66.25,2024-02-06 18:00:00
2024-02-06 18:00:00,17686.0,high,LH,17736.75,-50.75,2024-02-07 02:00:00
2024-02-06 22:00:00,17648.25,low,HL,17630.75,17.5,2024-02-07 06:00:00
2024-02-07 14:00:00,17856.25,high,HH,17686.0,170.25,2024-02-07 22:00:00
2024-02-08 02:00:00,17838.5,low,HL,17648.25,190.25,2024-02-08 10:00:00
2024-02-08 10:00:00,17868.25,high,HH,17856.25,12.0,2024-02-08 18:00:00
2024-02-09 10:00:00,18039.0,high,HH,17868.25,170.75,2024-02-11 18:00:00
2024-02-11 22:00:00,18022.5,low,HL,17838.5,184.0,2024-02-12 06:00:00
2024-02-12 02:00:00,18051.25,high,HH,18039.0,12.25,2024-02-12 10:00:00
2024-02-12 14:00:00,17929.5,low,LL,18022.5,-93.0,2024-02-12 22:00:00
2024-02-12 22:00:00,17952.25,high,LH,18051.25,-99.0,2024-02-13 06:00:00
2024-02-13 10:00:00,17657.0,low,LL,17929.5,-272.5,2024-02-13 18:00:00
2024-02-14 10:00:00,17784.75,low,HL,17657.0,127.75,2024-02-14 18:00:00
2024-02-15 06:00:00,17816.75,low,HL,17784.75,32.0,2024-02-15 14:00:00
2024-02-15 14:00:00,17955.0,high,HH,17952.25,2.75,2024-02-15 22:00:00
2024-02-16 02:00:00,18017.5,high,HH,17955.0,62.5,2024-02-16 10:00:00
2024-02-16 14:00:00,17721.5,low,LL,17816.75,-95.25,2024-02-18 22:00:00
2024-02-19 06:00:00,17791.0,high,LH,18017.5,-226.5,2024-02-19 18:00:00
2024-02-20 10:00:00,17531.5,low,LL,17721.5,-190.0,2024-02-20 18:00:00
2024-02-20 14:00:00,17582.5,high,LH,17791.0,-208.5,2024-02-20 22:00:00
2024-02-21 10:00:00,17452.25,low,LL,17531.5,-79.25,2024-02-21 18:00:00
2024-02-22 10:00:00,18052.75,high,HH,17582.5,470.25,2024-02-22 18:00:00
2024-02-23 02:00:00,18019.25,low,HL,17452.25,567.0,2024-02-23 10:00:00
2024-02-23 06:00:00,18079.75,high,HH,18052.75,27.0,2024-02-23 14:00:00
2024-02-25 22:00:00,17941.0,low,LL,18019.25,-78.25,2024-02-26 06:00:00
2024-02-26 10:00:00,18014.5,high,LH,18079.75,-65.25,2024-02-26 18:00:00
2024-02-26 22:00:00,17944.0,low,HL,17941.0,3.0,2024-02-27 06:00:00
2024-02-27 02:00:00,18014.5,high,LH,18014.5,0.0,2024-02-27 10:00:00
2024-02-27 10:00:00,17969.75,low,HL,17944.0,25.75,2024-02-27 18:00:00
2024-02-27 14:00:00,18012.25,high,LH,18014.5,-2.25,2024-02-27 22:00:00
2024-02-28 10:00:00,17949.25,high,LH,18012.25,-63.0,2024-02-28 18:00:00
2024-02-28 14:00:00,17860.5,low,LL,17969.75,-109.25,2024-02-28 22:00:00
2024-02-29 02:00:00,17868.5,low,HL,17860.5,8.0,2024-02-29 10:00:00
2024-02-29 22:00:00,18140.25,high,HH,17949.25,191.0,2024-03-01 06:00:00
2024-03-01 02:00:00,18064.75,low,HL,17868.5,196.25,2024-03-01 10:00:00
2024-03-03 18:00:00,18356.5,high,HH,18140.25,216.25,2024-03-04 02:00:00
2024-03-05 10:00:00,17879.25,low,LL,18064.75,-185.5,2024-03-05 18:00:00
2024-03-06 10:00:00,18077.5,high,LH,18356.5,-279.0,2024-03-06 18:00:00
2024-03-06 18:00:00,17947.5,low,HL,17879.25,68.25,2024-03-07 02:00:00
2024-03-07 10:00:00,18353.5,high,HH,18077.5,276.0,2024-03-07 18:00:00
2024-03-08 06:00:00,18387.5,high,HH,18353.5,34.0,2024-03-08 14:00:00
2024-03-08 10:00:00,18046.0,low,HL,17947.5,98.5,2024-03-10 18:00:00
2024-03-11 02:00:00,18279.5,high,LH,18387.5,-108.0,2024-03-11 10:00:00
2024-03-11 06:00:00,18147.5,low,HL,18046.0,101.5,2024-03-11 14:00:00
2024-03-11 22:00:00,18337.5,high,HH,18279.5,58.0,2024-03-12 06:00:00
2024-03-12 02:00:00,18278.25,low,HL,18147.5,130.75,2024-03-12 10:00:00
2024-03-12 22:00:00,18482.75,high,HH,18337.5,145.25,2024-03-13 06:00:00
2024-03-13 06:00:00,18338.5,low,HL,18278.25,60.25,2024-03-13 14:00:00
2024-03-14 02:00:00,18417.0,high,LH,18482.75,-65.75,2024-03-14 10:00:00
2024-03-14 06:00:00,18238.0,low,LL,18338.5,-100.5,2024-03-14 14:00:00
2024-03-15 02:00:00,18289.5,high,LH,18417.0,-127.5,2024-03-15 10:00:00
2024-03-15 14:00:00,18063.5,low,LL,18238.0,-174.5,2024-03-17 22:00:00
2024-03-18 06:00:00,18289.25,high,LH,18289.5,-0.25,2024-03-18 14:00:00
2024-03-18 18:00:00,18171.25,low,HL,18063.5,107.75,2024-03-19 02:00:00
2024-03-19 06:00:00,18090.5,low,LL,18171.25,-80.75,2024-03-19 14:00:00
2024-03-19 14:00:00,18273.0,high,LH,18289.25,-16.25,2024-03-19 22:00:00
2024-03-19 18:00:00,18232.75,low,HL,18090.5,142.25,2024-03-20 02:00:00
2024-03-21 06:00:00,18648.0,high,HH,18273.0,375.0,2024-03-21 14:00:00
2024-03-21 18:00:00,18560.25,low,HL,18232.75,327.5,2024-03-22 02:00:00
2024-03-22 06:00:00,18530.75,low,LL,18560.25,-29.5,2024-03-22 14:00:00
2024-03-22 10:00:00,18622.5,high,LH,18648.0,-25.5,2024-03-24 18:00:00
2024-03-25 06:00:00,18479.0,low,LL,18530.75,-51.75,2024-03-25 14:00:00
2024-03-25 10:00:00,18552.25,high,LH,18622.5,-70.25,2024-03-25 18:00:00
2024-03-26 02:00:00,18603.25,high,HH,18552.25,51.0,2024-03-26 10:00:00
2024-03-26 14:00:00,18480.0,low,HL,18479.0,1.0,2024-03-26 22:00:00
2024-03-27 02:00:00,18515.75,high,LH,18603.25,-87.5,2024-03-27 10:00:00
2024-03-27 10:00:00,18430.25,low,LL,18480.0,-49.75,2024-03-27 18:00:00
2024-03-27 14:00:00,18505.5,high,LH,18515.75,-10.25,2024-03-27 22:00:00
2024-03-28 06:00:00,18513.0,high,HH,18505.5,7.5,2024-03-28 14:00:00
2024-03-28 14:00:00,18465.0,low,HL,18430.25,34.75,2024-03-31 22:00:00
2024-03-31 18:00:00,18585.5,high,HH,18513.0,72.5,2024-04-01 02:00:00
2024-04-01 06:00:00,18586.0,high,HH,18585.5,0.5,2024-04-01 14:00:00
2024-04-01 10:00:00,18464.0,low,LL,18465.0,-1.0,2024-04-01 18:00:00
2024-04-02 06:00:00,18254.75,low,LL,18464.0,-209.25,2024-04-02 14:00:00
2024-04-02 14:00:00,18344.5,high,LH,18586.0,-241.5,2024-04-02 22:00:00
2024-04-03 02:00:00,18266.75,low,HL,18254.75,12.0,2024-04-03 10:00:00
2024-04-04 06:00:00,18518.0,high,HH,18344.5,173.5,2024-04-04 14:00:00
2024-04-04 18:00:00,18071.0,low,LL,18266.75,-195.75,2024-04-05 02:00:00
2024-04-07 18:00:00,18323.5,high,LH,18518.0,-194.5,2024-04-08 02:00:00
2024-04-07 22:00:00,18298.0,low,HL,18071.0,227.0,2024-04-08 06:00:00
2024-04-08 18:00:00,18287.5,low,LL,18298.0,-10.5,2024-04-09 02:00:00
2024-04-09 10:00:00,18255.0,low,LL,18287.5,-32.5,2024-04-09 18:00:00
2024-04-09 14:00:00,18384.75,high,HH,18323.5,61.25,2024-04-09 22:00:00
2024-04-10 10:00:00,18166.0,low,LL,18255.0,-89.0,2024-04-10 18:00:00
2024-04-11 02:00:00,18160.5,low,LL,18166.0,-5.5,2024-04-11 10:00:00
2024-04-11 18:00:00,18497.75,high,HH,18384.75,113.0,2024-04-12 02:00:00
2024-04-12 10:00:00,18161.75,low,HL,18160.5,1.25,2024-04-14 18:00:00
2024-04-15 06:00:00,18304.5,high,LH,18497.75,-193.25,2024-04-15 14:00:00
2024-04-16 02:00:00,17844.25,low,LL,18161.75,-317.5,2024-04-16 10:00:00
2024-04-16 06:00:00,17897.75,high,LH,18304.5,-406.75,2024-04-16 14:00:00
2024-04-16 22:00:00,17857.25,low,HL,17844.25,13.0,2024-04-17 06:00:00
2024-04-17 02:00:00,17929.75,high,HH,17897.75,32.0,2024-04-17 10:00:00
2024-04-17 14:00:00,17663.25,low,LL,17857.25,-194.0,2024-04-17 22:00:00
2024-04-17 22:00:00,17743.75,high,LH,17929.75,-186.0,2024-04-18 06:00:00
2024-04-18 18:00:00,17276.75,low,LL,17663.25,-386.5,2024-04-19 02:00:00
2024-04-19 06:00:00,17454.75,high,LH,17743.75,-289.0,2024-04-19 14:00:00
2024-04-19 14:00:00,17179.25,low,LL,17276.75,-97.5,2024-04-21 22:00:00
2024-04-22 10:00:00,17397.25,high,LH,17454.75,-57.5,2024-04-22 18:00:00
