ticker,event_et,session,jump_pct,res_pct,pred
MSFT,2025-01-29 16:08:56,AMC,0.0722753925602975,0.5876043464067527,0.08855674111192707
TSLA,2025-01-29 16:09:13,AMC,0.027960947876133,0.49158366823926847,0.012446878500684577
META,2025-01-29 16:47:14,AMC,0.035944529474514174,0.060291952183844075,0.046303679227954656
INTC,2025-01-30 16:13:45,AMC,0.005778008898133703,0.016177116313466293,0.030657185923580327
AAPL,2025-01-30 16:30:23,AMC,0.043914897551166635,0.04969087652394985,0.1996820596332054
GOOGL,2025-02-04 16:01:27,AMC,0.19608521632813133,0.1522456229383405,0.10229888323719132
AMD,2025-02-04 16:17:17,AMC,0.02194730336948863,0.16287397481806629,0.026554547466253596
AMZN,2025-02-06 16:09:12,AMC,0.04013577358836751,0.20296535828545872,0.03172512212367548
NVDA,2025-02-26 16:21:32,AMC,0.516086655641179,0.48448589360079775,0.06733633101763689
AVGO,2025-03-06 16:19:37,AMC,0.04205526556663285,0.16698414269104223,0.014149775372315966
MU,2025-03-20 16:00:55,AMC,0.09430996541967936,0.12574662055957245,0.039255040575951944
NFLX,2025-04-17 16:04:05,AMC,0.2352077441809876,0.12506967196400168,0.025079598819047543
TSLA,2025-04-22 16:10:12,AMC,0.04084244346725117,0.019058250180372726,0.012467000577723427
GOOGL,2025-04-24 16:01:26,AMC,0.3416635390648255,0.10482451599544465,0.11824316516050526
INTC,2025-04-24 16:05:05,AMC,0.029692361317308066,0.17041493454517287,0.029080569332924053
MSFT,2025-04-30 16:06:03,AMC,0.018973411925421842,0.12143598046904648,0.08790838800797052
META,2025-04-30 16:16:00,AMC,0.05815717608981491,0.35399572676586977,0.0424216714138537
AMZN,2025-05-01 16:15:00,AMC,0.11486708237610765,0.13127832266696962,0.03180324393088095
AAPL,2025-05-01 16:30:21,AMC,0.03528537043337996,0.22812921440365005,0.19757858637768866
AMD,2025-05-06 16:16:45,AMC,0.0037701230316816003,0.3091384336986026,0.024250925417871112
NVDA,2025-05-28 16:21:30,AMC,0.3637767276470313,0.4678636177554243,0.06901417090976014
AVGO,2025-06-05 16:27:02,AMC,0.027830604387958625,0.13103728184611815,0.015371405222921927
MU,2025-06-25 16:03:10,AMC,0.011126317077784083,0.006675641696058033,0.0447878177135819
NFLX,2025-07-17 16:04:28,AMC,0.03548768684804818,0.04409028830747062,0.026077319251580938
GOOGL,2025-07-23 16:01:33,AMC,0.02896436310583793,0.3346813554594896,0.13418744708381922
TSLA,2025-07-23 16:14:09,AMC,0.040611307042855614,0.11114673506465748,0.012487122654762275
INTC,2025-07-24 16:04:12,AMC,0.009626698042571397,0.07487431810888864,0.02938646532511606
MSFT,2025-07-30 16:08:53,AMC,0.03277336688198416,0.14906753499386816,0.08726003490401396
META,2025-07-30 16:13:01,AMC,0.10567026650041211,0.03487045099116615,0.046303679227954656
AMZN,2025-07-31 16:13:17,AMC,0.009637728494479724,0.11458801859110283,0.03210826918413048
AAPL,2025-07-31 16:30:25,AMC,0.09969341594665865,0.09862250093798575,0.19547511312217195
AMD,2025-08-05 16:16:31,AMC,0.024832381425378695,0.27853649583814655,0.02194730336948863
NVDA,2025-08-27 16:22:14,AMC,0.13971097957660106,0.325281288327201,0.07047183999543033
AVGO,2025-09-04 16:19:50,AMC,0.021109738978077535,0.014777129225995082,0.016593035073527888
MU,2025-09-23 16:02:28,AMC,0.07347982324579504,0.019124885502330217,0.039255040575951944
NFLX,2025-10-21 16:02:25,AMC,0.08412010371513964,0.0009896776619854914,0.026782474908913063
TSLA,2025-10-22 16:06:36,AMC,0.024946863181423567,0.04290689204426395,0.012509539571904673
INTC,2025-10-23 16:10:22,AMC,0.0009893447569674606,0.019787090901895604,0.029080569332924053
GOOGL,2025-10-29 16:01:48,AMC,0.012350018525027786,0.3277629466363921,0.11824316516050526
MSFT,2025-10-29 16:07:42,AMC,0.11253850628975803,0.0791591958188685,0.08370087960824116
META,2025-10-29 16:08:34,AMC,0.12413108242303873,0.03914641714804029,0.0501856870420556
AMZN,2025-10-30 16:13:01,AMC,0.009615199707697928,0.10384415684313764,0.03180324393088095
AAPL,2025-10-30 16:30:35,AMC,0.28713555871394,0.42541749493436276,0.1927976538768466
AMD,2025-11-04 16:16:10,AMC,0.054743098459372794,0.12123345261140768,0.023389842397433663
NVDA,2025-11-19 16:20:44,AMC,0.5296888583385561,0.7784304012454887,0.07192950908110052
AVGO,2025-12-11 16:17:37,AMC,0.03293807641633729,0.05037588157792761,0.01875841009312739
MU,2025-12-17 16:03:26,AMC,0.022052263865360903,0.17341446056074017,0.0447878177135819
NFLX,2026-01-20 16:07:54,AMC,0.011933174224343675,0.04176569445411243,0.027487630566245192
INTC,2026-01-22 16:10:56,AMC,0.014617318599076187,0.009744689144416292,0.02656953981498323
META,2026-01-28 16:04:20,AMC,0.13550916849267675,0.75539153500173,0.0502073075204096
MSFT,2026-01-28 16:04:38,AMC,0.13550916849267675,0.75539153500173,0.08726003490401396
TSLA,2026-01-28 16:11:04,AMC,0.10805435229543782,0.42648408812729505,0.01253195648904707
AAPL,2026-01-29 16:30:33,AMC,0.12890688882261836,0.019240389425481973,0.19547511312217195
AMD,2026-02-03 16:16:18,AMC,0.06684032044035976,0.09141396766108026,0.024832381425378695
GOOGL,2026-02-04 16:01:37,AMC,0.014986212684330416,0.08791647934462261,0.10229888323719132
AMZN,2026-02-05 16:25:12,AMC,0.049914940866075154,0.3606099809508287,0.03172512212367548
NVDA,2026-02-25 16:31:25,AMC,0.16737060775221274,0.1890359168241966,0.07813194229766726
AVGO,2026-03-04 16:16:10,AMC,0.02983501238153014,0.005966883794938094,0.020923785112726894
MU,2026-03-18 16:02:14,AMC,0.03345532700047648,0.15308812198385985,0.039255040575951944
NFLX,2026-04-16 16:01:58,AMC,0.04250174729405542,0.0566689963920739,0.026782474908913063
TSLA,2026-04-22 16:10:44,AMC,0.013824884792626727,0.08571349572814997,0.01575024489994959
INTC,2026-04-23 16:07:02,AMC,0.02039416356119176,0.06952233520889145,0.024058510297042406
GOOGL,2026-04-29 16:01:35,AMC,0.3473491773308958,0.7960881089479939,0.0976602042090591
MSFT,2026-04-29 16:03:31,AMC,0.03378162462223926,0.9449120820932313,0.08790838800797052
META,2026-04-29 16:05:41,AMC,0.11060329067641682,0.5977625036560398,0.0502289279987636
AMZN,2026-04-29 16:18:55,AMC,0.039647414619753636,0.5375699624715309,0.03180324393088095
AAPL,2026-04-30 16:30:41,AMC,0.036225649571178874,0.05705643152775387,0.1927976538768466
AMD,2026-05-05 16:16:06,AMC,0.00799921785425425,0.3679607508532423,0.025693464445816147
NVDA,2026-05-20 16:21:19,AMC,0.14071294559099437,0.037519292590792425,0.084334375514234
AVGO,2026-06-03 16:21:35,AMC,0.0016344008695012627,0.13809671673013124,0.02093090428165658
MU,2026-06-24 16:02:01,AMC,0.011803090723613768,0.7030914103136934,0.03372226343832198
NFLX,2026-07-16 16:03:19,AMC,0.005991560459124719,0.07189503325145288,0.027487630566245192
GOOGL,2026-07-22 16:01:36,AMC,0.01797652779085594,0.1010170187994384,0.10229888323719132
TSLA,2026-07-22 16:35:52,AMC,0.0017115814156489887,0.04791894852135816,0.013824884792626727
INTC,2026-07-23 16:09:00,AMC,0.0,0.19328382249231651,0.02378911873410361
META,2026-07-29 16:03:23,AMC,0.07605329228288159,0.003665420423722601,0.0508015947468773
MSFT,2026-07-29 16:04:53,AMC,0.02201047331688662,0.07152616665596831,0.08726003490401396
AMZN,2026-07-30 16:06:23,AMC,0.03973053865781412,0.09093718271310644,0.03210826918413048
AAPL,2026-07-30 16:30:28,AMC,0.17450161281793664,0.05111708456352179,0.19012019463152127
AMD,2026-08-04 16:16:24,AMC,0.17937520431171053,0.09387625098486246,0.024832381425378695
