Date,Scraped_At,dOpen,wOpen,mOpen,DIHD,DIHU,DILD,DILU,DRHD,DRHU,DRLD,DRLU,MIHD,MIHU,MILD,MILU,MRHD,MRHU,MRLD,MRLU,MTL1,MTL2,MTLD,MTLU,WIHD,WIHU,WILD,WILU,WRHD,WRHU,WRLD,WRLU,WTL1,WTL2,WTLD,WTLU,DTL1,DTL2,DTLD,DTLU,DTH1,DTH2,DTHD,DTHU,WTH1,WTH2,WTHD,WTHU,MTH1,MTH2,MTHD,MTHU
2025-05-14,2026-06-30 10:05:51,42245.0,41846.0,40841.0,42353.87241144,42382.700542,42112.436818,42141.26494856,42449.85984,42549.62648,41951.25769,42051.75795,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42015.23526704,42080.421292,41469.302308,41534.48833296,42313.41982,42451.51162,41215.79924,41376.06942,,,,,,,,,,,,,42961.1959,43400.99736,42793.39344,43526.95382,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-15,2026-06-30 10:06:16,42090.0,41846.0,40841.0,42188.64128226,42217.0117005,41951.0390295,41979.40944774,42280.1568,42379.5246,41794.28943,41894.41365,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42015.23526704,42080.421292,41469.302308,41534.48833296,42313.41982,42451.51162,41215.79924,41376.06942,,,,,,,,,42605.62845,42744.1539,42527.31315,42891.10035,42961.1959,43400.99736,42793.39344,43526.95382,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-16,2026-06-30 10:06:41,42440.0,41846.0,40841.0,42533.92802118,42562.6489015,42293.3906485,42322.11152882,42627.59616,42727.78052,42134.05617,42234.99435,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42015.23526704,42080.421292,41469.302308,41534.48833296,42313.41982,42451.51162,41215.79924,41376.06942,,,,,,,,,42955.74239,43095.40618,42876.78353,43243.56017,42961.1959,43400.99736,42793.39344,43526.95382,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-19,2026-06-30 10:07:07,42472.0,42472.0,40841.0,42552.09626034,42584.3717845,42281.7887455,42314.06426966,42687.84576,42788.17172,42089.667056,42155.82823872,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42643.76696128,42709.928144,42089.667056,42155.82823872,42946.41224,43086.56984,41832.37168,41995.03944,,,,,,,,,43016.45579,43156.31698,42937.38533,43304.68037,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-20,2026-06-30 10:07:28,42885.0,42472.0,40841.0,42982.71671532,43011.663331,42740.288809,42769.23542468,43076.45568,43177.69496,42580.1242,42682.131,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42643.76696128,42709.928144,42089.667056,42155.82823872,42946.41224,43086.56984,41832.37168,41995.03944,,,,,42312.2492,42161.8106,42038.3738,42423.6852,,,,,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-21,2026-06-30 10:07:50,42742.0,42472.0,40841.0,42792.70448928,42824.369224,42527.512336,42559.177070720005,42919.80672,43020.67784,42336.72405,42438.14775,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42643.76696128,42709.928144,42089.667056,42155.82823872,42946.41224,43086.56984,41832.37168,41995.03944,,,,,42070.3803,41920.80165,41832.37168,41995.03944,,,,,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-22,2026-06-30 10:08:13,41856.0,42472.0,40841.0,41986.559117820005,42016.4588935,41736.148496500005,41766.04827218,42089.667056,42155.82823872,41561.81745,41661.38475,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42643.76696128,42709.928144,42089.667056,42155.82823872,42946.41224,43086.56984,41832.37168,41995.03944,41275.98848,40825.78528,40806.67288,41366.02912,,,,,,,,,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-23,2026-06-30 10:08:35,41986.0,42472.0,40841.0,42077.4334176,42108.60472,41816.37376,41847.5450624,42202.83648,42302.02256,41628.37994,41728.1067,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,42643.76696128,42709.928144,42089.667056,42155.82823872,42946.41224,43086.56984,41832.37168,41995.03944,41275.98848,40825.78528,40806.67288,41366.02912,41366.49244,41219.41642,41098.73866,41475.43764,,,,,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-26,2026-06-30 10:09:00,41687.0,41687.0,40841.0,41981.90329782,42020.9925135,41654.5311165,41693.62033218,42201.83232,42301.01604,41379.01897,41478.14835,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,41855.59223288,41920.530574,41311.733626,41376.67196712,42201.83232,42301.01604,41059.19378,41218.85499,,,,,,,,,,,,,,,,,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-27,2026-06-30 10:09:28,42106.0,41687.0,40841.0,42215.72790678,42245.5521215,41965.9501085,41995.77432322,42324.33984,42423.81148,41793.29596,41893.4178,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,41855.59223288,41920.530574,41311.733626,41376.67196712,42152.64379,42290.21089,41059.19378,41218.85499,,,,,,,,,42650.15161,42788.82182,42571.75447,42935.92183,42797.95855,43236.08892,42630.79368,43361.56679,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-28,2026-06-30 10:09:54,42467.0,41687.0,40841.0,42556.73505882,42585.4068185,42316.6090715,42345.28083118,42649.68768,42749.92396,42157.89945,42258.89475,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,41855.59223288,41920.530574,41311.733626,41376.67196712,42152.64379,42290.21089,41059.19378,41218.85499,,,,,41892.6807,41743.73385,41808.9317,42136.47652,,,,,42797.95855,43236.08892,42630.79368,43361.56679,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-29,2026-06-30 10:10:55,42193.0,41687.0,40841.0,42365.65498056,42399.757218000006,42080.048742,42114.15097944,42524.16768,42624.10896,41855.59223288,41920.530574,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,41855.59223288,41920.530574,41311.733626,41376.67196712,42152.64379,42290.21089,41059.19378,41218.85499,,,,,,,,,42851.51772,42990.84264,42772.75044,43138.63716,42797.95855,43236.08892,42630.79368,43361.56679,43131.36328,43616.96277,43001.08049,43980.85608
2025-05-30,2026-06-30 10:11:16,42243.0,41687.0,40841.0,42330.12324564,42359.925517,42080.529223,42110.33149436,42437.80992,42537.54824,41908.53848,42008.9364,41461.2359306,41590.228145,40380.926135,40509.9183494,41808.9317,42136.47652,39505.4993,39908.19156,,,,,41855.59223288,41920.530574,41311.733626,41376.67196712,42152.64379,42290.21089,41059.19378,41218.85499,,,,,,,,,,,,,42797.95855,43236.08892,42630.79368,43361.56679,43131.36328,43616.96277,43001.08049,43980.85608
2025-06-02,2026-06-30 10:11:42,42214.0,42214.0,42214.0,42307.58025588,42337.240309,42059.177311,42088.83736412,42413.71008,42513.39176,41888.66908,41989.0194,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42384.72354736,42450.482828,41833.989572,41899.74885264,42685.53038,42824.83658,41578.25716,41739.93678,,,,,,,,,,,,,,,,,,,,
2025-06-03,2026-06-30 10:12:05,42375.0,42214.0,42214.0,42457.73451732,42486.661581,42215.470359,42244.39742268,42554.29248,42654.30456,42053.5851,42154.3305,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42384.72354736,42450.482828,41833.989572,41899.74885264,42685.53038,42824.83658,41578.25716,41739.93678,,,,,,,,,,,,,,,,,,,,
2025-06-04,2026-06-30 10:12:27,42572.0,42214.0,42214.0,42710.90485926,42740.5378855,42462.7282645,42492.36129074,42814.36992,42914.99324,42294.00484,42395.3262,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42384.72354736,42450.482828,41833.989572,41899.74885264,42685.53038,42824.83658,41578.25716,41739.93678,,,,,,,,,,,,,,,,,,,,
2025-06-05,2026-06-30 10:12:48,42471.0,42214.0,42214.0,42583.02323982,42612.0311435,42340.0820465,42369.08995018,42679.81248,42780.11956,42177.76885,42278.81175,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42384.72354736,42450.482828,41833.989572,41899.74885264,42685.53038,42824.83658,41578.25716,41739.93678,,,,,,,,,,,,,,,,,,,,
2025-06-06,2026-06-30 10:13:10,42369.0,42214.0,42214.0,42493.10366796,42523.298363,42240.223097,42270.41779204,42604.50048,42704.63056,42064.51327,42165.28485,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42384.72354736,42450.482828,41833.989572,41899.74885264,42685.53038,42824.83658,41578.25716,41739.93678,,,,,,,,,42932.46892,43072.05704,42853.55284,43220.13076,43339.0031,43782.67224,43214.4718,43553.02808,,,,
2025-06-09,2026-06-30 10:14:19,42844.0,42844.0,42214.0,42924.64922958,42956.1756715,42660.6152785,42692.14172042,43049.34336,43150.51892,42458.318312,42525.05898144,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,43017.27141856,43084.012088,42458.318312,42525.05898144,43322.56748,43463.95268,42198.76936,42362.86188,,,,,,,,,,,,,,,,,,,,
2025-06-10,2026-06-30 10:14:43,42801.0,42844.0,42214.0,42918.3228021,42947.1640325,42676.7774975,42705.6187279,43017.27141856,43084.012088,42517.53559,42619.39245,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,43017.27141856,43084.012088,42458.318312,42525.05898144,43322.56748,43463.95268,42198.76936,42362.86188,,,,,,,,,,,,,,,,,,,,
2025-06-11,2026-06-30 10:15:06,42881.0,42844.0,42214.0,42998.73571122,43027.9480085,42754.0827215,42783.29501878,43095.53472,43196.81884,42591.05237,42693.08535,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,43017.27141856,43084.012088,42458.318312,42525.05898144,43322.56748,43463.95268,42198.76936,42362.86188,,,,,,,,,43427.28313,43568.48006,43214.4718,43553.02808,,,,,,,,
2025-06-12,2026-06-30 10:15:31,42874.0,42844.0,42214.0,42979.33797462,43010.0059935,42722.4933165,42753.16133538,43093.5264,43194.8058,42543.36581,42645.28455,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,43017.27141856,43084.012088,42458.318312,42525.05898144,43322.56748,43463.95268,42198.76936,42362.86188,,,,,,,,,,,,,,,,,,,,
2025-06-13,2026-06-30 10:15:55,42954.0,42844.0,42214.0,43029.77139324,43059.514407,42780.673653,42810.41666676,43132.68864,43234.06008,42611.91524,42713.9982,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,43017.27141856,43084.012088,42458.318312,42525.05898144,43322.56748,43463.95268,42198.76936,42362.86188,41637.51296,41183.36656,41164.08676,41728.34224,42343.84024,42193.28932,42198.76936,42362.86188,,,,,,,,,,,,
2025-06-16,2026-06-30 10:16:17,42353.0,42353.0,42214.0,42507.1612044,42544.13163,42197.53389,42234.5043156,42698.89152,42799.24344,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42524.28569672,42590.261506,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,,,,,,,,,43027.58658,43167.48396,42948.49566,43315.88574,43481.70745,43926.83748,43311.87192,44054.32001,,,,
2025-06-17,2026-06-30 10:16:39,42868.0,42353.0,42214.0,42938.4238185,42971.8423225,42658.543847500005,42691.962351500006,43085.49312,43186.75364,42448.98616,42550.6788,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42524.28569672,42590.261506,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,,,,,,,,,,,,,43481.70745,43926.83748,43311.87192,44054.32001,,,,
2025-06-18,2026-06-30 10:16:59,42512.0,42353.0,42214.0,42596.89393152,42628.208896,42334.631104,42365.94606848,42720.98304,42821.38688,42146.97128,42247.9404,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42524.28569672,42590.261506,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,,,,,,,,,43049.84816,43189.81792,42970.71632,43338.29648,43481.70745,43926.83748,43311.87192,44054.32001,,,,
2025-06-19,2026-06-30 10:17:20,42513.0,42353.0,42214.0,42595.1111388,42625.05247,42344.35249,42374.2938212,42702.90816,42803.26952,42171.80803,42272.83665,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42524.28569672,42590.261506,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,,,,,41906.50178,41757.50579,41738.45929,41871.7879876,,,,,43481.70745,43926.83748,43311.87192,44054.32001,,,,
2025-06-20,2026-06-30 10:17:43,42155.0,42353.0,42214.0,42399.67963134,42434.5698595,42107.4739705,42142.36419866,42567.34656,42667.38932,41879.72785,41980.05675,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42524.28569672,42590.261506,41971.738294,42037.71410328,42855.0871324,42988.41583,41738.45929,41871.7879876,,,,,,,,,42895.02899,43034.49538,42816.18173,43182.43997,43481.70745,43926.83748,43311.87192,44054.32001,,,,
2025-06-23,2026-06-30 10:18:03,42262.0,42262.0,42214.0,42416.07137766,42454.8342855,42091.432024500005,42130.19493234,42629.60448,42729.79356,41821.11312,41921.3016,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42432.91767088,42498.751724,41881.557476,41947.39152912,42734.06654,42873.53114,41625.53428,41787.39774,,,,,,,,,42957.76617,43097.43654,42878.80359,43245.59751,43388.2823,43832.45592,43218.81168,43959.66454,,,,
2025-06-24,2026-06-30 10:18:24,42902.0,42262.0,42214.0,43109.93285424,43143.621612,42827.789508,42861.47826576,43259.2128,43360.8816,42615.88912,42717.9816,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42432.91767088,42498.751724,41881.557476,41947.39152912,42734.06654,42873.53114,41625.53428,41787.39774,,,,,,,,,43592.2212,43733.9544,43512.0924,43884.3036,43388.2823,43832.45592,43218.81168,43959.66454,,,,
2025-06-25,2026-06-30 10:18:55,43419.0,42262.0,42214.0,43500.76088706,43530.3928605,43252.5931095,43282.22508294,43599.62304,43702.09188,43086.7939,43190.0145,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42432.91767088,42498.751724,41881.557476,41947.39152912,42734.06654,42873.53114,41625.53428,41787.39774,,,,,,,,,,,,,43388.2823,43832.45592,43218.81168,43959.66454,,,,
2025-06-26,2026-06-30 10:19:30,43292.0,42262.0,42214.0,43406.54376774,43436.1149495,43158.8851205,43188.456302260005,43505.232,43607.479,42993.40772,43096.4046,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42432.91767088,42498.751724,41881.557476,41947.39152912,42734.06654,42873.53114,41625.53428,41787.39774,,,,,,,,,43840.13425,43982.6735,43759.54975,44133.87775,43388.2823,43832.45592,43218.81168,43959.66454,44581.36112,45083.28558,44446.69846,45459.41232
2025-06-27,2026-06-30 10:19:51,43761.0,42262.0,42214.0,43890.2273985,43920.9086225,43633.2721475,43663.9533715,43999.27872,44102.68684,43457.35821,43561.46655,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,42432.91767088,42498.751724,41881.557476,41947.39152912,42734.06654,42873.53114,41625.53428,41787.39774,,,,,,,,,44337.98413,44482.14206,44256.48451,44635.06339,43388.2823,43832.45592,43218.81168,43959.66454,44581.36112,45083.28558,44446.69846,45459.41232
2025-06-30,2026-06-30 10:20:18,44201.0,44201.0,42214.0,44399.84535948,44433.440779,44118.483721,44152.07914052,44540.52096,44645.20112,43912.36747,44017.56585,42855.0871324,42988.41583,41738.45929,41871.7879876,43214.4718,43553.02808,40833.6022,41249.83224,,,,,44399.84535948,44433.440779,43803.102598,43871.95714776,44694.72517,44840.58847,43535.33294,43704.62277,,,,,,,,,,,,,,,,,44581.36112,45083.28558,44446.69846,45459.41232
2025-07-01,2026-06-30 10:20:45,44348.0,44201.0,44348.0,44453.84342448,44483.930764,44201.861956,44231.94929552,44552.57088,44657.27936,44034.56428,44140.0554,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44379.75945224,44448.614002,43803.102598,43871.95714776,44694.72517,44840.58847,43535.33294,43704.62277,,,,,,,,,44895.53552,45041.50624,44813.01104,45196.35056,45378.95665,45843.50916,45201.71064,45976.55417,,,,
2025-07-02,2026-06-30 10:21:09,44809.0,44201.0,44348.0,44919.53936094,44949.9590995,44664.7740505,44695.19378906,45019.50528,45125.31116,44495.53436,44602.1298,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44379.75945224,44448.614002,43803.102598,43871.95714776,44694.72517,44840.58847,43535.33294,43704.62277,,,,,,,,,,,,,45378.95665,45843.50916,45201.71064,45976.55417,,,,
2025-07-03,2026-06-30 10:21:29,44785.0,44201.0,44348.0,44895.0097122,44925.030605,44643.584735,44673.6056278,44990.38464,45096.12208,44478.64537,44585.20035,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44379.75945224,44448.614002,43803.102598,43871.95714776,44694.72517,44840.58847,43535.33294,43704.62277,,,,,,,,,45336.71956,45484.12472,45399.0476,45754.71856,45378.95665,45843.50916,45201.71064,45976.55417,,,,
2025-07-04,2026-06-30 10:21:49,45107.0,44201.0,44348.0,45183.453102,45215.03259,44918.97489,44950.554378,45295.64928,45402.10416,44737.94104,44845.1172,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44379.75945224,44448.614002,43803.102598,43871.95714776,44694.72517,44840.58847,43535.33294,43704.62277,,,,,,,,,,,,,45378.95665,45843.50916,45201.71064,45976.55417,,,,
2025-07-07,2026-06-30 10:22:13,44915.0,44915.0,44348.0,45103.0105716,45136.42133,44823.19547,44856.6062284,45237.408,45343.726,44621.70505,44728.60275,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45103.0105716,45136.42133,44510.67517,44580.6419604,45416.70055,45564.92005,44238.5801,44410.60455,,,,,44340.9863,44183.33465,44238.5801,44410.60455,,,,,,,,,,,,
2025-07-08,2026-06-30 10:22:41,44550.0,44915.0,44348.0,44662.36607976,44693.768938,44399.367142,44430.77000024,44775.4944,44880.7268,44218.35623,44324.28765,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45096.6470396,45166.61383,44510.67517,44580.6419604,45416.70055,45564.92005,44238.5801,44410.60455,,,,,,,,,,,,,,,,,,,,
2025-07-09,2026-06-30 10:23:09,44506.0,44915.0,44348.0,44622.4955154,44652.500165,44371.206575,44401.2112246,44719.26144,44824.36168,44205.44112,44311.3416,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45096.6470396,45166.61383,44510.67517,44580.6419604,45416.70055,45564.92005,44238.5801,44410.60455,,,,,,,,,45063.50926,45210.02612,44980.67602,45365.44978,,,,,,,,
2025-07-10,2026-06-30 10:23:29,44728.0,44915.0,44348.0,44845.46454,44876.25142,44587.62442,44618.4113,44950.21824,45055.86128,44414.06982,44520.4701,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45096.6470396,45166.61383,44510.67517,44580.6419604,45416.70055,45564.92005,44238.5801,44410.60455,,,,,,,,,,,,,,,,,,,,
2025-07-11,2026-06-30 10:23:50,44871.0,44915.0,44348.0,45006.47626392,45037.143606,44749.637274,44780.30461608,45096.6470396,45166.61383,44577.99237,44684.78535,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45096.6470396,45166.61383,44510.67517,44580.6419604,45416.70055,45564.92005,44238.5801,44410.60455,,,,,44297.54862,44140.05141,44010.82293,44414.21322,,,,,,,,,,,,
2025-07-14,2026-06-30 10:27:31,44452.0,44452.0,44348.0,44512.04387322,44544.7860585,44237.8280715,44270.57025678,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,,,,,,,,
2025-07-15,2026-06-30 10:27:52,44672.0,44452.0,44348.0,44757.03315264,44787.443792,44502.344048,44532.75468736,44857.83552,44963.26144,44332.60528,44438.8104,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,44053.70528,43897.07504,43848.41978,43988.4885032,,,,,,,,,,,,
2025-07-16,2026-06-30 10:28:18,44171.0,44452.0,44348.0,44278.48143402,44309.6365985,44017.5569315,44048.71209598,44390.90112,44495.22964,43837.85722,43942.8771,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,,,,,,,,
2025-07-17,2026-06-30 10:28:37,44431.0,44452.0,44348.0,44512.0734945,44542.6133425,44256.3022675,44286.8421155,44631.77455648,44701.020104,44084.23778,44189.8479,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,44959.28459,45105.46258,45021.4953368,45161.56406,,,,,,,,
2025-07-18,2026-06-30 10:29:00,44735.0,44452.0,44348.0,44833.4727438,44863.741195,44579.974465,44610.2429162,44932.14336,45037.74392,44412.08288,44518.4784,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44631.77455648,44701.020104,44051.843096,44121.08864352,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,,,,,,,,
2025-07-21,2026-06-30 10:29:23,44537.0,44537.0,44348.0,44638.08251832,44669.150526,44377.887954,44408.95596168,44747.37792,44852.54424,44200.47377,44306.36235,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44717.11831688,44786.496274000005,44136.077926,44205.455883120005,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,,,,,,,,
2025-07-22,2026-06-30 10:29:44,44594.0,44537.0,44348.0,44703.94665546,44733.8123505,44453.8214595,44483.68715454,44798.59008,44903.87676,44289.88607,44395.98885,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44717.11831688,44786.496274000005,44136.077926,44205.455883120005,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,,,,,,,,
2025-07-23,2026-06-30 10:30:08,44746.0,44537.0,44348.0,44851.8744705,44882.3782225,44596.4055475,44626.9092995,44953.23072,45058.88084,44425.99146,44532.4203,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44717.11831688,44786.496274000005,44136.077926,44205.455883120005,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,45299.27963,45446.56306,45399.0476,45754.71856,45723.91105,46191.99492,45545.31768,46326.05129,,,,
2025-07-24,2026-06-30 10:30:32,45111.0,44537.0,44348.0,45211.3076097,45242.3305425,44951.4905475,44982.5134803,45316.73664,45423.24108,44776.68637,44883.95535,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44717.11831688,44786.496274000005,44136.077926,44205.455883120005,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,45723.91105,46191.99492,45545.31768,46326.05129,,,,
2025-07-25,2026-06-30 10:30:56,44935.0,44537.0,44348.0,45060.09085686,45090.9204655,44801.892884500005,44832.722493140005,45164.10432,45270.25004,44628.65934,44735.5737,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,44717.11831688,44786.496274000005,44136.077926,44205.455883120005,45021.4953368,45161.56406,43848.41978,43988.4885032,,,,,,,,,,,,,45723.91105,46191.99492,45545.31768,46326.05129,,,,
2025-07-28,2026-06-30 10:31:22,45245.0,45245.0,44348.0,45371.11315758,45403.1329115,45102.9477185,45134.96747242,45487.44384,45594.34948,44917.75911,45025.36605,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45427.9816388,45498.46249,44837.70451,44908.1853612,45750.38665,45899.69515,44563.6103,44736.89865,,,,,44635.17786,44476.48023,44346.26679,44752.73166,,,,,,,,,,,,
2025-07-29,2026-06-30 10:32:26,45000.0,45245.0,44348.0,45130.15643868,45160.616319,44875.054941,44905.51482132,45229.37472,45335.67384,44706.15,44813.25,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45427.9816388,45498.46249,44837.70451,44908.1853612,45750.38665,45899.69515,44563.6103,44736.89865,,,,,,,,,,,,,,,,,,,,
2025-07-30,2026-06-30 10:32:50,44758.0,45245.0,44348.0,44890.09426608,44920.526924,44635.220756,44665.65341392,44990.38464,45096.12208,44465.73026,44572.2543,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45427.9816388,45498.46249,44837.70451,44908.1853612,45750.38665,45899.69515,44563.6103,44736.89865,43970.9008,43491.3038,43470.94355,44066.8202,44185.99276,44028.89218,43899.98914,44302.36356,,,,,,,,,,,,
2025-07-31,2026-06-30 10:33:15,44725.0,45245.0,44348.0,44798.81223378,44830.2073765,44535.8779135,44567.27305622,44911.056,45016.607,44355.45509,44461.71495,45021.4953368,45161.56406,43848.41978,43988.4885032,45399.0476,45754.71856,42897.8204,43335.09168,,,,,45427.9816388,45498.46249,44837.70451,44908.1853612,45750.38665,45899.69515,44563.6103,44736.89865,43970.9008,43491.3038,43470.94355,44066.8202,44076.41134,43919.70037,43791.11701,44192.49354,,,,,,,,,,,,
