Date,Scraped_At,dOpen,wOpen,mOpen,DIHD,DIHU,DILD,DILU,DRHD,DRHU,DRLD,DRLU,DTH1,DTH2,DTHD,DTHU,MIHD,MIHU,MILD,MILU,MRHD,MRHU,MRLD,MRLU,MTL1,MTL2,MTLD,MTLU,WIHD,WIHU,WILD,WILU,WRHD,WRHU,WRLD,WRLU,DTL1,DTL2,DTLD,DTLU,WTH1,WTH2,WTHD,WTHU,MTH1,MTH2,MTHD,MTHU,WTL1,WTL2,WTLD,WTLU
2025-01-24,2026-06-29 06:56:07,2761.8,2739.6,2641.0,2769.596352388,2771.5597529,2753.1528731,2755.116273612,2777.259429,2781.541614,2743.08111,2748.10613,2797.758663,2807.262351,2793.034446,2813.008767,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2763.718013808,2768.5274364,2723.4390996,2728.248522192,2781.899424,2793.43314,2697.58648856,2706.808438,,,,,2835.924336,2864.416176,2807.67351,2867.94113,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-01-27,2026-06-29 06:56:39,2778.1,2778.1,2641.0,2781.221149992,2783.5149626,2762.0104694,2764.304282008,2792.740587,2797.046642,2748.3467130000004,2753.3813790000004,,,,,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2802.556947788,2807.4339579,2762.0104694,2764.304282008,2820.993864,2832.689665,2728.955411,2748.818826,2731.0020120000004,2718.664314,2711.748564,2736.921894,,,,,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-01-28,2026-06-29 06:57:11,2742.4,2778.1,2641.0,2753.681543456,2755.7840008,2736.0734632,2738.175920544,2763.085122,2767.345452,2724.403122,2729.393926,2783.479734,2792.934918,2778.779628,2798.652006,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2802.556947788,2807.4339579,2761.7119881,2766.588998212,2820.993864,2832.689665,2728.955411,2748.818826,,,,,,,,,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-01-29,2026-06-29 06:57:43,2771.6,2778.1,2641.0,2778.50752864,2780.486648,2761.932404,2763.91152336,2786.306859,2790.602994,2751.724647,2756.765501,,,,,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2802.556947788,2807.4339579,2761.7119881,2766.588998212,2820.993864,2832.689665,2728.955411,2748.818826,,,,,,,,,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-01-30,2026-06-29 06:58:14,2796.2,2778.1,2641.0,2805.265741644,2807.2984187,2788.2420713,2790.274748356,2813.549676,2817.8878160000004,2777.555907,2782.644081,2834.316772,2843.944644,2829.5308240000004,2849.766148,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2802.556947788,2807.4339579,2761.7119881,2766.588998212,2820.993864,2832.689665,2728.955411,2748.818826,,,,,2875.777996,2904.670236,2860.776256,2923.283506,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-01-31,2026-06-29 06:58:47,2851.9,2778.1,2641.0,2862.66351806,2864.8762115,2844.1322105,2846.34490394,2872.760079,2877.189514,2831.702202,2836.889566,,,,,2697.58648856,2706.808438,2620.352662,2629.5746114400004,2717.61541,2747.85486,2575.26551,2595.68044,,,,,2802.556947788,2807.4339579,2761.7119881,2766.588998212,2820.993864,2832.689665,2728.955411,2748.818826,2813.831448,2801.119556,2802.556947788,2807.4339579,2875.777996,2904.670236,2860.776256,2923.283506,2818.42238,2848.79388,2807.67351,2867.94113,,,,
2025-02-03,2026-06-29 06:59:17,2846.5,2846.5,2846.5,2854.530883644,2857.7466647,2827.5987173,2830.814498356,2876.580105,2881.01543,2804.082624,2809.219392,,,,,2907.48956444,2917.429087,2827.5987173,2830.814498356,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2871.55910582,2876.5561935,2829.7084965,2834.70558418,2890.44996,2902.433725,2804.082624,2809.219392,2786.386176,2773.798272,2775.650615,2797.65406,,,,,,,,,,,,
2025-02-04,2026-06-29 06:59:47,2850.4,2846.5,2846.5,2856.816040256,2858.9257488,2839.1472312,2841.256939744,2865.723189,2870.141774,2829.7084965,2834.70558418,2886.875383,2896.681791,2890.44996,2902.433725,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2871.55910582,2876.5561935,2829.7084965,2834.70558418,2890.44996,2902.433725,2796.145415,2816.49789,,,,,,,,,,,,,,,,
2025-02-05,2026-06-29 07:00:19,2873.7,2846.5,2846.5,2881.09825906,2883.1640565,2863.7972055,2865.86300294,2889.347034,2893.802044,2853.062667,2858.289161,2910.673598,2920.560846,2907.48956444,2917.429087,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2871.55910582,2876.5561935,2829.7084965,2834.70558418,2890.44996,2902.433725,2796.145415,2816.49789,,,,,2946.58294,2976.18654,2931.21184,2995.25809,,,,,,,,
2025-02-06,2026-06-29 07:00:53,2885.0,2846.5,2846.5,2893.33155042,2895.4057805,2875.9598735,2878.03410358,2901.611328,2906.0852480000003,2865.183489,2870.432187,,,,,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2871.55910582,2876.5561935,2829.7084965,2834.70558418,2890.44996,2902.433725,2796.145415,2816.49789,2847.101436,2834.239242,2827.029492,2853.272982,2946.58294,2976.18654,2931.21184,2995.25809,,,,,,,,
2025-02-07,2026-06-29 07:01:13,2880.2,2846.5,2846.5,2888.957338016,2891.0253608,2871.6376472,2873.7056699839995,2897.18814,2901.65524,2860.911396,2866.152268,2918.57258,2928.48666,2913.64436,2934.48122,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2871.55910582,2876.5561935,2829.7084965,2834.70558418,2890.44996,2902.433725,2796.145415,2816.49789,,,,,2946.58294,2976.18654,2931.21184,2995.25809,,,,,,,,
2025-02-10,2026-06-29 07:01:34,2884.8,2884.8,2846.5,2897.630284232,2900.1320226,2876.6782254,2879.179963768,2910.960339,2915.448674,2861.209449,2866.450867,2932.446433,2942.407641,2929.341312,2941.48632,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2910.960339,2915.448674,2867.7825648000003,2872.846888896,2929.341312,2941.48632,2833.7678880000003,2854.394208,,,,,,,,,,,,,,,,
2025-02-11,2026-06-29 07:01:56,2937.0,2884.8,2846.5,2951.009355968,2953.4010544,2930.9788816,2933.370580032,2962.731744,2967.299904,2916.94536,2922.28888,2984.599968,2994.738336,2979.560256,3000.868512,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2910.196279104,2915.2606032,2867.7825648000003,2872.846888896,2929.341312,2941.48632,2833.7678880000003,2854.394208,2898.53664,2885.44208,2878.10208,2904.81968,2986.229568,3016.2314880000004,2970.651648,3035.5596480000004,3037.72787,3070.46262,3026.142615,3091.099745,,,,
2025-02-12,2026-06-29 07:02:20,2927.0,2884.8,2846.5,2935.020384252,2937.1169671,2917.4615029,2919.558085748,2943.330033,2947.868278,2906.612856,2911.937448,,,,,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2910.196279104,2915.2606032,2867.7825648000003,2872.846888896,2929.341312,2941.48632,2833.7678880000003,2854.394208,2888.269344,2875.221168,2867.907168,2894.530128,2986.229568,3016.2314880000004,2970.651648,3035.5596480000004,3037.72787,3070.46262,3026.142615,3091.099745,,,,
2025-02-13,2026-06-29 07:02:43,2928.8,2884.8,2846.5,2936.532979856,2938.6976388,2918.4039612,2920.568620144,2945.642154,2950.183964,2906.8115580000003,2912.1365140000003,2967.384238,2977.464126,2962.373596,2983.558942,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2910.196279104,2915.2606032,2867.7825648000003,2872.846888896,2929.341312,2941.48632,2833.7678880000003,2854.394208,,,,,2986.229568,3016.2314880000004,2970.651648,3035.5596480000004,3037.72787,3070.46262,3026.142615,3091.099745,,,,
2025-02-14,2026-06-29 07:03:06,2957.3,2884.8,2846.5,2966.627953924,2968.8037817,2948.4053963,2950.581224076,2975.699727,2980.287882,2936.81556,2942.19548,,,,,2907.48956444,2917.429087,2824.246063,2834.18558556,2929.076965,2961.66939,2775.650615,2797.65406,,,,,2910.196279104,2915.2606032,2867.7825648000003,2872.846888896,2929.341312,2941.48632,2833.7678880000003,2854.394208,2918.28144,2905.09768,2910.196279104,2915.2606032,2986.229568,3016.2314880000004,2970.651648,3035.5596480000004,3037.72787,3070.46262,3026.142615,3091.099745,,,,
